"","1997-02-01","1997-03-01","1997-04-01","1997-05-01","1997-06-01","1997-07-01","1997-08-01","1997-09-01","1997-10-01","1997-11-01","1997-12-01","1998-01-01","1998-02-01","1998-03-01","1998-04-01","1998-05-01","1998-06-01","1998-07-01","1998-08-01","1998-09-01","1998-10-01","1998-11-01","1998-12-01","1999-01-01","1999-02-01","1999-03-01","1999-04-01","1999-05-01","1999-06-01","1999-07-01","1999-08-01","1999-09-01","1999-10-01","1999-11-01","1999-12-01","2000-01-01","2000-02-01","2000-03-01","2000-04-01","2000-05-01","2000-06-01","2000-07-01","2000-08-01","2000-09-01","2000-10-01","2000-11-01","2000-12-01","2001-01-01","2001-02-01","2001-03-01","2001-04-01","2001-05-01","2001-06-01","2001-07-01","2001-08-01","2001-09-01","2001-10-01","2001-11-01","2001-12-01","2002-01-01","2002-02-01","2002-03-01","2002-04-01","2002-05-01","2002-06-01","2002-07-01","2002-08-01","2002-09-01","2002-10-01","2002-11-01","2002-12-01","2003-01-01","2003-02-01","2003-03-01","2003-04-01","2003-05-01","2003-06-01","2003-07-01","2003-08-01","2003-09-01","2003-10-01","2003-11-01","2003-12-01","2004-01-01","2004-02-01","2004-03-01","2004-04-01","2004-05-01","2004-06-01","2004-07-01","2004-08-01","2004-09-01","2004-10-01","2004-11-01","2004-12-01","2005-01-01","2005-02-01","2005-03-01","2005-04-01","2005-05-01","2005-06-01","2005-07-01","2005-08-01","2005-09-01","2005-10-01","2005-11-01","2005-12-01","2006-01-01","2006-02-01","2006-03-01","2006-04-01","2006-05-01","2006-06-01","2006-07-01","2006-08-01","2006-09-01","2006-10-01","2006-11-01","2006-12-01","2007-01-01","2007-02-01","2007-03-01","2007-04-01","2007-05-01","2007-06-01","2007-07-01","2007-08-01","2007-09-01","2007-10-01","2007-11-01","2007-12-01","2008-01-01","2008-02-01","2008-03-01","2008-04-01","2008-05-01","2008-06-01","2008-07-01","2008-08-01","2008-09-01","2008-10-01","2008-11-01","2008-12-01","2009-01-01","2009-02-01","2009-03-01","2009-04-01","2009-05-01","2009-06-01","2009-07-01","2009-08-01","2009-09-01","2009-10-01","2009-11-01","2009-12-01","2010-01-01","2010-02-01","2010-03-01","2010-04-01","2010-05-01","2010-06-01","2010-07-01","2010-08-01","2010-09-01","2010-10-01","2010-11-01","2010-12-01","2011-01-01","2011-02-01","2011-03-01","2011-04-01","2011-05-01","2011-06-01","2011-07-01","2011-08-01","2011-09-01","2011-10-01","2011-11-01","2011-12-01","2012-01-01","2012-02-01","2012-03-01","2012-04-01","2012-05-01","2012-06-01","2012-07-01","2012-08-01","2012-09-01","2012-10-01","2012-11-01","2012-12-01","2013-01-01","2013-02-01","2013-03-01","2013-04-01","2013-05-01","2013-06-01","2013-07-01","2013-08-01","2013-09-01","2013-10-01","2013-11-01","2013-12-01","2014-01-01","2014-02-01","2014-03-01","2014-04-01","2014-05-01","2014-06-01","2014-07-01","2014-08-01","2014-09-01","2014-10-01","2014-11-01","2014-12-01","2015-01-01","2015-02-01","2015-03-01","2015-04-01"
"Outer Sunset",15.07,7.32,6.93,4.72,3.07,0.45,0.62,0.45,0.54,0.37,0.26,0.44,0.28,0.2,0.27,0.28,0.21,0.15,0.18,0.23,0.03,0.1,1.17,0.5,0.67,1.53,2.75,2.05,2.56,2.87,3.25,3.34,3.06,3.81,2.41,0.53,0.17,0.08,0.08,0.02,0.03,0.01,0.02,0.05,0.07,0.07,0.12,0.11,1.62,1.16,6.23,25.31,29.16,21.8,22.69,11.59,55.98,75.24,46.77,44.11,25.08,19.05,4.67,2.16,1.63,2.38,1,1.97,1.11,0.64,1.31,2.28,1.58,3.72,5.11,5.28,5.06,3.11,4.75,2.72,1.58,1.45,1.08,1.36,1.47,1.33,1.06,0.5,0.28,0.33,0.61,0.67,0.53,0.28,0.22,0.39,0.22,0.22,0.25,0.66,0.86,0.61,0.91,1.6,2.43,13.95,35.98,21.43,38.94,59.21,63.35,65.69,72.48,82.74,84.14,83.2,83.92,64.37,63.43,67.24,53.48,40.1,30.61,28.19,31.13,33.36,18.08,12.47,13.35,11.12,22.21,28.43,34.11,51.1,75.19,86.47,91.71,80.68,90.18,94.65,95.99,98.3,98.19,99.59,99.04,98.44,98.14,93.76,83.47,80.96,82.76,70.59,33.79,35.02,19.43,3.88,7.62,5.73,5.27,10.26,20.17,42.59,45.54,43.76,86.7,83.1,89.3,95.83,90.89,95.85,94.05,85.87,90.34,76.29,79.65,91.02,72.41,81.12,70.12,79.89,78.72,50.89,44.72,37.22,20.05,21.28,11.02,4.94,2.65,1.88,1.68,1.61,1.2,0.76,0.57,0.25,0.08,0.44,0.58,0.63,0.8,0.8,1.1,1.51,1.87,1.81,1.32,2.31,2.8,4.45,7.34,9.87,11.02,8.08,6.71,5.88,4.12,2.31,0.8
"Portola",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.79,1.57,1.08,0.84,1.55,3.24,2.83,10.07,17.87,17.63,13.81,5.28,5.39,2.35,1.39,0.44,0.47,0.63,0.71,0.63,0.39,0.6,0.84,1.15,1.23,1.57,1.65,1.52,1.52,1.88,0.89,0.37,1.02,1.12,1.3,1.1,1.8,1.98,2.77,8.24,14.17,4.19,10.27,21.89,24.82,25.81,40.73,67.69,70.13,74.5,74.86,56.3,56.49,65.21,57.38,51.93,49.39,54.52,54.96,47.37,28.13,19.91,25.28,23.93,51.88,57.65,63.13,73.74,81.11,89.7,94.93,92.16,97.02,98.81,98.91,98.84,98.37,99.04,98.35,97.52,99.3,99.17,98.73,99.3,99.15,94.67,59.46,57.94,42.45,13.8,24.13,13.15,7.21,13.31,18.68,33.23,34.81,32.07,67.98,65.99,73.62,82.27,74.21,89.96,90.04,85.73,92.54,88.1,87.4,95.33,77.28,84.23,76.43,85.6,84.59,57.72,50.67,35.73,18.92,18.66,9.96,5.45,5.24,4.36,3.81,3.46,1.5,1.16,0.93,0.78,0.96,0.91,0.54,0.31,0.23,0.21,0.26,0.26,0.34,0.29,0.16,0.62,1.45,2.67,5.4,9.57,11.13,14.19,13.08,13.65,12.53,10.9,4.46
"Outer Richmond",15.58,6.72,9.12,7.87,7.35,2.99,4.63,3.88,6.14,2.72,3.15,7.05,6.23,5.01,5.6,2.7,2.74,3.52,1.41,1.75,0.93,1.66,6.13,6.1,5.1,5,7.58,7.01,6.54,6.71,6.95,9.41,7.52,7.17,4.93,3.11,2.5,2.53,2.37,2.28,2.48,2.63,1.91,1.65,0.89,0.13,0.26,0.35,5.43,5.17,15.42,25.87,30.36,28.2,36.4,28.2,63.19,81.73,65.93,60.22,45.69,40.33,25.12,13.25,9.08,13.62,2.39,3.54,1.91,0.99,2.55,8.32,9.4,20.2,28.91,30.24,25.7,19.12,23.32,15.53,10.74,10.32,5.65,4.11,3.95,2.85,1.71,1.74,1.33,0.89,1.39,1.36,0.92,0.63,0.63,0.69,0.66,0.63,0.88,1.35,1.51,1.1,2.17,7.19,11.37,27.55,52.37,37.49,54.29,69.87,71.85,71.07,72.01,80.5,80.34,79.53,82.48,59.37,54.55,55.96,42.63,29.73,22.22,22.5,24.32,18,6.6,6.7,10.55,10.33,25.57,31.53,36.87,52.45,66.72,78.02,84.64,80.77,88.35,95.16,96.75,97.13,94.51,96.61,91.22,86.86,88.29,82.04,68.37,72.57,77.4,66.38,40.72,45.95,34.68,19.55,40.91,38.27,35.37,47.31,57.72,63.85,62.36,57.57,80.51,80.63,86.76,93.57,88.06,92.51,92.26,86.11,87.91,78.68,78.33,86.48,62.98,65.25,54.9,64.31,61.33,30.9,26.61,16.63,6.25,8.14,2.92,2.18,2.11,2.33,3.41,2.11,2.05,2.05,1.96,1.52,2.37,2.52,1.9,1.06,1.03,0.75,0.62,0.75,0.9,0.72,0.34,0.5,0.66,1.4,2.84,3.74,4.43,4.62,6.21,7.3,10.11,11.83,4.37
"Inner Sunset",14.57,12.2,7.02,10.95,11.97,3.75,3.84,4.46,5.38,3.5,5.98,6.64,2.48,2.48,2,1.13,0.62,0.73,0.41,0.44,0.53,0.71,2.5,1.19,1.26,2.45,3.99,4.52,6.42,8.07,7.91,7.43,4.82,6.79,5.18,1.26,1.88,1.63,0.71,0.28,0.46,0.69,0.53,0.78,0.53,0.28,0.57,0.27,2.06,1.53,15.16,40.79,45.65,51.05,50.09,45.94,88.83,96.66,88.53,84.87,74.69,65.1,34.83,15.54,10.71,11.35,1.33,4.29,2.92,1.81,3.98,5.61,6.84,24.51,43.01,50.2,50.28,36.48,36.74,22.14,16.05,12.85,7.23,5.1,4.32,2.09,0.61,0.57,0.7,0.7,0.87,1.22,1.05,0.74,0.78,0.91,0.3,0.13,0.52,0.48,0.65,0.7,1.39,2.52,3.74,11.4,22.85,12.14,24.59,51.64,64.43,73.38,82.84,92.22,90.02,90.75,91.27,79.3,76.58,82.48,74.62,60.58,44.78,32.12,27.22,22.63,14.9,13.44,15.07,13.65,20.74,21.03,24.75,37.32,50.41,69.86,78.45,68.53,80.03,83.2,83.92,86.15,83.33,96.13,95.88,96.09,97.62,93.33,82.75,82.66,80.54,64.34,36.17,39.52,30.51,10.3,14.91,11.57,10.52,15.46,20.78,41.98,45.4,37.8,65.46,62.8,73.9,81.68,77.54,81.85,79.32,67.03,77.71,66.61,63.82,78.47,54.41,60.41,47.4,53.69,50.36,28.4,27.28,23.4,8.14,9.32,4.17,1.56,1.52,0.97,2.72,1.43,1.01,0.89,0.46,0.34,2.01,0.8,0.67,0.84,0.88,1.22,1.26,1.47,4.28,3.94,2.18,5.2,6.5,7.59,10.23,12.88,14.39,11.28,9.36,9.74,7.39,5.17,1.76
"Outer Parkside",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.59,1.88,1.9,1.55,4.13,4.88,4.32,8.94,11.03,10.39,11.19,5.47,7.34,3.54,2.3,1.08,0.38,0.21,0.23,0.14,0.12,0.16,0.28,0.37,0.66,0.98,1.15,1.01,1.1,1.59,1.31,1.1,2.2,2.34,2.76,2.08,2.2,3.84,5.78,23.54,42.58,21.98,36.04,55.57,57.93,56.22,64.99,79.61,78.74,76.89,73.92,47.15,48.04,56.51,49.1,41.37,35.34,34.2,36.53,34.85,14.55,7.05,7.89,7.26,20.21,26.63,32.41,48.61,63.24,75.46,79.95,74.19,85.06,93.22,96.65,97.86,97.79,99.07,98.63,98.84,99,97.43,92.31,88.69,89.69,75.51,38.44,43.14,27.43,6.27,11.59,10.09,7.01,11.66,21.8,48.23,50.59,41.89,78.52,77.13,84.86,91.21,87.19,91.63,90.56,83.93,90.43,82.89,86.08,95.98,73.5,78.7,66.07,74.84,72.65,40.21,33.71,22.84,10.22,11.19,3.89,2.57,2.15,1.57,2.43,1.6,1.27,0.62,0.69,0.67,0.75,0.47,0.44,0.51,0.56,0.4,0.28,0.28,0.58,0.72,0.63,1.1,1.77,3.27,6.28,8.77,13.3,18.41,20.19,17.06,13.22,9.69,4.69
"Russian Hill",6.55,5.19,3.84,5.25,4.97,5.36,6.49,2.77,5.87,6.49,8.92,14.44,8.46,10.43,14.61,14.95,9.02,17.47,14.04,16.29,13.7,13.59,14.54,6.94,9.51,11.52,11.07,5.87,15.44,15.98,18.03,17.33,15.71,21.95,23.91,26.7,17.98,20.85,11.14,15.28,17.04,20.02,18.48,19.42,15.94,10.76,8.05,8.55,14.3,14.68,21.86,34.3,31.76,33.35,43.26,49.12,84.39,84.25,90.71,91.63,91.36,91.14,83.65,66.98,60.25,61.73,21.66,25.93,22.59,16.21,15.47,18.89,18.03,26.83,33.68,36.92,39.18,33.99,35.82,28.85,30.38,30.5,28.24,28.81,31.9,30.56,23.59,23.41,21.41,20.5,20.19,19.89,11.04,7.52,5.22,7.59,5,4.28,5.49,6.81,7.66,7.05,8.44,9.34,11.63,22.54,37.19,24.25,33.89,50.12,52.16,55.69,59.76,69.76,68.32,67.49,67.72,48.92,44.01,49.88,39.03,29.56,23.54,22.77,25.98,25.45,17.94,16.39,17.82,16.57,27.53,33.37,38.84,52.2,60.57,67.99,65.91,47.39,54.1,61.28,66.45,71.91,67.7,85.38,84.97,83.79,88.14,83.38,77.1,79.45,84.03,76.51,58.6,61.42,51.91,27.89,37.13,30.85,27.02,29.81,33.59,41.84,42.07,41.78,66.18,62.29,66.76,75.42,67.11,76.58,72.98,63.8,71.01,59.91,59.15,71.24,52.88,57.06,52.7,57.62,54.2,31.59,27.96,24.3,18.56,21.29,17.41,10.85,8.94,9.05,7.25,7.25,6.55,6.79,6.09,4.29,8.25,9.32,10.97,11.85,11.03,10.38,10.85,9.96,9.38,8.79,8.91,11.98,13.58,15.29,18.06,20.19,23.61,27.39,28.47,31.42,30.6,29.73,23.94
"Hayes Valley",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.82,24.02,16.8,6.51,16.92,19.06,14.97,18.48,28.07,34.27,39.18,24.21,28.89,17.66,15.79,15.32,8.42,7.21,7.09,4.58,1.26,1.49,1.83,2.17,2.52,3.66,2.4,1.6,1.49,2.51,1.82,0.8,1.71,1.37,1.71,2.16,3.99,4.33,5.81,12.19,25.06,15.86,26.65,35.9,34.91,29.85,40.64,58.37,60.02,63.88,69.71,54.3,58.48,66.12,57.6,47.32,42.08,41.31,45.9,41.09,32.24,29.95,28.2,22.08,26.99,29.55,30.74,40.04,48.16,56.06,58.33,40.58,49.78,64.18,68.72,75.32,70.78,93,93.22,93.76,95.8,94.94,91.6,94.73,97.52,93,77.61,81.27,74.38,39.16,52.58,35.52,33.05,39.06,42.38,49.57,38.41,33.37,57.62,50.75,58.26,67.67,55.57,66.49,58.99,43.9,54.39,41.01,50.75,72.91,46.68,54.6,44.65,53.47,49.73,28.07,23.18,22.22,10.9,13.25,5.02,2.99,2.56,1.71,9.57,0.11,0.43,0.43,0.53,0.53,0.83,1.45,1.86,2.58,4.75,3.72,5.06,5.68,6.4,5.89,4.65,4.96,5.69,7.14,8.89,10.13,11.48,13.55,13.44,15.32,15.2,14.48,10.34
"Marina",16.41,20.59,20,16.92,15.54,11.79,14.51,12.02,16.99,12.14,18.05,24.39,20.15,16.58,20.7,14.26,17.28,14.93,10.21,14.18,10.76,12.22,16.3,4.81,1.98,2.79,2.91,2.09,2.79,3.06,2.95,4.42,2.83,3.53,3.49,1.98,3.18,2.48,5.04,3.02,8.18,13.64,9.45,9.92,8.64,4.57,5.58,5.49,9.28,5.34,7.12,19.41,23.74,26.84,39.67,35.69,62.73,78.56,76.67,72.46,71.19,73.81,68.64,54.28,50.77,48.81,16.09,21.22,19.18,13,17.08,24.35,22.95,34.46,46.11,55.02,61.96,54.18,55.09,44,40.07,38.46,26.46,18.52,17.89,15.09,8.39,8.25,8.11,8.53,9.43,9.36,7.34,6.64,6.22,10.35,9.11,4.35,5.73,6.28,4.62,4.42,4.42,5.52,8.49,14.08,24.84,11.48,19.34,38.07,36.5,37.25,43.81,55.02,54.27,53.86,53.93,37.46,33.42,43.67,35.21,27.15,23.22,23.22,22.34,23.63,16.38,15.17,15.84,14.49,24.51,28.39,30.97,39.42,51.68,62,64.71,53.61,67.68,77.94,82.52,87.03,83.48,94.14,92.79,92.92,93.95,90.67,86.1,86.23,87.71,81.92,64.99,64.09,56.44,30.43,35.04,23.7,17.04,20.5,23.51,30.94,34.53,34.14,59.9,59.9,69.31,77.32,69.46,78.98,78.98,72.2,80.83,67.16,66.71,83.19,57.96,60.77,49.39,55.35,48.92,23.57,20.73,16.52,8.61,10.59,7.4,3.25,2.74,1.34,6.99,0.64,0.76,0.96,0.89,0.83,2.05,3.14,3.46,4.49,7.7,6.93,6.86,6.41,8.53,7.44,8.17,10.03,10.03,10.16,12.22,13.38,14.73,17.23,18.75,20.49,19.97,20.05,10.63
"Van Ness - Civic Center",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.74,40.74,35.88,28.73,36.36,43.21,38.6,47.29,54.31,52.84,45.82,30.1,31.51,18.13,16.05,14.65,9.77,7.89,9.09,6.42,6.15,5.35,4.21,4.48,4.61,6.62,5.61,5.68,4.55,5.53,4.61,3.23,3.49,4.61,4.41,4.08,3.95,4.21,3.03,7.64,11.32,6.69,10.61,15.63,17.17,21.29,25.85,41.35,44.57,49.45,54.02,41.99,44.89,53.8,49.97,45.11,37.64,38.21,40.45,39.62,22.56,20.32,21.15,20,31.31,33.97,35.23,46.61,60.1,67.11,71.48,63.99,75.19,88.92,91.13,93.47,87.42,94.73,93.18,90.65,96.59,94.37,88.42,86.61,88.06,81.86,66.77,65.63,53.85,27.23,38.85,36.74,33.62,38.95,41.07,49.77,39.71,37.95,64.77,62.76,68.44,74.12,62.35,71.94,69.03,64.92,73.53,67.19,70.81,80.11,68.78,73.73,65.71,68.53,69.77,47.5,45.87,34.78,22.12,24.39,14.94,11.68,10.85,10.25,7.75,7.98,7.14,1.78,1.19,0.94,2.33,2.52,2.67,3.12,3.96,3.07,2.87,2.77,2.47,1.48,0.59,1.14,2.08,2.92,4.31,5,7.39,9.62,9.62,12.8,13.29,12.02,9.74
"Crocker Amazon",21.78,23.68,25.88,13.12,16.12,7.01,5.19,5.3,4.93,1.72,0.47,0.22,0.73,0.44,0.84,3.21,2.99,3.1,5.18,3.72,4.19,7.77,20.82,18.01,8.35,11.37,7.44,1.53,1.28,0.29,0.15,0.11,0.15,0.4,0.44,0.29,0.22,0.22,0.25,0.29,0.25,0.36,0.4,1.13,0.8,0.51,0.8,0.44,1.13,1.16,4.33,22.9,23.37,18.75,19.95,6.7,27.85,32.95,14.56,16.42,9.88,9.26,2.14,0.33,0.4,2.58,0.4,0.76,0.58,0.36,0.51,1.2,0.94,4.1,9.37,10.57,8.9,4.25,5.12,1.63,1.02,0.54,0.29,0.25,0.58,0.65,0.47,0.51,0.47,0.87,1.45,2.07,1.63,1.85,1.63,2.5,1.52,1.34,2.24,2.61,2.46,2.21,2.03,1.09,1.12,3.08,6.91,3.11,4.66,8.96,9.32,9.9,13.76,23.8,25.79,30.7,32.65,18.49,22.43,46.29,34.61,28.37,24.73,29.85,41.53,43.26,31.76,29.52,42.83,41.67,74.19,80.6,85.95,94.32,96.87,97.84,98.6,98.02,98.45,98.96,98.74,98.89,98.81,99.86,99.86,99.75,99.86,99.75,99.43,99.17,98.67,96.45,89.59,87.37,67.96,32.86,52.87,45.37,44.8,52.44,59.54,70.73,73.24,66.39,85.15,77.94,87.27,91.11,78.88,85.94,74.29,59.02,64.5,47.19,46.36,72.57,40.44,53.21,39.01,49.82,43.33,15.7,14.77,14.52,8.6,11.22,7.71,4.84,4.7,2.87,3.82,2.3,1.9,2.76,2.65,1.83,0.4,0.07,0.04,0.14,0.14,0.76,2.68,3.88,5.47,4.96,1.99,0.91,0.65,0.91,1.92,3.52,5.22,5.08,3.7,3.37,2.61,0.91,0.44
"South Beach",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63.22,72.81,72.81,67.86,73.87,71.85,67.01,73.34,74.94,71.46,65.91,43.39,37.57,25.29,12.98,9.23,4.77,5.09,4.47,3.79,2.79,4.28,3.75,5.01,5.62,9.98,8.6,7.92,7.11,7.18,5.71,3.44,5.34,5.74,6.63,3.5,3.22,3.87,6.66,14.92,32.32,14.55,20.85,27.64,25.82,26.73,29.06,40.7,42.33,44.58,47.58,32.67,33.3,43.82,40.89,36.16,34.76,38.89,42.17,40.14,28.77,25.82,28.69,27.13,39.69,42.36,42.41,48.99,59.28,63.46,63.65,58.06,65.68,74.25,76.63,80.93,77.44,92.54,91.58,91.41,94.61,92.26,89.07,87.13,88.72,83.95,68.94,71.93,59.93,41.93,55.1,45.78,40.79,46.87,55.74,61.08,58.66,54.83,70.91,64.91,67.99,72.86,60.39,67.87,62.93,47.29,49.5,39.07,41.61,53.17,31.9,40.2,31.94,35.72,30.83,15.28,13.66,11.18,6.64,6.5,4.1,2.67,4.5,4.73,21.77,4.92,5.11,2.8,2.59,3.18,1.4,1.52,1.78,2.07,3.06,3.93,4.38,4.68,5.66,5.74,4.98,6.89,7.1,8.79,11.23,11.86,13.47,13.29,15.25,16.83,16.65,15.3,12.17
"Lower Pacific Heights",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.36,26.17,25.98,23.35,31.67,38.16,35.76,52.72,59.37,54.68,51.2,39.11,44.94,31.46,25.51,22.28,16.27,8.38,6.86,3.72,2.52,3.15,3.21,3.59,4.03,4.16,3.09,2.2,1.83,2.63,2.26,2.32,2.63,6.58,7.77,10.28,11.1,11.47,12.16,19.31,26.96,18,31.57,37.41,29.26,31.87,38.81,57,52.86,56.08,55.72,43.92,42.09,46.77,42.12,42.79,38.08,42.73,41.58,28.97,22.39,23.3,35,29.33,48.76,51.59,49.01,56.03,60.05,67.55,69.59,53.57,61.31,73.37,68.39,70.19,62.57,76.59,76.24,75.53,83.12,86.06,79.41,81.53,83.82,77.29,63.53,67.65,60.65,36.76,46.17,41.15,37.46,35.13,40.91,59.09,58.68,54.06,69.84,66.92,73,79.8,58.26,67.54,63.81,54.52,60.65,44.54,45.53,56.74,35.79,41.16,31.93,40.49,41.31,25.67,27.67,25.74,20.14,21.89,10.45,4.96,4.39,3.81,11.62,2.87,1.93,1.82,2.05,1.35,4.43,3.55,4.66,9.91,5.43,5.9,4.44,4.2,4.26,5.78,3.21,4.44,7.54,9.29,9.52,11.68,16,18.93,18.69,19.63,19.1,17.29,12.73
"Eureka Valley - Dolores Heights - Castro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.43,25.23,18.8,13.33,19.12,26.35,23.21,33.55,39.1,47.79,53.39,49.98,57.58,45.38,40.6,35.78,24.4,19.09,18.5,12.57,6.74,6.74,5.25,4.75,5.25,5.29,3.08,2.4,2.17,3.86,2.06,1.53,1.39,1.39,2.33,2.29,2.42,3.63,8.17,19.25,33.2,20.39,32.59,49.2,53.74,56.81,57.52,66.03,62.64,63.89,61.35,45.86,45.19,51.99,41.43,33.92,28.75,26.63,26.72,24.2,15.28,11.7,10.82,8.08,16.7,21.45,25.66,32.41,40.44,47.63,48.07,38.25,47.37,61.49,69.34,76.8,72.63,90.46,89.29,88.43,92.02,91.89,89.51,90.9,95.1,93.37,81.88,83.96,78.93,51.27,63.35,51.27,40.92,43.12,48.47,59.42,56.83,47.69,64.6,57.65,61.97,67.87,57.26,68.6,66.88,52.66,54.64,41.45,37.16,47.72,28.14,31.66,23.24,22.48,18.3,5.38,3.51,2.23,1.37,1.84,1.37,0.47,0.47,0.56,3.92,1.19,1.02,1.79,1.62,1.32,1.3,1.51,2.19,2.82,3.83,4.12,5.18,5.64,6.48,6.14,6.36,8.47,10.45,13.31,15.75,16.22,18.62,20.68,23.22,27.27,25.54,21.66,13.06
"Western Addition",27.56,21.93,20.71,21.7,19.85,14.13,16.65,18.36,21.65,13,15.49,15.41,11.15,7.83,6.46,5.41,5.43,4.83,4.25,5.86,5.28,7.02,9.89,7.11,5.52,6.86,9.9,6.6,5.29,5.22,5.95,4.22,3.97,4.22,5.35,4.39,2.66,2.16,0.56,0.32,0.81,1.28,1.21,1.64,1.37,0.85,0.74,1.19,4.24,4.54,12.02,25.6,36.32,42.67,52.74,48.71,79.77,91.15,92.89,92.96,90.71,89.34,74.42,51.05,45.33,43.73,8.12,26.25,24.69,15.78,23.44,27.81,26.09,35,43.28,52.97,58.44,41.88,57.81,34.69,27.34,20.47,12.5,12.98,12.06,12.21,8.24,12.06,12.21,15.11,12.37,17.86,13.74,9.01,5.8,6.72,5.19,3.36,5.8,6.87,7.79,7.94,5.5,10.23,13.13,18.63,30.08,20.52,30.7,36.47,40.58,35.26,33.13,43.62,44.38,49.09,52.74,37.69,38.6,43.27,30.71,27.08,21.03,17.4,29.35,31.92,24.96,16.19,17.1,14.98,27.99,37.97,42.26,56.83,66.32,79.58,81.4,72.56,76.98,87.26,84.14,84.79,78.02,90.67,86.79,83.16,88.73,83.55,78.76,81.74,86.66,72.54,60.1,61.53,60.62,38.08,52.59,43.91,29.4,36.4,43.26,49.22,45.34,44.04,72.67,68.26,69.43,71.37,65.41,72.15,69.17,64.9,74.22,63.6,54.15,70.98,46.76,58.81,50.52,54.2,49.29,34.28,30.79,29.62,25.87,35.58,14.75,8.02,7.89,2.72,5.03,0.78,0.78,0.78,1.81,0.91,0.78,0.52,0.13,0.52,1.55,2.85,1.17,1.94,9.46,8.81,9.35,15.19,20.91,21.95,25.32,25.58,27.92,28.66,27.11,21.4,14.79,14.01,5.58
