"","1996-04-01","1996-05-01","1996-06-01","1996-07-01","1996-08-01","1996-09-01","1996-10-01","1996-11-01","1996-12-01","1997-01-01","1997-02-01","1997-03-01","1997-04-01","1997-05-01","1997-06-01","1997-07-01","1997-08-01","1997-09-01","1997-10-01","1997-11-01","1997-12-01","1998-01-01","1998-02-01","1998-03-01","1998-04-01","1998-05-01","1998-06-01","1998-07-01","1998-08-01","1998-09-01","1998-10-01","1998-11-01","1998-12-01","1999-01-01","1999-02-01","1999-03-01","1999-04-01","1999-05-01","1999-06-01","1999-07-01","1999-08-01","1999-09-01","1999-10-01","1999-11-01","1999-12-01","2000-01-01","2000-02-01","2000-03-01","2000-04-01","2000-05-01","2000-06-01","2000-07-01","2000-08-01","2000-09-01","2000-10-01","2000-11-01","2000-12-01","2001-01-01","2001-02-01","2001-03-01","2001-04-01","2001-05-01","2001-06-01","2001-07-01","2001-08-01","2001-09-01","2001-10-01","2001-11-01","2001-12-01","2002-01-01","2002-02-01","2002-03-01","2002-04-01","2002-05-01","2002-06-01","2002-07-01","2002-08-01","2002-09-01","2002-10-01","2002-11-01","2002-12-01","2003-01-01","2003-02-01","2003-03-01","2003-04-01","2003-05-01","2003-06-01","2003-07-01","2003-08-01","2003-09-01","2003-10-01","2003-11-01","2003-12-01","2004-01-01","2004-02-01","2004-03-01","2004-04-01","2004-05-01","2004-06-01","2004-07-01","2004-08-01","2004-09-01","2004-10-01","2004-11-01","2004-12-01","2005-01-01","2005-02-01","2005-03-01","2005-04-01","2005-05-01","2005-06-01","2005-07-01","2005-08-01","2005-09-01","2005-10-01","2005-11-01","2005-12-01","2006-01-01","2006-02-01","2006-03-01","2006-04-01","2006-05-01","2006-06-01","2006-07-01","2006-08-01","2006-09-01","2006-10-01","2006-11-01","2006-12-01","2007-01-01","2007-02-01","2007-03-01","2007-04-01","2007-05-01","2007-06-01","2007-07-01","2007-08-01","2007-09-01","2007-10-01","2007-11-01","2007-12-01","2008-01-01","2008-02-01","2008-03-01","2008-04-01","2008-05-01","2008-06-01","2008-07-01","2008-08-01","2008-09-01","2008-10-01","2008-11-01","2008-12-01","2009-01-01","2009-02-01","2009-03-01","2009-04-01","2009-05-01","2009-06-01","2009-07-01","2009-08-01","2009-09-01","2009-10-01","2009-11-01","2009-12-01","2010-01-01","2010-02-01","2010-03-01","2010-04-01","2010-05-01","2010-06-01","2010-07-01","2010-08-01","2010-09-01","2010-10-01","2010-11-01","2010-12-01","2011-01-01","2011-02-01","2011-03-01","2011-04-01","2011-05-01","2011-06-01","2011-07-01","2011-08-01","2011-09-01","2011-10-01","2011-11-01","2011-12-01","2012-01-01","2012-02-01","2012-03-01","2012-04-01","2012-05-01","2012-06-01","2012-07-01","2012-08-01","2012-09-01","2012-10-01","2012-11-01","2012-12-01","2013-01-01","2013-02-01","2013-03-01","2013-04-01","2013-05-01","2013-06-01","2013-07-01","2013-08-01","2013-09-01","2013-10-01","2013-11-01","2013-12-01","2014-01-01","2014-02-01","2014-03-01","2014-04-01","2014-05-01","2014-06-01","2014-07-01","2014-08-01","2014-09-01","2014-10-01","2014-11-01","2014-12-01","2015-01-01","2015-02-01","2015-03-01","2015-04-01"
"Pacific Heights",451000,415000,412000,439250,476750,502000,489500,429250,386750,440500,384825,379625,381050,465000,444000,461500,451850,423650,382250,393800,396700,NA,642450,571650,NA,NA,556394.1,522275,535750,487450,495000,553300,511100,NA,558076.9231,612647.0588,608500,679100,660150,660250,652500,654000,671250,599350,623150,634250,750250,781000,752250,721200,871300,870250,816250,NA,1175384.6154,NA,NA,NA,NA,765000,703235.2941,688750,NA,956384.6154,NA,NA,557400,NA,661875,701500,653500,637647,641102.9,640794.1,732750,708250,677750,624050,611550,625400,624750,NA,626538.4615,655294.1176,670050,763950,782000,847750,791500,806500,800625,854275,787650,719650,742300,798750,821250,786550,782450,778075,815925,788600,757300,791100,820300,801200,NA,1054025,1018050,1056950,963450,1061550,961250,872250,814750,860150,775300,NA,1008461.5385,998235.2941,1143500,1341500,1192250,NA,865425,854000,842600,841400,NA,NA,NA,843000,1005941.1765,1165950,1336250,1184750,NA,1233846.1538,1377647.0588,1267750,1131000,NA,NA,1325000,1292647.0588,1205750,1164750,1125100,1056400,NA,1037192.3077,NA,NA,NA,NA,NA,NA,750000,966470.5882,NA,896461.5385,1018235.2941,1002000,965000,1033000,NA,1108538.4615,1152941.1765,1035500,1046300,1021200,939750,892325,NA,NA,1262500,1124225,NA,NA,1612500,1549264.7059,1781125,1354500,947750,1238500,NA,NA,NA,991000,NA,NA,1200000,1288235.2941,1352500,1042500,890000,909500,837650,1226850,1156750,1311500,NA,NA,1410000,1227647.0588,1491500,1430000,1390450,NA,NA,NA,1330000,NA,NA,NA,995000,1077352.9412,NA,1757750,1494500,1311750,NA,1211538.4615,1370294.1176,1527750,NA,NA,NA,NA
"Nob Hill",NA,NA,NA,NA,NA,NA,250000,NA,NA,NA,NA,NA,350000,NA,NA,NA,316000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,587000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7e+05,NA,NA,439000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,548000,584470.5882,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,710000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,415000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,780000,NA,NA,NA,NA,NA,NA,NA
"Inner Richmond",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,339000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,650000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,990000,1187058.8235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1165000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,865000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Noe Valley",356176.4706,361050,337700,332500,NA,324615.3846,334705.8824,363750,399250,408700,NA,351923.0769,368941.1765,404600,430200,421250,457600,440250,440650,447100,458750,518200,NA,462692.3077,403117.6471,439100,455750,486500,513950,500800,471500,508750,493500,NA,490769.2308,517647.0588,536500,580200,598050,627250,618000,557850,565150,587500,601750,NA,6e+05,697058.8235,702750,806250,821000,796750,786750,794500,NA,779076.9231,733382.3529,NA,NA,850000,770588.2353,742750,712750,637000,691500,NA,732500,691352.9412,663050,653800,676050,741025,765675,779500,799000,779400,793350,743100,728900,774000,775000,NA,773076.9231,762352.9412,800500,802200,772800,760000,793750,802750,835750,809850,851150,NA,922307.6923,884882.3529,958250,942100,920000,924300,899700,908750,1029200,1041550,NA,999230.7692,971058.8235,1137875,1118225,1050900,1003350,1075200,1133550,1016000,1155250,1150000,1022375,NA,1171153.8462,1165882.3529,1124000,1111500,1158050,1103450,1090500,1039500,1082500,1177250,1280000,1094625,1031875,1053750,1172000,1160700,1179500,1253550,1323750,NA,1178076.9231,1198529.4118,NA,NA,1200000,1275882.3529,1295150,1266850,1062750,1063550,1082450,NA,NA,NA,NA,NA,NA,NA,NA,870000,993823.5294,1011425,NA,980307.6923,NA,928846.1538,NA,NA,NA,1340000,NA,1177692.3077,1067823.5294,1040600,950000,862500,863000,1022300,1166150,NA,NA,1175000,1053823.5294,1077900,941600,950500,1097250,1058050,NA,1177461.5385,NA,NA,1199000,1310764.7059,1216000,1080850,1135750,1316900,1307850,NA,1299846.1538,NA,NA,NA,NA,1360000,1795294.1176,1396500,1285250,1160250,1407600,NA,1299230.7692,1282352.9412,NA,NA,NA,1751000,NA,NA,1700000,1814705.8824,1643250,NA,1488461.5385,1752941.1765,NA,NA,NA,1650000,1767647.0588
"Outer Sunset",NA,215000,NA,234615.3846,241676.4706,NA,NA,NA,NA,NA,NA,NA,263000,263000,NA,NA,NA,NA,280000,283529.4118,NA,NA,NA,310000,298235.2941,296750,296625,298925,300700,NA,NA,305000,291470.5882,NA,NA,320000,317058.8235,317750,324900,334050,346300,NA,351153.8462,NA,NA,NA,4e+05,NA,NA,NA,NA,434000,414000,407600,421750,NA,486153.8462,NA,NA,445000,NA,NA,475000,NA,454230.7692,NA,448000,NA,NA,NA,NA,499000,479000,NA,507307.6923,524705.8824,537800,NA,NA,520000,NA,NA,NA,NA,520000,NA,527692.3077,528823.5294,NA,NA,575000,NA,NA,NA,NA,633000,631235.2941,627950,643750,671100,651350,646350,664635,665790,NA,NA,NA,NA,765500,NA,738192.3077,724117.6471,729000,735250,749250,NA,752307.6923,NA,NA,NA,NA,750000,785294.1176,NA,740769.2308,NA,NA,NA,NA,NA,NA,720000,NA,NA,NA,691000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,767000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,639000,NA,624384.6154,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Portola",213000,202411.7647,217700,224000,230250,207625,204625,NA,NA,NA,NA,220000,NA,208461.5385,216764.7059,235000,235350,236275,244925,NA,NA,NA,NA,248000,257411.7647,247100,255850,250550,NA,250307.6923,263970.5882,NA,292000,255058.8235,258450,272000,296125,295125,301950,294050,300250,318050,322950,NA,NA,343500,341441.1765,340525,NA,NA,360000,388823.5294,407150,395850,NA,382692.3077,377352.9412,NA,NA,NA,NA,475000,466176.4706,469750,NA,425000,391764.7059,NA,429769.2308,NA,NA,NA,461500,457676.4706,463475,447750,458500,482250,477300,496450,495500,NA,NA,NA,NA,530000,535294.1176,518150,NA,5e+05,547058.8235,543000,NA,568461.5385,562352.9412,NA,553846.1538,572647.0588,588000,592750,NA,593846.1538,595000,622500,616750,NA,NA,NA,715000,690294.1176,692800,720950,NA,711538.4615,717647.0588,720500,NA,NA,NA,NA,NA,NA,678000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,610000,612941.1765,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,495000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Outer Richmond",274500,NA,274884.6154,NA,286538.4615,290000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,317000,315823.5294,301300,321700,333850,314500,NA,314153.8462,NA,343538.4615,397058.8235,NA,NA,352000,NA,NA,319000,NA,329384.6154,NA,326730.7692,NA,NA,393000,429470.5882,433200,413750,NA,366923.0769,NA,NA,450000,NA,NA,550000,NA,533076.9231,NA,483384.6154,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,470000,NA,NA,NA,NA,549000,NA,499769.2308,NA,604230.7692,NA,523076.9231,NA,535692.3077,NA,NA,NA,645000,700882.3529,NA,593846.1538,597058.8235,NA,NA,NA,614000,NA,NA,NA,NA,7e+05,764705.8824,758000,760150,NA,756153.8462,NA,NA,NA,NA,NA,NA,NA,NA,750000,NA,NA,NA,790000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,820000,NA,NA,NA,NA,NA,NA,855000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,735294,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,632000,NA,NA,705000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,930000,NA,NA,NA,NA,NA,NA,NA,NA
"Inner Sunset",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,345000,NA,NA,320000,NA,310000,NA,NA,NA,365000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,377000,NA,456230.7692,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,651000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,629000,NA,NA,NA,705000,NA,NA,NA,NA,NA,NA,NA,NA,8e+05,NA,867692.3077,792117.6471,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,803500,NA,NA,NA,NA,NA,NA,NA,980000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,860000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1100000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Outer Parkside",236323.5294,241025,NA,230384.6154,237176.4706,NA,233461.5385,NA,251538.4615,NA,NA,263000,258882.3529,250050,259100,268000,264850,268400,262300,273000,NA,277307.6923,NA,286538.4615,290000,293750,299375,304850,300825,NA,NA,315000,307941.1765,NA,296846.1538,304411.7647,310600,326900,338750,341750,NA,347692.3077,357647.0588,NA,353000,364705.8824,379250,399100,NA,NA,450000,NA,434615.3846,NA,436153.8462,443294.1176,NA,453538.4615,NA,475115.3846,484823.5294,481775,473925,451150,440250,NA,NA,NA,459000,NA,NA,5e+05,488235.2941,487000,NA,522615.3846,529470.5882,NA,513923.0769,495294.1176,491250,NA,NA,NA,NA,535000,532058.8235,NA,541538.4615,560294.1176,560350,581275,NA,NA,NA,630000,637058.8235,636700,648550,651250,634000,NA,NA,660000,662941.1765,NA,NA,730000,730000,NA,745384.6154,NA,NA,685000,701176.4706,702125,NA,NA,NA,710000,741176.4706,753550,764450,NA,661846.1538,NA,NA,7e+05,NA,NA,NA,712500,NA,NA,740000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,722000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,625000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,590000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,745000,NA,NA,NA,710000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Russian Hill",575000,NA,524230.7692,NA,NA,NA,NA,NA,NA,525000,502352.9412,469025,432475,NA,481000,457294.1176,NA,379846.1538,353647.0588,NA,NA,NA,NA,525000,445000,NA,465923.0769,501352.9412,549350,501750,NA,649769.2308,NA,NA,NA,750000,747058.8235,NA,NA,NA,NA,NA,NA,535000,NA,NA,NA,NA,NA,NA,NA,NA,8e+05,NA,742307.6923,NA,NA,NA,NA,NA,NA,NA,735000,NA,NA,NA,NA,NA,605000,NA,NA,701000,671000,NA,703846.1538,722941.1765,NA,NA,NA,NA,877206,NA,NA,NA,NA,NA,NA,NA,NA,NA,826000,NA,844461.5385,NA,NA,NA,805000,NA,1005384.6154,844617.6471,941325,NA,NA,775000,NA,NA,NA,NA,768000,713294.1176,831450,842750,NA,NA,NA,NA,770000,NA,NA,NA,NA,NA,950000,NA,NA,NA,875000,NA,NA,NA,NA,NA,NA,NA,778500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1100500,NA,NA,NA,NA,NA,NA,NA,NA,NA,1099000,NA,NA,1055000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hayes Valley",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,310000,NA,NA,NA,NA,NA,225000,NA,NA,NA,NA,NA,NA,NA,NA,NA,372500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,705000,NA,NA,650000,NA,NA,NA,NA,NA,NA,NA,NA,869000,NA,NA,NA,760000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Marina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,365000,NA,NA,NA,650000,NA,NA,NA,NA,NA,670000,NA,NA,683000,NA,592230.7692,NA,NA,NA,NA,NA,NA,478500,454382.3529,NA,709375,710000,NA,NA,NA,NA,NA,NA,888000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,755000,864705.8824,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,945500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,875000,1063235.2941,974500,1026750,977500,NA,1176923.0769,NA,NA,NA,NA,NA,770000,NA,966153.8462,983823.5294,NA,822692.3077,NA,NA,NA,NA,1275000,NA,NA,1100000,NA,NA,NA,1500000,NA,NA,NA,1349000,NA,NA,740000,734705.8824,745100,861925,1054225,NA,NA,NA,NA,1420000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Van Ness - Civic Center",NA,NA,NA,NA,NA,NA,NA,204000,NA,NA,225000,196764.7059,220700,213550,NA,257461.5385,NA,207307.6923,NA,NA,277000,NA,233153.8462,220000,234500,267650,278100,NA,238076.9231,NA,227000,NA,341050,329150,361100,345500,303650,NA,245192.3077,278235.2941,327250,302400,279600,300250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4e+05,NA,NA,NA,NA,NA,NA,NA,384500,NA,NA,NA,NA,NA,NA,NA,NA,370000,NA,343076.9231,NA,378461.5385,NA,405730.7692,NA,NA,NA,NA,463000,491529.4118,NA,342269.2308,355323.5294,379725,416700,NA,474384.6154,NA,NA,NA,NA,405000,431470.5882,445750,NA,424230.7692,494411.7647,472250,429750,501750,NA,NA,NA,575000,580882.3529,571000,NA,533076.9231,545588.2353,NA,NA,NA,NA,NA,530000,635882.3529,692000,NA,638769.2308,NA,NA,NA,NA,NA,NA,NA,NA,692000,629058.8235,585550,591650,600100,NA,NA,NA,NA,NA,NA,407000,488176.4706,573300,NA,594538.4615,635882.3529,613250,NA,NA,NA,469000,NA,NA,419000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,450100,NA,396176.9231,NA,NA,NA,NA,NA,459000,NA,NA,NA,NA,NA,NA,NA,532000,NA,NA,NA,375000,NA,NA,NA,NA,NA,NA,NA,NA,685000,NA,573461.5385,610588.2353,NA,575475,NA,760769.2308,NA,NA,NA,NA,NA,590000,NA,NA,619000,691352.9412,NA,582769.2308,NA,NA,NA,NA
"Crocker Amazon",NA,199000,NA,NA,180000,NA,206923.0769,180294.1176,NA,NA,NA,NA,223000,186823.5294,NA,NA,NA,NA,NA,250000,NA,NA,215000,NA,NA,255000,243823.5294,241350,254750,NA,262307.6923,263529.4118,259100,NA,267076.9231,NA,258692.3077,278823.5294,289175,280575,297850,NA,293307.6923,264411.7647,275250,NA,NA,350000,NA,NA,NA,NA,NA,340000,345294.1176,348150,NA,333846.1538,NA,NA,NA,411000,NA,NA,NA,NA,NA,NA,NA,NA,NA,4e+05,414705.8824,402000,426525,NA,NA,NA,464500,NA,426423.0769,NA,NA,NA,NA,NA,NA,510000,503529.4118,523400,501425,512875,NA,514307.6923,NA,NA,NA,515000,458235.2941,530275,564860,583215,539000,NA,NA,NA,NA,550000,621764.7059,NA,NA,NA,620000,681764.7059,709250,707500,NA,NA,NA,NA,638000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,538000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"South Beach",NA,NA,NA,NA,265000,247352.9412,238000,NA,NA,NA,NA,NA,NA,NA,195000,239117.6471,NA,301923.0769,NA,337269.2308,321470.5882,NA,270384.6154,304117.6471,320000,320875,355575,312375,NA,NA,280000,NA,340769.2308,321941.1765,332450,401900,427000,430000,NA,464230.7692,NA,NA,460000,NA,413846.1538,NA,NA,NA,NA,402500,NA,NA,585000,NA,650384.6154,663529.4118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,560000,NA,559230.7692,580176.4706,507100,497250,535750,NA,483900,503050,444500,441500,495000,480800,511800,479500,NA,619000,570250,536000,517250,527750,522250,482750,474800,461450,535425,585575,619650,646850,694000,661000,585500,696000,712775,773875,796350,833250,837250,817250,863500,853750,846750,850250,770750,794150,787600,873750,766250,701250,715300,750600,709200,750900,786500,815100,870925,888975,908650,869950,841150,938250,855750,822650,846350,850000,818400,796350,768375,692125,805500,838750,751250,662250,811150,875350,871650,771150,708950,764750,867750,857750,NA,NA,NA,NA,NA,NA,705000,678529.4118,699250,665250,690000,722500,758750,683750,691250,733000,830750,801250,779500,747100,774525,729125,744500,697500,646100,733650,631600,641650,638100,788000,830375,NA,632692.3077,624411.7647,686900,722850,731500,772500,NA,NA,NA,880000,861764.7059,808650,730000,771000,781975,811575,821300,790000,849500,859500,922525,900725,923000,966550,908200,939750,865900,817100,942000,1017400,997850,1015250,1072750,1100000,1012300,947200,952850,1132900,1015250,1008750,1041250,1260000,1204750,NA,1286538.4615,1320588.2353,1170000
"Lower Pacific Heights",327000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,256000,317176.4706,NA,NA,NA,NA,NA,325000,NA,344230.7692,NA,412307.6923,433352.9412,NA,377307.6923,NA,383076.9231,NA,336153.8462,NA,NA,535000,NA,NA,NA,NA,NA,NA,569000,496058.8235,NA,477307.6923,564647.0588,NA,492846.1538,456764.7059,438550,NA,500769.2308,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,562000,563764.7059,578050,641950,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,607000,NA,NA,NA,NA,721000,NA,NA,8e+05,755882.3529,NA,NA,601000,630411.7647,NA,NA,670000,590588.2353,NA,NA,765000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8e+05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,743000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,875000,NA,735000,NA,NA,599000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,805000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,695500,NA,NA,NA,990000,NA,NA,NA,827500,NA,NA,NA,NA,NA,NA,NA,NA,NA,830000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
