"","1996-04-01","1996-05-01","1996-06-01","1996-07-01","1996-08-01","1996-09-01","1996-10-01","1996-11-01","1996-12-01","1997-01-01","1997-02-01","1997-03-01","1997-04-01","1997-05-01","1997-06-01","1997-07-01","1997-08-01","1997-09-01","1997-10-01","1997-11-01","1997-12-01","1998-01-01","1998-02-01","1998-03-01","1998-04-01","1998-05-01","1998-06-01","1998-07-01","1998-08-01","1998-09-01","1998-10-01","1998-11-01","1998-12-01","1999-01-01","1999-02-01","1999-03-01","1999-04-01","1999-05-01","1999-06-01","1999-07-01","1999-08-01","1999-09-01","1999-10-01","1999-11-01","1999-12-01","2000-01-01","2000-02-01","2000-03-01","2000-04-01","2000-05-01","2000-06-01","2000-07-01","2000-08-01","2000-09-01","2000-10-01","2000-11-01","2000-12-01","2001-01-01","2001-02-01","2001-03-01","2001-04-01","2001-05-01","2001-06-01","2001-07-01","2001-08-01","2001-09-01","2001-10-01","2001-11-01","2001-12-01","2002-01-01","2002-02-01","2002-03-01","2002-04-01","2002-05-01","2002-06-01","2002-07-01","2002-08-01","2002-09-01","2002-10-01","2002-11-01","2002-12-01","2003-01-01","2003-02-01","2003-03-01","2003-04-01","2003-05-01","2003-06-01","2003-07-01","2003-08-01","2003-09-01","2003-10-01","2003-11-01","2003-12-01","2004-01-01","2004-02-01","2004-03-01","2004-04-01","2004-05-01","2004-06-01","2004-07-01","2004-08-01","2004-09-01","2004-10-01","2004-11-01","2004-12-01","2005-01-01","2005-02-01","2005-03-01","2005-04-01","2005-05-01","2005-06-01","2005-07-01","2005-08-01","2005-09-01","2005-10-01","2005-11-01","2005-12-01","2006-01-01","2006-02-01","2006-03-01","2006-04-01","2006-05-01","2006-06-01","2006-07-01","2006-08-01","2006-09-01","2006-10-01","2006-11-01","2006-12-01","2007-01-01","2007-02-01","2007-03-01","2007-04-01","2007-05-01","2007-06-01","2007-07-01","2007-08-01","2007-09-01","2007-10-01","2007-11-01","2007-12-01","2008-01-01","2008-02-01","2008-03-01","2008-04-01","2008-05-01","2008-06-01","2008-07-01","2008-08-01","2008-09-01","2008-10-01","2008-11-01","2008-12-01","2009-01-01","2009-02-01","2009-03-01","2009-04-01","2009-05-01","2009-06-01","2009-07-01","2009-08-01","2009-09-01","2009-10-01","2009-11-01","2009-12-01","2010-01-01","2010-02-01","2010-03-01","2010-04-01","2010-05-01","2010-06-01","2010-07-01","2010-08-01","2010-09-01","2010-10-01","2010-11-01","2010-12-01","2011-01-01","2011-02-01","2011-03-01","2011-04-01","2011-05-01","2011-06-01","2011-07-01","2011-08-01","2011-09-01","2011-10-01","2011-11-01","2011-12-01","2012-01-01","2012-02-01","2012-03-01","2012-04-01","2012-05-01","2012-06-01","2012-07-01","2012-08-01","2012-09-01","2012-10-01","2012-11-01","2012-12-01","2013-01-01","2013-02-01","2013-03-01","2013-04-01","2013-05-01","2013-06-01","2013-07-01","2013-08-01","2013-09-01","2013-10-01","2013-11-01","2013-12-01","2014-01-01","2014-02-01","2014-03-01","2014-04-01","2014-05-01","2014-06-01","2014-07-01","2014-08-01","2014-09-01","2014-10-01","2014-11-01","2014-12-01","2015-01-01","2015-02-01","2015-03-01","2015-04-01"
"Marina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,564100,579900,593500,594900,589400,581400,586800,603500,621600,624600,620800,623900,636300,643200,650000,656600,655600,667900,676600,655300,614600,595800,592500,588100,577100,563800,555800,557100,554900,544200,541300,547300,559200,572600,581100,595200,609100,620000,628000,638400,648800,669500,700400,731600,746400,727900,698100,678900,671900,670600,673000,671400,676200,690500,702200,705000,706700,713600,723000,723600,722400,720800,718600,714100,710100,704500,700800,700600,697900,698500,698700,696000,693200,696200,698500,698400,698600,682000,654300,644000,657700,672700,685500,693900,695300,694800,685800,673800,661100,659000,659400,655400,645300,638600,636500,636900,635000,625800,626200,637800,640200,624300,609600,602200,599800,596600,589100,582800,584000,587800,589300,590800,598600,608800,617100,621800,620900,618200,618600,616500,613100,613000,611900,606900,604400,604200,603400,601000,600300,605700,611600,615000,618800,621800,620500,618500,619800,623700,627300,624600,620700,618500,620400,627800,639200,648200,659000,670900,680600,694800,708500,717700,719300,718900,720500,726300,731100,735000,733100,730300,740900,757600,773500,789800,810400,825900,836900,845500,844300,843800,857200,873900,877200,880700,889900,901600,910200
"Van Ness - Civic Center",167600,168600,168600,168300,169100,169200,168900,169400,170100,172400,176300,178800,178800,179800,181400,182800,183000,183100,183600,185400,187600,189800,190700,191200,193500,198400,202300,206000,210900,216700,220900,224600,228800,233000,235500,239500,243600,245700,247400,251700,256300,259800,263800,269700,276200,281800,290300,302300,313400,320200,327300,331500,331200,333800,339400,341600,340800,338300,335900,336200,336700,335600,332300,330100,332100,337400,340400,341400,342100,344400,348400,350700,349800,349700,352400,356200,358400,356700,355900,356400,357600,360600,363900,360800,356200,355200,358400,362400,368100,372400,373000,374500,380400,387000,391400,398500,408100,413900,414200,413200,412600,413500,417700,421700,423300,427700,434100,434400,434100,441000,453000,461300,469300,478500,486900,489300,492100,495900,498800,504900,510700,513400,512100,514300,520400,527500,529900,529000,524100,516000,506800,505100,508500,507500,507400,514300,513900,504100,500400,508100,516000,519800,522300,523700,525600,529500,527100,516800,508100,506000,504700,501000,493700,483100,474400,468300,460400,450100,442100,438000,435900,432400,427200,423500,424100,427800,430800,430500,431500,437200,440300,436100,428400,423400,422500,425700,429100,430300,428700,424700,419400,414700,412800,412600,413900,415500,415900,414300,413100,413100,414500,415900,418700,423200,430900,439400,448300,456400,463000,468200,474700,482800,489800,494700,501200,511500,522700,532400,541700,549100,556400,563000,570500,579800,590100,598100,606900,613200,617800,622500,627600,631900,633400,631100,629900,634100,644400,659000,671400
"South Beach",201800,200300,199800,201000,201400,201100,203100,206900,211400,218000,223700,229000,234300,237200,238900,243400,246600,248100,251200,256300,261700,266700,272400,278300,281900,283300,282700,281400,283700,290400,296400,299300,300900,298900,294500,291900,292000,293900,297800,304900,314400,326000,337600,350000,361900,376800,396300,413100,426700,442600,459200,460400,457500,457700,459500,456600,457500,452900,447600,454400,471600,479900,481000,486600,495000,501800,505700,504200,496400,490100,485600,475300,462800,463100,471100,474700,471300,466600,464900,467300,469000,474500,476000,472500,471200,474000,483200,502900,526100,536500,533000,531000,536300,538500,544200,555900,563500,561100,551500,541200,534400,530500,529900,531000,534300,541500,547600,550300,553200,554300,554200,557400,562800,573900,589000,607200,623900,635600,641700,648300,654000,661100,666200,663600,660300,658800,655100,648500,643100,643900,651300,662100,669100,672800,674000,677700,679100,676200,672500,670400,661600,654100,654400,654700,651000,649300,647300,639700,633000,632600,636000,634800,631200,623500,613900,605300,599600,595100,593900,592300,586800,580200,578100,580000,583000,582000,578100,572800,569600,566900,567500,570100,571800,573300,576200,578800,584100,589400,587300,582500,581700,582200,581800,582600,586200,590600,593500,594700,596200,601000,606600,612800,622100,632600,639700,648500,656900,661900,667300,675300,683700,692700,700300,705000,712600,723800,739100,756200,772000,782400,789800,796500,805300,815900,828300,838600,847700,859000,868900,872200,875500,882900,887700,889800,891200,894300,902600,919200,933800
"Lower Pacific Heights",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,600900,593100,573600,557200,536500,517200,500100,486200,481600,479000,473400,469900,474400,482700,492900,498400,503700,516300,533800,545100,546800,541600,537600,535100,538000,542600,549200,552300,555000,555900,556600,552800,551600,552900,549500,538200,528000,529900,536100,537900,536800,541900,546900,550600,549200,546200,542900,543800,546500,544600,540200,539000,538900,531200,522900,519000,516200,513600,510400,503100,495000,488700,482500,480200,476400,465800,456400,456400,456500,450000,442700,439300,437800,436200,432600,427900,428300,433700,433500,425100,421700,427700,437500,445900,450800,451900,454800,458700,461600,465300,471300,473500,471000,467400,466100,465100,460500,450700,440500,433200,430200,433000,442700,456200,468200,479000,489400,501400,513300,520700,527800,540400,555900,567400,577700,587800,596000,595100,596500,602200,606500,613200,631700,648300,653900,654700,658900,664900,671100,677200,678700,680400,689800,711100,732000
"Eureka Valley - Dolores Heights - Castro",237000,234000,232400,229800,228700,228500,227400,227900,233400,238200,242900,247200,248900,247600,251000,256600,260900,263300,267700,274000,282400,288600,289700,290300,297300,310200,324200,332100,332800,333600,337000,338700,340200,340700,339100,336300,339600,348600,356800,360800,368200,381900,392200,398100,404900,418700,434700,453600,467300,475500,477900,482200,488600,496100,504600,514900,522800,527400,530300,531700,526100,511200,502700,518900,536200,536000,531100,523700,508400,498500,498900,497500,504600,522900,544800,558200,571000,585400,597500,607500,617200,622200,624000,633400,639500,643500,649500,654100,654900,660700,669100,681700,703200,725900,748300,768300,785600,789100,769400,736800,712100,694600,680900,672200,667100,663100,665000,675100,682900,683700,686600,694800,704800,714100,725700,738900,741500,734100,721200,704100,688800,683300,681500,678000,672600,668700,665400,658200,656200,663600,668300,667300,669100,673600,678600,686100,692400,696400,696300,694500,691400,692700,700800,707400,708500,710700,712700,709700,705900,699500,690300,686200,685600,673900,654500,640600,632300,622600,615700,614200,614900,616900,620400,621800,622000,624200,627000,626200,625200,627800,630500,630000,626100,622600,622800,621200,613900,605200,595000,588200,582400,574900,569000,569400,568700,567400,569700,573900,577700,584800,595300,603800,609400,615900,626400,640300,658300,674500,685800,696200,708500,718500,728800,738700,750100,764200,779100,789300,797500,805900,811000,813500,820600,829700,835900,845800,863200,881700,894200,897200,897400,900900,905700,909900,917300,928100,945300,964100,978500
"Western Addition",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,390800,395000,397300,392800,388500,392300,396200,396300,389500,380700,376000,375100,375000,378900,384300,395100,406500,414900,423400,438700,449100,450900,449200,452000,454100,454300,449700,447900,457300,460500,449700,440300,441300,445300,449300,453200,460600,470600,477200,476400,471100,468200,464600,456600,453100,456600,462700,471600,484500,495800,503600,512000,517500,522800,533300,547100,552500,548900,545100,544200,542800,537200,530800,525500,523500,522200,523400,524900,526300,524500,523000,523800,526000,530000,536700,540100,542500,551300,560700,563700,562100,560300,553400,542400,532000,525000,520700,515600,504200,491200,485200,482800,483000,487900,493600,493000,490100,484500,475600,464500,453600,443400,437800,436000,433100,429200,425800,424600,424800,423800,425100,436000,449500,444300,421300,399200,386400,377700,372300,368600,364200,361200,361200,360800,360900,371500,388600,401900,406200,405800,402700,401900,402800,407000,412300,415900,420200,424900,427100,430300,438200,449300,461700,475300,484600,489800,493200,502900,518000,533700,551600,573500,590700,597000,602200,611300,622300,630800,640100,645500,644000,644300,649400,651700,654800,668900,689100,702400,708900,718100,729200
"Potrero Hill",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,249200,244800,240800,243100,247900,251300,256700,258800,256500,255500,257700,260900,270600,279700,285900,290500,295600,292600,285800,279700,278100,279400,284400,295900,306500,314200,322900,334000,338900,348800,360700,369000,376400,391300,407400,411400,409800,418400,432500,437500,439000,436600,435800,437400,437200,434400,433400,432900,433800,430800,426400,425200,425800,424500,425800,428500,431500,437300,447400,457700,463700,466600,466500,464100,463300,465300,465300,465100,466100,468800,470600,474400,481500,489800,494600,500700,508800,517100,524100,531500,537500,534300,522900,509300,499400,493600,493600,496900,501000,510900,522800,529700,533000,535600,537100,541900,549900,557000,560200,558500,560200,568600,578800,584500,581200,578200,579000,581300,577600,573800,572800,576600,578100,572700,564300,563800,571000,578100,582100,585500,589800,597100,603300,603800,600400,599900,601600,601400,598300,594700,588900,579900,568600,556400,549900,550100,545600,535100,526500,518900,509100,499400,491300,488900,492700,496200,491700,483400,481800,481600,473700,464800,466600,475500,482900,482100,480600,484000,489200,490200,490900,489300,484000,478300,476200,472000,471000,477400,481000,474200,467700,464900,463900,468000,476900,483300,486500,492800,503900,515500,525600,534700,546800,561200,571700,579100,590300,603500,613400,621900,629300,634900,636700,638200,639600,643800,650800,661400,671800,681500,687600,696600,710900,723200,734300,749100,757500,759800,763900,765900,768500,780700,794600
"North Panhandle",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,268300,258600,252900,260500,264000,259800,264300,273800,277100,275900,282300,296100,309600,313500,317100,323900,326500,321400,314100,307800,306400,308700,311000,318100,332600,354900,376100,385600,389400,400800,415200,428300,437400,449700,464400,468400,460100,454600,456200,457100,460600,461200,461000,460600,475600,492100,496100,496100,508300,515200,515200,516900,525600,528800,505600,464000,432600,417800,413500,415100,420300,424300,424700,425900,426500,427700,433300,443300,447800,457900,477100,486200,474000,465700,469900,475400,477200,477900,480400,491300,503200,498900,480100,467600,466700,470600,474500,479600,485300,493500,505800,518000,527900,536700,544600,551000,556800,561600,564700,564200,561400,560800,563300,565300,562200,555800,552800,553700,555000,555600,557600,558400,558700,558100,558700,562100,568600,574400,580000,585400,588900,589600,583700,574700,567300,561000,554300,548500,542600,535700,532000,529300,524600,516800,505400,494800,489800,489400,488700,486600,482800,479800,474000,471200,476000,482800,489100,499100,507900,512900,515700,515800,512100,506400,501700,498100,491100,482600,478200,479800,483900,486300,485100,481600,478000,475500,475300,476300,475800,474600,474500,471900,467200,464400,465600,467400,471300,477700,484300,487700,493600,504500,518100,529000,538100,545700,553400,563600,577500,593500,604700,609500,615800,621300,622300,619700,617600,620100,624600,630200,640400,655400,665300,670700,678500,690700,696600,698400,701600,703600,706000,714900,725500
"Cow Hollow",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,288900,291600,292000,294300,299500,303300,307700,315300,322600,327500,333000,338100,341800,342900,342800,346900,353200,350400,344700,346600,356000,369500,383900,391400,394300,401300,410600,422000,438200,451100,456100,461000,472200,486800,500600,514900,527800,533500,535000,537800,538500,534500,536800,550000,564600,566200,562400,562200,570400,575900,571000,562100,560700,570300,579700,577700,564300,554300,557400,561800,553500,554200,571400,577200,564200,553100,550200,551900,557400,560500,555800,556900,571400,587400,598900,616500,638400,659800,675700,684800,680800,673000,675600,681600,680200,678600,684000,688200,693500,700400,708500,715100,724900,733600,736700,740100,744000,741800,734500,728800,726500,727700,725500,721400,726200,734800,738900,732400,728100,726300,722800,715200,710800,706700,707300,715900,725200,732400,738000,743400,742200,740500,736300,735800,737000,737200,732000,725800,715400,707800,704500,701000,700600,706100,712800,715200,705600,687100,675300,669500,666000,662200,654700,647000,644500,641600,641200,643100,646600,652300,656500,657100,658500,662500,666800,669300,667100,661600,657400,654600,652800,652500,648400,636100,627900,628800,626400,619600,618500,614600,609400,611700,617100,617500,621600,619800,613800,611300,620300,632300,643400,655400,670200,683600,694100,702700,704800,716200,734500,748100,757100,771400,783900,795800,803100,806200,817100,829700,837300,845700,857200,861500,862700,866300,868100,862700,849800,840000,838800,848100,863200,887800,911300
"Telegraph Hill",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,526400,540400,553700,556700,552900,554400,557800,559600,559800,559300,556500,554700,551700,552700,558900,567400,576200,587700,601400,619000,633900,640900,638000,638300,641500,642000,638100,638800,643000,646000,644800,639000,631700,629900,635400,641800,644700,645500,647600,650200,651300,650300,651300,661300,675000,682600,688200,702300,718600,731400,734900,730200,723500,719800,713400,695200,667800,647000,641300,632400,615700,604300,606100,607600,599100,585000,575800,577300,590800,605500,612100,613700,617300,618300,619200,621800,627400,635200,648200,657800,660700,656900,646400,631800,620200,615500,618100,621400,622300,619100,611900,605700,603300,598100,586400,580900,585200,588100,580200,575600,578100,584800,586400,581900,575600,582800,601900,623700,640600,650500,654900,658000,666500,678300,686900,690600,700000,713700,728800,735800,740300,757300,778000,788800,800400,816300,827200,837100,847300,856500,864000,869000,872000,871000,869100,873000,879800,885600,897500,915200,929600
"Ingleside Heights",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,232800,218900,214800,220000,225800,231000,239100,242700,239500,236200,238000,243000,253200,261300,269000,278200,287300,288500,287000,282200,277700,277800,282700,283900,283200,289000,301900,312400,314000,314000,315600,319600,326100,340300,347100,348500,356900,372000,376400,374800,372400,367300,367600,372800,376600,380400,389500,402800,412600,411000,406100,406600,409600,414300,411400,404200,405000,409400,412000,416300,423900,426100,422700,416700,414400,410000,405100,405200,396600,370700,346400,334800,328000,327100,330500,335200,341200,349600,356300,356800,358200,366100,374500,378800,382600,386800,391500,395700,399700,405800,411600,415300,420600,428600,435200,436600,433700,432200,428200,421500,412300,404500,402600,413500,426400,435000,437600,436000,432100,428700,426200,424000,425000,428000,430600,430300,430800,433200,436800,439800,442700,444600,445000,442600,439300,436900,432400,425300,413600,398500,385200,375400,367800,363300,361800,361600,359500,352000,343200,334200,325200,317100,309800,304700,300300,295300,291600,289900,289100,289600,289900,287600,283500,279000,275300,272000,269900,268800,267700,266900,266500,265200,261400,255800,253600,255200,258000,259800,258400,251700,244000,237900,233200,229800,227900,225800,225300,226900,230700,234200,238100,242600,248200,253100,256500,261400,270200,283800,297600,310600,322100,331600,340800,354000,367200,375600,381500,388600,398200,406700,412700,416500,419900,425200,432200,437100,439100,442900,449300,454600,456600,458800,461000
"Yerba Buena",193400,196000,195700,195500,197300,199100,201300,203700,206800,212000,216600,217500,216700,219300,223700,227100,229500,233100,237700,241400,244600,249300,254500,257800,257600,256000,255900,256700,257000,255900,254700,253800,254100,254100,255000,255900,261300,268400,274300,281500,291500,300100,309000,321600,335600,349300,362700,376700,388200,400000,412600,419900,426100,435200,442400,445500,445900,443400,447200,457600,465500,466800,463300,460200,458300,456800,449900,434600,418400,410300,404000,394700,387200,388000,395500,402300,404300,404100,405600,410100,414600,417900,420300,424900,428900,428700,427700,432900,441700,448000,451800,459100,469600,479000,486000,489000,490800,492400,492200,488700,489500,497500,510200,521900,532000,543200,552000,557000,559100,564300,571300,579900,584200,586300,588300,591600,592100,588400,585300,586200,593300,601500,604700,601000,597500,595800,596600,595200,593800,595400,598000,602200,609900,617500,625300,630600,628200,622800,619700,616500,613400,609500,603600,595000,582800,572900,566300,563500,562900,560000,553200,550900,549300,543000,536500,534100,531600,524100,516500,512800,509600,505100,504000,506200,509300,513300,517200,522600,526600,524400,516900,509500,504900,504300,501900,497500,496100,495400,492900,486600,479500,475500,476200,477600,482100,486700,489600,490400,490600,495300,504900,513100,519900,527700,538000,552500,564800,572200,581000,591000,598200,605600,615400,624100,630500,642400,659100,671600,681900,695100,705600,714600,726300,739400,748500,756500,770200,784600,790900,792200,796400,801100,801100,796000,792900,792100,791700,798300,808200
"Buena Vista Park",177900,182800,186300,188600,190900,193900,196700,198400,200500,204700,209300,212700,214900,214700,213100,213600,216500,218700,219700,221200,222700,225300,229000,231300,233100,236600,242300,248900,254600,257400,261700,267500,271400,274900,279300,282100,283700,285500,288200,294000,303000,314400,321300,324000,326200,331200,337000,344900,350600,356400,366000,378300,387300,394400,400700,407200,414400,419900,423500,427500,430500,428900,426600,423400,418700,413700,406800,399800,402500,413400,421000,421600,420900,419500,420500,426000,434300,438800,440100,439900,439000,439300,438600,441300,447200,464100,481100,486900,485300,488300,500900,521400,528200,516400,513200,516000,516800,512500,502300,486100,475000,469000,466100,467800,475700,485600,492600,500500,510800,517600,522900,532100,541200,548000,555300,561200,567200,571400,570800,568300,570300,574300,576700,578700,581700,583700,581700,576000,570800,571200,575100,580000,585500,593400,603100,612700,619200,623500,625400,622400,615500,609300,603900,601700,598900,591600,580500,569700,559600,554300,550600,546500,540300,531500,522500,510400,495500,480800,471700,471200,474500,473400,471000,471400,472600,476900,480300,479800,475700,472400,472200,473100,476900,485300,492100,488100,483400,486300,492800,496400,503600,515900,523300,520900,514100,503000,491500,486700,488700,490000,490100,491600,495700,500800,509200,518400,526600,535900,547700,559900,570300,579200,588700,596300,598000,593400,591400,594400,597100,600600,615200,636700,655800,667300,671200,670900,674600,686400,697200,705000,711300,709800,700100,695200,694300,695500,702200,718800,735500
"Central Waterfront - Dogpatch",230500,230800,225400,222400,225600,229800,231700,233900,241400,252400,261100,266500,271500,276300,281700,288400,289700,286000,284200,285500,286100,288500,294900,304600,313300,317700,320500,322000,326800,336900,347400,353300,359100,364300,364500,360500,355300,352900,352600,354600,356600,362000,374800,391600,406500,419400,431400,438300,445100,456500,468200,474800,479500,486300,491100,489500,485400,480800,479000,485100,493100,496800,507600,523300,531800,534800,540000,540600,535900,528200,517700,500000,488500,492000,502800,508700,514400,512200,502700,496600,490900,488900,490700,493500,494300,498000,503400,513200,521300,525700,527400,532600,544800,558700,570000,581000,589800,590200,576000,558700,549400,544600,541900,544100,549100,556700,571500,589600,601500,606000,608700,613100,616700,625900,641000,654100,663500,671800,674200,673700,675300,679700,686400,689200,686100,682600,677500,671100,666200,662500,662500,664600,666800,669200,670900,672100,676500,680500,678000,668600,658400,651500,643300,631200,624200,623000,621800,619900,620700,619900,620100,623100,618600,604600,591700,583900,574800,563800,553200,545300,539900,536900,536600,537500,540600,545900,550100,554200,557100,554200,547900,543600,539600,537300,534700,532600,534900,537200,529700,518000,512000,516200,529000,545400,558600,565000,569000,573800,577600,579600,586000,593800,601300,608300,616500,622500,627600,635400,647400,659300,670000,679600,691500,698000,699700,706700,718500,723800,728600,734300,740700,744900,748200,751700,760700,775900,795800,806700,810200,812800,815600,820000,824100,829500,838000,855300,875700,900300,920800
