"","2010-02-01","2010-03-01","2010-04-01","2010-05-01","2010-06-01","2010-07-01","2010-08-01","2010-09-01","2010-10-01","2010-11-01","2010-12-01","2011-01-01","2011-02-01","2011-03-01","2011-04-01","2011-05-01","2011-06-01","2011-07-01","2011-08-01","2011-09-01","2011-10-01","2011-11-01","2011-12-01","2012-01-01","2012-02-01","2012-03-01","2012-04-01","2012-05-01","2012-06-01","2012-07-01","2012-08-01","2012-09-01","2012-10-01","2012-11-01","2012-12-01","2013-01-01","2013-02-01","2013-03-01","2013-04-01","2013-05-01","2013-06-01","2013-07-01","2013-08-01","2013-09-01","2013-10-01","2013-11-01","2013-12-01","2014-01-01","2014-02-01","2014-03-01","2014-04-01","2014-05-01","2014-06-01","2014-07-01","2014-08-01","2014-09-01","2014-10-01","2014-11-01","2014-12-01","2015-01-01","2015-02-01","2015-03-01","2015-04-01"
"Hayes Valley",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.15262912982783,2.28544600938967,NA,2.77777777777778,3.15262912982783,3.11111111111111,1.55555555555555,NA,2.62894736842105,2.62894736842105,3.33333333333333,3.31666666666667,2.03125,2.63374485596708,3.39130434782609,3.39130434782609,NA,NA,NA,2.2459078797107,4.1131498470948,3.94990366088632,4.16666666666667,4.63636363636364,4.375,4.40498442367601,4.21860019175455,4.14285714285714,4.78571428571428,4.375,4.16666666666667,5.80495356037152,5.80745341614907,5.72635135135135,5.44545454545455,5.32666666666667
"Marina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.77936962750716,NA,2.8125,NA,3.19333333333333,NA,NA,3.4965034965035,2.90076335877863,NA,3.31666666666667,1.88187608569774,2.9,2.96875,3.28571428571429,3.2258064516129,NA,3.33125,3.33125,2.10526315789474,2.22884615384615,3.26363636363636,3.05555555555555,3.70762711864407,3.48404255319149,2.98850574712644,3.57368421052632,3.66333333333333,3.8,3.88,3.54166666666667,3.85087719298246,3.75,3.94736842105263,4.02631578947368,3.86666666666667,3.87365911799762,4.28571428571428,3.92857142857143,3.375,3.375,4,4.20526315789474,4.7280701754386,4.70909090909091,4.69565217391304,4.53636363636364,4,4.3890243902439,4.59
"Van Ness - Civic Center",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.89878048780488,2.82608695652174,2.55474452554745,2.64817150063052,3.12145289443814,2.88888888888889,2.74602026049204,NA,NA,3.23834196891192,3.27272727272727,3.03030303030303,2.51141552511415,2.71055179090029,3.33333333333333,3.02863436123348,3.46113445378151,3.625,3.76569037656904,4.05777166437414,3.93120393120393,3.93120393120393,3.97877984084881,4.004914004914,4.02684563758389,3.9367396593674,3.9367396593674,4.00126742712294,3.9367396593674,4.19747899159664,4.19747899159664,4.19982316534041,4.77239353891336,4.33333333333333,4.33948863636364,4.40577716643741,4.38216560509554,4.36363636363636,4.36151079136691,4.44444444444444,4.47727272727273,4.55172413793103,4.65616045845272,4.55172413793103,4.58762886597938,4.6448087431694,4.26666666666667,4.35064935064935,4.72727272727273,4.71036585365854,4.7568710359408,4.66111111111111,4.7538048343778
"South Beach",NA,3.18057455540356,3.18057455540356,3.00945829750645,3.00945829750645,3.04347826086956,2.96610169491525,2.85198555956679,2.96610169491525,3.04347826086956,3.17330210772834,3.13519813519813,3.46666666666667,3.50740452065472,3.50740452065472,3.43773873185638,3.50740452065472,3.38235294117647,3.53333333333333,3.9039039039039,3.91666666666667,3.52337110481586,3.41038812785388,3.43682906688687,3.9983844911147,3.18084227910817,3.248670998228,3.63869463869464,3.64519906323185,3.62529274004684,3.40609555189456,3.47579425113464,3.56521739130435,3.73212121212121,3.75523012552301,3.86601307189542,3.90666666666667,4.15456674473068,4.15456674473068,4.30445544554455,4.26136363636364,4.72121212121212,4.41084558823529,4.12719891745602,4.40783190066858,4.30555555555556,4.08852213053263,4.30769230769231,4.20168067226891,4.22138836772983,4.41428571428571,4.32187201528176,4.19580419580419,4.35294117647059,4.50416351249054,5.14089870525514,4.86014851485148,4.6875,4.92957746478873,4.97159090909091,4.84962406015037,4.66666666666667,4.81311881188119
"Lower Pacific Heights",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.53275109170306,2.49166666666667,NA,NA,NA,NA,3.89444444444444,4.03555555555555,4.24867724867725,3.7328,3.856,3.8784,3.95351351351351,4.2544,4.2208,3.97837837837838,4.195,4.4496,4.29157894736842,4.216,4.0384,3.84108108108108,3.48976982097187,4.2144,4.30851063829787,4.37062937062937,3.99285714285714,4.06338694418165,3.57010213556174,3.77604166666667,3.14705882352941,3.3,3.375,3.495,3.61904761904762,3.97297297297297,4.45384615384615,3.495,4.49025487256372,4.59666666666667,4.57142857142857,4.6,4.55555555555556,4.375,4.28954423592493,4.27891891891892,4.67687074829932,4.57916666666667
"Eureka Valley - Dolores Heights - Castro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.26785714285714,NA,NA,NA,NA,NA,3.12753858651503,2.71281571562208,2.67857142857143,3.1968031968032,1.06761565836299,3.38418079096045,NA,NA,3.33333333333333,3.66551724137931,3.42592592592593,3.36125429553265,3.75553097345133,3.2860824742268,2.73658192090395,2.73658192090395,3.71875,3.75,2.40625,1.67924528301887,2.72331154684096,3.75170532060027,3.57142857142857,3.50130890052356,3.87658227848101,3.995,3.34033613445378,3.98009950248756,3.75,3.64826941066417,4.275,3.04630381803412,4.04669260700389,4.275,4.275,4.32851985559567,4.5
"Western Addition",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.9221435793731,2.9221435793731,2.9221435793731,2.93617021276596,2.77777777777778,3.29545454545454,2.97537619699042,NA,NA,NA,3.24742268041237,3.26481257557437,3.39130434782609,3.54519774011299,3.5,3.41738197424893,3.17021276595745,2.74193548387097,2.5,NA,3.02127659574468,3.12359550561798,NA,NA,3.28614762386249,3.8921568627451,3.77654196157735,NA,NA,4.00512820512821,4.13725490196078,4.13333333333333,3.72395833333333,NA,NA,NA,NA,NA,NA,NA,NA,4.30735930735931,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Stonestown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.08333333333333,2.08333333333333,2.08333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.88272727272727,2.90053050397878,3.02122015915119,NA,NA,3.19712230215827,2.68489208633093,2.54936708860759,NA,2.70291777188329,2.756,2.70291777188329,2.702,2.702,2.87063492063492,2.8395225464191,3.03109452736318,3.03109452736318,3.15673575129534,2.95054945054945,2.95054945054945,3.00854700854701,3.03183791606368,NA,3.1517094017094,3.10751295336788,3.31668009669621,2.87065217391304,NA,3.25978260869565,3.25978260869565,3.20384615384615,3.27564102564103,3.36787564766839
"Potrero Hill",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5283347863993,NA,NA,NA,NA,NA,NA,NA,NA,3.55,NA,3.17241379310345,NA,2.47422680412371,3.46341463414634,3.46341463414634,2.5386012715713,NA,3.09734513274336,3.69850187265918,3.995,3.79746835443038,3.24395770392749,3.34905660377358,3.67335562987737,4.22885572139303,3.39130434782609,3.8147792706334,3.63051470588235,3.07112068965517,2.96336206896552,2.99273387829246,3.2,3.36538461538461,3.65311308767471,4.11861614497529,3.30996884735202,3.61111111111111,3.84230769230769,3.84230769230769,4.04545454545454,4.09270216962525,4.00350525788683,4.16,3.98100803506209,4.44444444444444,4.58333333333333
"North Panhandle",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.53846153846154,NA,NA,NA,NA,NA,NA,NA,NA,2.70588235294118,NA,NA,NA,NA,NA,2.70588235294118,NA,NA,NA,2.78571428571429,2.48138957816377,NA,NA,2.58333333333333,3,NA,NA,2.63157894736842,2.63157894736842,1.24203821656051,3.33333333333333,2.51851851851852,NA,NA,3.1,3.29411764705882,3.34919472913616,NA,3.69127516778523,NA,NA,2.82352941176471,2.86666666666667,NA,3.16261879619852,3.82916666666667,NA,3.4375,NA,NA,4.49712643678161,4.5
"Haight-Ashbury",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.16863587540279,NA,NA,2.60281103591879,2.60281103591879,3.21428571428571,2.81818181818182,2.27272727272727,1,1.06060606060606,NA,NA,NA,NA,NA,3.53333333333333,3.53333333333333,3.33166666666667,2.62631578947368,NA,3.06923076923077,NA,3.5414480587618,3.57142857142857,NA,3.82498624105669,4.1,3.52549889135255,3.99,3.99,4.31818181818182,4.33333333333333,4.36363636363636,4.12666666666667,4.12666666666667,4.46153846153846,4.36363636363636,3.88059701492537
"Mission Terrace",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.15384615384615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cow Hollow",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.36220472440945,NA,NA,3.4965034965035,3.86451612903226,3.24675324675325,3.68157894736842,3.92592592592593,4.33333333333333,4.39759036144578,4.38988095238095,4.28571428571428,4.09090909090909,3.125,3.92592592592593,3.80388841927303,3.47343841214244,3.3085501858736,4.14285714285714,4.6875,4.16666666666667,2.8,2.8,3.42857142857143,3.26984126984127,NA,3.9375,3.55405910961466,5.71687840290381,NA,3.91304347826087,5
"Glen Park",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.14814814814815,1.75284837861525,NA,NA,0.810372771474878,NA,NA,NA,NA,NA,NA,NA,NA,3.24137931034483,3.19506726457399,NA,NA,NA,NA,NA,3.50526315789474,3.42857142857143,2.69230769230769,3.27272727272727,NA,3.66666666666667
"Telegraph Hill",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.57142857142857,4.17130919220056,4.17130919220056,4.07216494845361,4.07216494845361,4.07216494845361,4.54545454545454,3.74875,4.16666666666667,4.16666666666667,3.71428571428571,3.71428571428571,4.21592279855247,4.21592279855247,4.38888888888889,4.44444444444444,4.60475825019186,4.06441717791411,4.05555555555556,3.63169479090242,4,3.61363636363636,4,3.78571428571429,3.81818181818182,3.78571428571429,4.40289505428227,NA,NA,3.86652542372881,4.66666666666667,NA,5.17253278122843,4.2174320524836,4.48585231193927,5.22727272727273,4.6
"Lake",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.60727272727273,4.37727272727273,4.17142857142857,4.02727272727273,4.08461538461538,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.16129032258065,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.77777777777778,NA,NA,NA,NA,NA,NA,NA,3.69565217391304
"North Beach",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.44360902255639,NA,2.90909090909091,2.44360902255639,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5379746835443,3.50877192982456,NA,4,3.89426957223567,3.83959044368601,3.95584176632935,3.96323529411765,NA,3.17727272727273,3.02197802197802,3.31460674157303,NA,NA,4.72727272727273,3.6563071297989,NA,4.38095238095238,4.83870967741935,4.72727272727273,NA,NA,NA,NA,NA,4.52173913043478,4.2894280762565
