"","1996-04-01","1996-05-01","1996-06-01","1996-07-01","1996-08-01","1996-09-01","1996-10-01","1996-11-01","1996-12-01","1997-01-01","1997-02-01","1997-03-01","1997-04-01","1997-05-01","1997-06-01","1997-07-01","1997-08-01","1997-09-01","1997-10-01","1997-11-01","1997-12-01","1998-01-01","1998-02-01","1998-03-01","1998-04-01","1998-05-01","1998-06-01","1998-07-01","1998-08-01","1998-09-01","1998-10-01","1998-11-01","1998-12-01","1999-01-01","1999-02-01","1999-03-01","1999-04-01","1999-05-01","1999-06-01","1999-07-01","1999-08-01","1999-09-01","1999-10-01","1999-11-01","1999-12-01","2000-01-01","2000-02-01","2000-03-01","2000-04-01","2000-05-01","2000-06-01","2000-07-01","2000-08-01","2000-09-01","2000-10-01","2000-11-01","2000-12-01","2001-01-01","2001-02-01","2001-03-01","2001-04-01","2001-05-01","2001-06-01","2001-07-01","2001-08-01","2001-09-01","2001-10-01","2001-11-01","2001-12-01","2002-01-01","2002-02-01","2002-03-01","2002-04-01","2002-05-01","2002-06-01","2002-07-01","2002-08-01","2002-09-01","2002-10-01","2002-11-01","2002-12-01","2003-01-01","2003-02-01","2003-03-01","2003-04-01","2003-05-01","2003-06-01","2003-07-01","2003-08-01","2003-09-01","2003-10-01","2003-11-01","2003-12-01","2004-01-01","2004-02-01","2004-03-01","2004-04-01","2004-05-01","2004-06-01","2004-07-01","2004-08-01","2004-09-01","2004-10-01","2004-11-01","2004-12-01","2005-01-01","2005-02-01","2005-03-01","2005-04-01","2005-05-01","2005-06-01","2005-07-01","2005-08-01","2005-09-01","2005-10-01","2005-11-01","2005-12-01","2006-01-01","2006-02-01","2006-03-01","2006-04-01","2006-05-01","2006-06-01","2006-07-01","2006-08-01","2006-09-01","2006-10-01","2006-11-01","2006-12-01","2007-01-01","2007-02-01","2007-03-01","2007-04-01","2007-05-01","2007-06-01","2007-07-01","2007-08-01","2007-09-01","2007-10-01","2007-11-01","2007-12-01","2008-01-01","2008-02-01","2008-03-01","2008-04-01","2008-05-01","2008-06-01","2008-07-01","2008-08-01","2008-09-01","2008-10-01","2008-11-01","2008-12-01","2009-01-01","2009-02-01","2009-03-01","2009-04-01","2009-05-01","2009-06-01","2009-07-01","2009-08-01","2009-09-01","2009-10-01","2009-11-01","2009-12-01","2010-01-01","2010-02-01","2010-03-01","2010-04-01","2010-05-01","2010-06-01","2010-07-01","2010-08-01","2010-09-01","2010-10-01","2010-11-01","2010-12-01","2011-01-01","2011-02-01","2011-03-01","2011-04-01","2011-05-01","2011-06-01","2011-07-01","2011-08-01","2011-09-01","2011-10-01","2011-11-01","2011-12-01","2012-01-01","2012-02-01","2012-03-01","2012-04-01","2012-05-01","2012-06-01","2012-07-01","2012-08-01","2012-09-01","2012-10-01","2012-11-01","2012-12-01","2013-01-01","2013-02-01","2013-03-01","2013-04-01","2013-05-01","2013-06-01","2013-07-01","2013-08-01","2013-09-01","2013-10-01","2013-11-01","2013-12-01","2014-01-01","2014-02-01","2014-03-01","2014-04-01","2014-05-01","2014-06-01","2014-07-01","2014-08-01","2014-09-01","2014-10-01","2014-11-01","2014-12-01","2015-01-01","2015-02-01","2015-03-01","2015-04-01"
"Outer Parkside",259600,261800,263400,264400,265900,266800,266700,267400,269200,271300,273100,275600,278600,282100,285500,288600,291000,294400,298900,303000,305900,308300,309700,310800,312400,314400,316200,318500,321100,322800,322900,322600,322600,324000,327200,330500,332700,335600,339200,343400,348000,355400,366100,379000,390100,400200,409200,418100,426400,434600,444600,456900,466800,471600,472600,471300,472300,475100,476100,473800,472100,471700,473500,473500,473200,474400,475000,473100,471300,469700,470700,475200,481600,488300,495000,501700,508200,511600,514100,519800,525400,527900,530600,534800,538100,541200,545600,552100,562000,572900,584000,596300,611300,627100,642800,658700,673300,682300,684900,685700,687000,691100,699000,707300,713300,721700,733800,745700,752500,756800,760600,763900,765700,769800,773000,774900,777500,780100,777200,772300,773300,777600,779200,777200,775200,772800,771400,769900,770200,774000,778400,781900,786800,791800,796600,804500,809600,808800,803800,796400,785600,774700,765800,758500,748500,737400,727300,717500,709200,705300,705300,706900,705500,700900,697700,694200,690200,689500,692100,695900,699500,699500,697700,699100,704400,710000,714200,715500,714600,714000,713800,711100,709100,710000,710600,709200,707100,703300,696700,690400,686600,684500,682800,682600,683300,684400,685200,685800,686500,686600,684700,682500,684200,689900,696200,703300,712000,721500,729300,735600,742000,750600,762200,774100,786400,799600,814500,827700,839500,850800,863600,876100,884700,892100,903000,912500,919700,926500,933400,935400,934700,932000,931300,932200,937100,942700,949900,966200,985400
"Russian Hill",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,466900,475200,475800,479100,486100,495600,507000,514700,517300,523200,536700,555400,569300,574900,577300,580000,583600,587400,588700,589700,595200,600400,604400,612500,630300,647700,660600,675000,684900,692800,706500,730700,750400,767500,788100,818000,837500,858100,884700,913000,940100,975000,1003500,1003200,989200,978300,960900,933200,919500,922100,932400,945400,948900,938500,927600,938500,976500,1027700,1061800,1079100,1079000,1056300,1017400,974800,939900,925900,926900,938000,947400,953100,958600,958500,958100,962900,968700,965300,967900,959200,942900,926000,912800,894100,887900,894900,903300,909700,915400,933400,966600,1007800,1042600,1067700,1090300,1107900,1119800,1129900,1141200,1152900,1169500,1184500,1196000,1204900,1212600,1217200,1214500,1208000,1206000,1202700,1197200,1193100,1192400,1190000,1182900,1172600,1158400,1144900,1143500,1158900,1175600,1191000,1211900,1239200,1270800,1287200,1276400,1263900,1271200,1285700,1286200,1271500,1254500,1256300,1270600,1276400,1264400,1264700,1277100,1285000,1283600,1274700,1256400,1243300,1230800,1210000,1181400,1152900,1129500,1112200,1100000,1094800,1092000,1094700,1108500,1124100,1136500,1147000,1154700,1156800,1152500,1144100,1142600,1142700,1134800,1118900,1103100,1090900,1082300,1072900,1063100,1056200,1056700,1064200,1068400,1068400,1069000,1069200,1070200,1080000,1092200,1095600,1091800,1082900,1085400,1108400,1146500,1182300,1219900,1252300,1271700,1275500,1274400,1275800,1287700,1305800,1323200,1331400,1328500,1328100,1332600,1337800,1348500,1363100,1381900,1406900,1425700,1443100,1471500,1494700,1499700,1490600,1483800,1490300,1501800,1508400,1517300,1536300,1566100,1610000,1651800
"Hayes Valley",295200,296900,298900,299200,298600,296500,295200,297300,299800,302900,306200,308800,309700,311100,314100,317600,318200,318600,320400,322400,325100,331000,335500,337800,341500,347100,351000,353900,357500,362200,367600,374900,384000,393900,400200,401900,403600,408300,415300,425400,437400,453100,470200,481700,492300,509600,531600,556300,586500,613400,629900,641100,655900,670600,683600,694300,701600,703100,709400,715600,702400,682100,673100,669300,663800,656200,641100,625800,620900,623200,623800,619800,620900,627200,637100,648800,663100,673000,677500,681500,683000,680800,678500,679300,685200,697300,708900,714200,713700,713300,725000,742300,753300,758200,760900,762600,764700,769900,774300,781700,787800,796000,802900,808500,815000,829000,845500,864400,877800,878600,873700,873000,873700,873600,873400,871900,868000,860800,853300,845200,841700,845300,848600,846500,847700,849100,847200,843700,841900,844800,851700,864000,875700,882000,883300,886900,887900,889400,890000,890700,891600,896500,901100,900100,902100,909100,911500,906400,901300,897300,895700,896300,892500,875700,854800,835300,812600,790500,777800,774300,777500,781300,784000,787800,792400,797700,802400,802700,799500,798100,798300,796800,794200,794500,797900,800500,802600,803700,803100,804900,810900,814300,812900,807200,800900,795400,792400,791800,795000,801600,810400,820800,835100,854000,872600,890700,909300,928600,946800,963100,975700,986300,993600,994500,994300,999900,1012900,1033700,1053900,1066100,1076700,1087400,1103000,1122300,1144300,1168800,1193200,1209700,1230100,1245900,1249500,1249500,1248800,1249000,1263000,1281900,1296900,1316000,1336500
"Marina",502500,504400,503800,509100,521100,531700,535800,538000,541200,548700,561600,570500,573000,576200,588100,601200,612300,618400,622400,625500,632300,642900,653300,665000,678300,692500,699200,706200,714800,721500,724800,732500,741800,756200,772300,782900,792700,809100,825900,842300,862500,895500,936000,968300,987200,1007000,1022300,1032300,1048400,1072000,1089900,1112300,1139600,1151900,1150200,1154900,1165300,1165200,1169200,1188300,1204700,1204200,1206800,1212100,1210700,1212100,1233900,1268600,1313200,1361400,1386600,1376300,1359500,1361100,1375700,1389200,1400500,1425700,1456700,1480100,1485900,1481600,1471400,1461500,1451500,1445700,1438900,1422700,1400400,1372100,1341100,1313100,1300600,1306400,1329400,1366000,1409000,1440400,1459200,1473600,1482900,1488000,1491200,1491200,1494100,1503100,1523000,1551200,1572300,1582800,1590100,1599000,1609500,1624900,1643500,1647600,1633500,1620100,1614400,1602300,1598500,1606500,1611400,1610700,1620800,1629800,1622700,1627700,1654600,1679000,1688100,1701200,1716600,1726100,1740400,1770400,1795900,1805400,1806700,1791600,1763700,1746600,1735200,1715600,1696400,1688600,1678200,1651900,1628900,1624100,1633100,1652000,1649400,1606100,1556400,1524700,1490700,1453600,1422800,1401800,1382800,1370400,1372800,1388800,1409100,1427800,1439700,1437000,1418500,1399400,1393100,1389100,1379100,1365000,1346100,1324100,1313900,1314000,1313100,1311100,1311600,1310900,1310300,1318800,1331700,1336500,1330700,1329200,1340800,1358200,1375600,1392700,1419700,1455800,1496400,1535100,1580200,1626700,1668100,1698000,1719200,1738800,1761500,1787200,1807400,1824500,1838300,1850300,1851300,1852300,1851700,1846300,1838700,1847600,1883400,1941700,2009500,2067500,2108600,2134600,2154000,2164000,2193500,2235300,2271100,2305900,2326500,2332700,2347200
"Van Ness - Civic Center",287300,279700,275800,273200,271000,270500,272100,275800,280600,283000,286000,290500,295900,301000,305400,310600,317200,322800,326500,330800,334000,336800,343700,356700,369200,375800,381000,387600,396400,406300,412700,415400,419000,420500,413000,402800,399900,404200,409200,415500,423900,434000,448000,463000,478300,495500,511400,530100,559700,589400,607300,618100,625800,632900,641100,648300,648600,639000,628700,621900,615600,606000,594500,585100,585100,581000,559900,537700,531900,540400,556600,569800,575100,574900,577200,585300,592200,595800,600300,601100,597400,593600,586000,577100,568800,569000,585000,600800,603700,605700,617500,633600,643600,647200,656700,670500,680200,689500,699100,698700,693000,695300,704200,713800,727900,745500,759500,771600,781500,786000,785700,791000,802800,810700,813900,819500,828200,835900,835300,826900,826600,830500,823400,812500,808000,802900,797400,792800,785500,780400,784000,791200,795300,796700,796200,797000,800000,804700,806100,803300,798100,792000,786600,784200,783700,782700,778600,773000,768500,766900,766500,769000,763900,746000,724500,711600,702700,693900,692900,694600,691000,684500,684500,687100,691300,700500,710400,711100,707500,707700,708300,707400,706500,704100,700100,696400,696800,700000,703100,703300,700000,696500,696900,698900,700200,702200,702900,703900,707300,711000,712400,714300,721600,731400,738200,746600,757000,766700,774800,780300,783600,791200,801600,813800,828500,844500,862800,883000,905800,926100,938900,944500,953800,963600,969700,975700,986400,994600,997600,995700,996900,1004100,1013600,1021300,1027400,1036500,1054400,1078200,1098000
"South Beach",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,320700,320000,321200,324600,326700,325800,323700,324500,327000,329700,335700,346600,357200,366000,368000,370400,379700,389300,392800,394700,397700,402800,409100,414600,419700,424200,429800,438700,451800,468200,486300,501600,519300,540300,561000,572800,580800,588700,602400,617900,632300,642000,653800,671900,689700,700300,707900,710000,711600,722900,734100,738600,743400,747000,744900,737100,721700,696200,667900,656300,653100,639100,625100,624700,627600,633800,642900,646500,645800,645800,643900,645300,648000,647400,644900,645900,649100,652300,655200,663300,675100,692200,713100,730200,745900,765300,787400,800400,802700,800200,803400,809500,817600,823800,824600,822400,826000,835800,835600,830900,835100,848700,856100,853000,849000,853700,867800,882200,890600,891600,899100,908600,913000,906800,901000,898400,895200,895000,904000,912500,919100,943000,974600,992400,992900,988700,983600,985600,991600,990200,982200,977400,976600,970600,961500,960100,967800,971200,970900,972700,975100,969000,956500,947700,939900,921800,902100,889100,881200,878800,877400,876600,879000,882900,882800,881600,882100,883500,884600,882700,879600,879100,881000,884700,890100,901700,913500,918200,915900,913000,905000,895000,881600,869200,864400,864000,866400,871800,876900,879600,885600,895000,908900,925800,948200,975000,999700,1016800,1033000,1050900,1066800,1080600,1087600,1088400,1093800,1113900,1141100,1167900,1195200,1219700,1228300,1228200,1239000,1258500,1271400,1288700,1318600,1345700,1360500,1371000,1376500,1377800,1383200,1396600,1407500,1420200,1447500,1480700,1503900
"Lower Pacific Heights",364300,366800,364500,364400,364100,362800,361100,363100,364600,365200,368300,374000,373800,370500,372100,382400,394700,404200,411000,418800,425700,430200,433900,440300,449900,461400,468100,471000,472800,473800,473700,476100,480200,484600,494800,510600,523000,529100,535300,543200,561000,588000,609000,619300,632500,648200,661700,671400,685900,704500,735300,772300,801200,813100,822300,827300,822500,818100,817500,816600,822400,834500,846000,853100,864200,884000,923200,961200,982700,1004800,1029800,1028200,1000000,976100,950400,929500,919800,915900,904100,892700,880900,868200,859800,861000,859700,854100,858900,861500,843300,815700,794900,791800,813600,841200,857300,867100,891000,921100,938700,941700,947200,960800,974600,971400,958400,953500,958500,971800,991600,1006500,1013000,1020800,1032200,1041800,1047900,1062700,1090500,1116400,1124200,1119500,1106800,1097500,1091100,1086400,1087100,1089800,1090600,1087600,1078300,1069900,1073200,1084900,1100600,1108200,1108900,1117400,1135700,1148400,1153600,1148100,1142100,1145500,1153500,1158700,1155100,1141800,1130600,1115300,1090100,1069200,1059900,1061600,1050100,1005500,959100,928200,899400,882700,882700,888700,890800,895500,903600,914500,922900,929100,930600,927700,923800,923900,922600,916900,908600,899000,888600,880000,875400,875700,875700,879100,890200,900900,909300,914000,913500,908700,903800,902900,911500,923900,933300,939800,944200,948500,952100,960400,982700,1016900,1040300,1044300,1050000,1070300,1097900,1114100,1120800,1132100,1155300,1181100,1198800,1206900,1214600,1229900,1244500,1260000,1278300,1303600,1343900,1384000,1400100,1410100,1428200,1440000,1453300,1470100,1476600,1483100,1501600,1531400,1560200
"Eureka Valley - Dolores Heights - Castro",360000,367100,369700,370900,372300,372500,373700,377000,382300,387900,392000,394200,396600,402900,411500,421000,428800,435000,440600,447400,455200,465300,475000,481800,484600,486700,490800,494600,495800,497400,502600,508400,511700,515200,518700,519100,520900,529100,542400,557700,572700,587100,600000,617900,644600,674800,703100,733500,760300,780800,795200,808200,822300,839000,858100,874000,879400,873000,864400,856900,843300,823900,807400,798700,796500,796600,786600,767000,754000,758300,767700,768800,775800,798900,824000,842800,860500,872500,874600,876100,875200,868300,861400,859200,853800,843500,834700,826900,820800,818900,825800,839800,858300,878200,897600,914500,933700,953400,970300,983800,993300,1003000,1021200,1035100,1036200,1040700,1055800,1077000,1090800,1095900,1097300,1107100,1120700,1133500,1138800,1138900,1137500,1132800,1125300,1118700,1118200,1117400,1116300,1113700,1112700,1109500,1110200,1117100,1129300,1138500,1148000,1162500,1183300,1202500,1210500,1210700,1210200,1209700,1204400,1194900,1185200,1179300,1170300,1159700,1151100,1142500,1134500,1130000,1125900,1120400,1116400,1115700,1111900,1099200,1082000,1060900,1037400,1021300,1016400,1011100,999600,988100,980600,977300,982000,992300,1002700,1006000,1002800,1001400,1003000,1000300,992100,987400,988200,989500,991400,995800,993400,983900,978400,980800,984900,988500,997200,1005300,1010900,1023400,1038400,1045400,1054900,1071700,1091800,1113500,1134200,1157100,1185800,1218200,1245600,1263600,1275400,1287500,1299800,1312200,1324900,1331900,1340100,1354500,1371900,1387300,1400400,1410300,1421400,1440500,1460700,1482700,1507400,1532000,1552400,1566900,1575000,1577800,1582000,1586400,1583200,1581900,1604800,1649000,1687900
"Western Addition",340500,343600,344000,342700,343100,343200,341200,344000,346600,350400,354800,357100,352400,344100,339600,345400,356500,362700,365100,368400,374200,380500,386600,392500,399900,408900,414000,415400,418200,421000,420000,420800,428300,433000,432800,438800,453400,467400,483500,502500,521400,546600,571700,581700,587900,601500,618400,633400,644800,648500,649600,652700,658600,661100,671100,692800,706100,704000,706000,715400,723800,725700,722200,714400,710900,706700,701600,698900,699700,699400,701900,703000,704800,718400,727100,735400,753700,782100,790800,780500,766300,765700,762100,760100,759300,757900,769700,772800,740300,698200,683400,687400,702500,719400,733600,740600,750300,767400,785000,801500,824300,849400,869500,887100,903300,918600,935100,957700,978800,982800,974400,970100,969300,969400,976400,981000,981600,982700,985600,965200,931100,908400,903200,898500,900600,914700,930500,934800,937200,939800,936300,940200,954700,965300,968400,973800,980300,976200,956500,933900,907600,881800,872500,873900,868600,858000,843900,825900,809800,799900,795100,796300,793600,780000,762700,751500,746400,745200,748400,759400,769800,766800,754000,744600,743800,747500,748700,745200,739200,734200,730500,725000,721400,726800,737000,745100,752800,761900,759100,748900,746400,750300,749800,748700,744700,733800,726200,725700,721700,718700,728300,745900,749400,749000,760900,777400,786600,803100,824100,839900,855000,871800,884400,887800,895200,909500,918600,928100,940000,948700,952500,957400,962700,974400,986500,1007200,1043000,1077200,1085100,1081100,1089500,1100800,1110300,1128500,1153100,1173200,1193800,1216300,1236800
"Potrero Hill",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,298200,298500,298200,302100,306900,310300,313200,317800,324000,330300,335900,343900,352700,358600,360200,361700,366000,371100,374500,377200,380000,382900,385600,388800,391800,394000,397200,404800,414400,423200,430500,439600,452100,466900,483600,504300,525900,546500,561900,572500,586800,608800,628700,640900,651200,662700,671600,675000,678300,680400,676300,668900,659100,643100,629200,626000,623000,612800,599200,588500,579000,567600,560400,564600,572600,580000,587900,591900,591100,591100,591100,590100,591000,595300,599900,603900,611100,624300,637200,642400,644400,647900,655900,666800,677000,685100,694900,699000,696300,691000,690800,699200,717400,738400,756700,771100,786800,804400,819300,827900,832500,837800,843400,848700,852900,857200,861200,866600,869200,867600,865200,866500,868000,866600,861300,853400,844600,834600,827000,826600,831700,839300,850000,864900,879500,890500,898400,906000,910800,912900,911300,907600,901800,892000,878600,865300,852000,838200,825700,816500,813300,812600,809900,805500,802900,800900,798000,794900,794000,798000,806400,814000,817300,819500,824500,830500,835500,839400,839500,834800,832200,830700,825400,818500,812700,808200,806500,805200,798100,789600,788500,794100,800400,806000,814000,821000,825600,829200,830500,824100,815700,813600,815700,819200,823200,828300,834100,842400,854500,875500,901000,924600,946900,964000,978800,1002100,1032200,1056000,1076900,1102800,1125100,1135800,1143500,1156300,1170300,1190600,1219200,1244800,1259200,1271200,1279900,1279000,1277000,1279700,1285400,1296200,1318600,1347400,1372200
"North Panhandle",320300,328200,331400,331400,329600,326700,324600,324100,323200,323800,326500,329700,331200,335800,342300,348800,348700,343500,340000,343300,346000,348500,354400,360200,362400,363000,364700,369600,375800,381600,388000,395300,404100,414800,423100,426200,429000,432000,433100,435500,443600,459000,477400,492600,503800,518800,532700,542800,548100,552500,561000,576600,587100,585900,584300,589100,589500,584700,588600,597100,597800,598300,601000,598300,599300,610400,618600,618200,632700,650300,650700,636400,638100,653100,672000,685300,700900,714100,714700,712000,710300,711700,717900,734200,747600,753100,755800,759800,761300,761200,769800,781900,791400,796600,796400,794200,797500,805500,809000,807800,802300,801900,811300,821500,825700,830300,844300,865800,879500,877100,873700,877900,884600,887200,882000,872100,865500,862000,858100,850800,845100,844900,844000,843100,848700,856500,862200,866100,867300,875500,885900,892500,895200,899000,901500,902400,897800,894000,889800,885800,885700,889400,898500,907800,915100,920500,923600,920900,917600,910700,907500,911700,903400,874800,844700,822100,802200,785500,773400,769700,772600,774400,773200,773100,776700,783300,790800,795400,794200,791900,793300,795800,793200,791700,793300,795200,796400,797000,790100,780100,776400,777100,776900,775300,772400,770000,771000,773400,778600,787600,798500,812000,829400,846900,862500,877400,894500,910900,921000,929600,946300,962300,971700,975800,983000,991500,1004000,1016200,1028500,1038700,1046200,1047100,1049300,1061100,1081900,1110900,1135500,1156000,1174500,1189000,1195800,1207700,1225900,1246200,1262600,1274700,1283900,1296800,1311900
"Haight-Ashbury",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,340700,342400,343400,347700,351400,355300,360300,365300,367700,371000,376300,380800,383600,386500,389000,388800,388200,391800,397000,403400,413900,424800,433600,446800,459200,465700,465900,469600,477600,490100,505400,524400,543300,555600,560100,569600,587100,605700,620500,630400,646200,671900,689500,692200,695100,699200,698800,697900,702600,712900,718000,712200,699400,690600,691600,697800,696600,692100,700900,718100,726700,716100,719800,747400,771300,782400,806500,829900,843400,851400,854300,847500,848000,862900,871700,866300,876100,885900,871600,854700,861100,888700,921500,943000,948300,944200,938400,949200,956000,942500,925200,923300,920900,910300,897500,897600,909600,924000,928900,923400,918300,930000,944300,950100,951300,952500,949300,944300,938400,935500,939500,940000,931200,922100,917200,906800,891000,878500,873900,875100,876500,882100,896400,914300,926700,934500,943000,956700,972300,982700,990800,1004400,1020800,1028600,1027500,1025600,1023100,1019000,1020300,1025000,1027200,1031400,1023600,994200,961500,936200,912000,893000,884500,879300,870700,860900,855500,856000,861200,868000,871900,874600,874500,871100,867800,867600,871100,876300,879800,877500,877900,878800,877100,871600,867000,861600,863300,868600,871400,869400,868700,868600,872400,880000,890000,902600,919100,933000,940600,949500,961200,979300,1003000,1023700,1034700,1047100,1062700,1073000,1085500,1110600,1144300,1172700,1196800,1211900,1219900,1222300,1226700,1235900,1252600,1275200,1301400,1318100,1323000,1322600,1321500,1322200,1326300,1330400,1340300,1353400,1363000,1375900,1392100
"Mission Terrace",259400,256800,257100,258100,256700,254300,253100,253400,253700,254000,254800,255700,257600,259300,261000,263600,268400,274900,280800,284700,287700,290100,291700,293800,296100,297300,298500,301000,304300,306900,308600,311000,314700,318700,321300,324500,328400,334500,340700,346900,352000,357600,364600,375100,387200,398500,409900,420700,431200,440800,448100,451100,452900,455700,459800,463300,464700,464100,466100,473100,481100,482300,479300,476800,476500,476600,475700,473400,473600,476500,477300,474000,473900,483300,497300,509200,520900,532500,540800,547500,552800,556800,560700,563900,564100,562200,563100,571000,581400,587600,592900,601400,611300,619600,628400,639800,651000,659300,665700,671300,675800,682600,690800,697500,705000,717400,730300,743700,757700,769800,779100,785400,787800,789300,792600,793700,791800,791200,793700,794400,793300,792400,792100,791900,793800,799100,806400,810000,812700,817500,824600,830600,835200,840200,847900,854200,854800,849800,841300,833800,827600,820100,810000,799100,790200,782100,767800,751300,739100,729300,722400,719700,713900,702800,691900,682600,673700,666300,662100,662600,663600,661800,659900,661800,665500,669600,672400,675000,675000,671100,665100,660100,656800,656300,656200,654500,653600,653900,650400,644400,641400,641900,643300,643700,644300,647100,647900,647600,651200,656600,660100,665500,674100,684700,693400,699400,704600,710600,717600,724800,732200,741300,752600,759700,763600,772500,791200,811000,827400,838900,849800,858600,861700,863400,871500,882600,896900,912300,922900,930300,942700,956800,970700,985000,999500,1007300,1017900,1041600,1067600
"Ingleside",300800,287500,283100,282100,280700,278300,277200,278400,279100,276900,274900,276700,283700,292000,298500,302500,306000,309100,310600,310900,310800,309700,311300,319100,326000,331100,338200,346800,350600,350400,350300,354100,360000,365600,369700,372600,378000,383300,386700,388400,391500,398600,408700,419400,427700,433700,442200,453800,461000,463300,464100,465600,471300,478200,481400,483300,490900,497800,495000,486800,483900,486900,494200,500400,504700,511300,522000,527800,530800,538000,545900,553200,563800,576500,589200,605000,617600,626200,631600,635100,637800,638200,636600,635400,632500,628400,626900,624800,623800,624300,626000,632600,644300,654800,666200,682200,699800,713400,718500,723500,731700,740100,745100,752100,760700,773100,792300,813500,830700,841900,854600,870500,886500,891600,885200,875000,869500,865700,859900,852300,845800,836800,829800,823700,817600,818900,834300,848400,855200,862400,867800,871300,880400,896100,906400,911900,915500,916900,907200,894100,886100,879800,869800,862700,858100,851700,840400,821900,794500,765200,755800,762200,755400,735100,724000,715200,699500,687800,682100,677700,683700,698300,706300,702900,697300,699400,703200,704100,705400,707900,707400,711400,716200,718500,715100,711100,710900,711300,707100,699400,693500,687200,683200,681700,683800,683500,683500,686500,694400,697100,697800,702100,708000,713100,717300,717400,716500,725300,738600,748000,753700,764300,775300,782500,790400,805000,823700,839500,850400,856700,864000,872700,882000,891700,902300,913200,920300,924400,932500,943000,953400,959600,959400,960600,971000,983200,991800,1006300,1024900
"Cow Hollow",471400,479000,477900,478000,486000,495600,502900,509500,517400,529500,546000,558200,564100,570100,579400,591600,605700,615400,618900,624800,634600,644600,651800,659600,668700,683500,696200,706900,715600,721300,727200,737300,748300,759500,769600,775900,786500,802200,821500,843300,864700,889400,919000,946500,971300,998100,1024800,1048900,1070200,1086500,1114600,1155700,1191000,1209000,1220700,1222900,1225300,1224300,1235100,1256900,1272600,1268200,1270500,1283500,1308900,1335200,1353000,1367200,1396900,1431800,1444200,1430600,1418400,1435100,1456800,1445700,1419400,1423700,1450500,1490000,1508300,1497800,1479000,1480800,1486400,1484300,1459700,1441500,1432400,1416400,1389200,1362900,1347100,1360800,1388900,1412200,1430100,1444300,1453000,1458800,1456700,1455300,1456500,1459600,1465100,1471700,1486000,1513100,1538700,1554000,1568100,1583600,1598000,1598100,1592000,1578800,1553000,1528500,1513500,1488400,1476200,1476800,1476900,1472900,1478300,1483800,1495600,1504000,1516600,1532900,1546800,1565400,1582000,1597500,1614900,1632600,1629900,1625800,1624500,1623200,1619400,1622200,1627300,1622200,1603400,1581600,1562500,1547800,1548800,1559700,1571900,1585200,1593900,1572900,1527900,1487200,1461200,1436100,1416100,1409700,1407400,1401100,1399500,1410200,1419100,1421700,1434400,1447200,1442200,1433500,1436500,1435300,1434400,1435600,1423100,1402200,1395200,1395000,1384000,1376300,1386400,1402500,1402200,1384000,1368600,1367000,1368400,1368000,1373100,1381500,1389600,1395200,1408700,1433500,1459100,1482800,1511100,1533800,1562000,1595300,1617800,1630400,1649600,1659400,1659200,1669800,1694900,1717500,1731500,1747300,1762100,1777900,1792700,1810900,1832100,1866900,1899900,1925000,1954300,2000000,2022000,2015700,2006400,2003700,2005100,2035100,2079700,2133500,2185200
"Glen Park",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,321600,325600,324300,322000,321800,324100,327600,332300,336200,340400,345700,351400,356600,359500,359500,360800,362700,360700,357600,357900,360100,362300,365300,369500,375000,379500,382300,388900,406200,428200,446700,459600,475800,495700,518800,542000,562600,576900,589600,597100,598400,601600,607500,612600,616300,615800,607800,596800,591100,590100,588500,585500,583000,579400,574200,568500,563600,560300,564200,577500,586300,587200,590400,602100,616000,630500,643800,655400,661900,666700,669700,669300,667500,670000,675100,676300,674200,673700,675900,680400,689400,703000,715500,726800,739200,753500,766700,778200,785500,791800,801600,815800,832400,847200,859800,872800,887500,898800,902400,900600,902900,911900,923200,929100,928500,924000,918400,911100,904800,900200,898200,900600,902500,898800,888600,881100,876600,870300,862900,860900,867900,885300,905500,919300,930800,942900,954400,957200,947300,933300,923400,914700,904900,892100,882600,878300,873700,864400,856700,858300,868300,878800,883200,885500,884100,876400,865400,860900,856000,848700,842100,837400,835900,841000,846400,849400,848800,843900,838600,838100,840600,842100,841700,842300,843600,845200,850600,855600,853900,849100,846200,840100,833000,829900,828500,823300,818100,817700,822100,826300,831600,839400,846700,850900,857500,872700,893300,913500,934400,954500,969400,981000,996700,1019500,1048800,1076000,1103000,1127800,1147100,1158700,1169500,1180000,1194100,1210400,1224600,1228600,1243000,1273800,1294900,1289000,1287200,1297200,1308700,1317700,1328500,1341100,1367100,1410200,1449400
