"","1996-04-01","1996-05-01","1996-06-01","1996-07-01","1996-08-01","1996-09-01","1996-10-01","1996-11-01","1996-12-01","1997-01-01","1997-02-01","1997-03-01","1997-04-01","1997-05-01","1997-06-01","1997-07-01","1997-08-01","1997-09-01","1997-10-01","1997-11-01","1997-12-01","1998-01-01","1998-02-01","1998-03-01","1998-04-01","1998-05-01","1998-06-01","1998-07-01","1998-08-01","1998-09-01","1998-10-01","1998-11-01","1998-12-01","1999-01-01","1999-02-01","1999-03-01","1999-04-01","1999-05-01","1999-06-01","1999-07-01","1999-08-01","1999-09-01","1999-10-01","1999-11-01","1999-12-01","2000-01-01","2000-02-01","2000-03-01","2000-04-01","2000-05-01","2000-06-01","2000-07-01","2000-08-01","2000-09-01","2000-10-01","2000-11-01","2000-12-01","2001-01-01","2001-02-01","2001-03-01","2001-04-01","2001-05-01","2001-06-01","2001-07-01","2001-08-01","2001-09-01","2001-10-01","2001-11-01","2001-12-01","2002-01-01","2002-02-01","2002-03-01","2002-04-01","2002-05-01","2002-06-01","2002-07-01","2002-08-01","2002-09-01","2002-10-01","2002-11-01","2002-12-01","2003-01-01","2003-02-01","2003-03-01","2003-04-01","2003-05-01","2003-06-01","2003-07-01","2003-08-01","2003-09-01","2003-10-01","2003-11-01","2003-12-01","2004-01-01","2004-02-01","2004-03-01","2004-04-01","2004-05-01","2004-06-01","2004-07-01","2004-08-01","2004-09-01","2004-10-01","2004-11-01","2004-12-01","2005-01-01","2005-02-01","2005-03-01","2005-04-01","2005-05-01","2005-06-01","2005-07-01","2005-08-01","2005-09-01","2005-10-01","2005-11-01","2005-12-01","2006-01-01","2006-02-01","2006-03-01","2006-04-01","2006-05-01","2006-06-01","2006-07-01","2006-08-01","2006-09-01","2006-10-01","2006-11-01","2006-12-01","2007-01-01","2007-02-01","2007-03-01","2007-04-01","2007-05-01","2007-06-01","2007-07-01","2007-08-01","2007-09-01","2007-10-01","2007-11-01","2007-12-01","2008-01-01","2008-02-01","2008-03-01","2008-04-01","2008-05-01","2008-06-01","2008-07-01","2008-08-01","2008-09-01","2008-10-01","2008-11-01","2008-12-01","2009-01-01","2009-02-01","2009-03-01","2009-04-01","2009-05-01","2009-06-01","2009-07-01","2009-08-01","2009-09-01","2009-10-01","2009-11-01","2009-12-01","2010-01-01","2010-02-01","2010-03-01","2010-04-01","2010-05-01","2010-06-01","2010-07-01","2010-08-01","2010-09-01","2010-10-01","2010-11-01","2010-12-01","2011-01-01","2011-02-01","2011-03-01","2011-04-01","2011-05-01","2011-06-01","2011-07-01","2011-08-01","2011-09-01","2011-10-01","2011-11-01","2011-12-01","2012-01-01","2012-02-01","2012-03-01","2012-04-01","2012-05-01","2012-06-01","2012-07-01","2012-08-01","2012-09-01","2012-10-01","2012-11-01","2012-12-01","2013-01-01","2013-02-01","2013-03-01","2013-04-01","2013-05-01","2013-06-01","2013-07-01","2013-08-01","2013-09-01","2013-10-01","2013-11-01","2013-12-01","2014-01-01","2014-02-01","2014-03-01","2014-04-01","2014-05-01","2014-06-01","2014-07-01","2014-08-01","2014-09-01","2014-10-01","2014-11-01","2014-12-01","2015-01-01","2015-02-01","2015-03-01","2015-04-01"
"Eureka Valley - Dolores Heights - Castro",201800,203200,201800,199800,199100,197900,196200,194500,194500,197200,202800,209200,210100,207700,209300,214300,217700,220500,223400,228900,235500,239600,238000,234300,231300,233400,238600,244500,249000,253300,255700,257600,261600,265800,269200,272200,275800,279800,288700,300600,315700,327400,334600,340500,350600,361100,373000,386000,399700,413000,421200,424100,427300,432300,437100,443300,446700,447400,448900,449000,445700,438100,433100,444100,461200,472100,473600,465000,450200,442400,442500,447700,459400,476900,498100,517000,532800,543200,550500,558000,562700,566300,567300,567700,567800,572700,579800,572800,560100,558900,573400,594600,619700,638700,657000,676900,694200,697600,676300,645100,619700,602700,591700,588500,590100,595300,600800,603700,602200,601000,603900,613600,622500,630000,634200,632700,628100,624600,618000,610600,605500,601900,601500,601900,599700,598800,600000,599100,600000,603700,606700,609600,613500,615600,617700,620100,622500,625500,626600,623800,617200,611900,612200,613100,615800,622500,628400,629200,627000,618800,611700,608000,603000,593200,580200,570600,564400,558200,550800,550100,553100,554100,555000,561100,568100,572200,573700,572200,570400,568000,566100,564600,566200,568500,568800,567700,566900,564500,557300,547000,536500,526900,518800,515700,515800,516000,514100,511000,507100,508500,514500,519400,526900,540900,555500,565800,576700,588100,598900,610300,620300,624000,630500,646300,662700,678700,701100,723500,737200,741200,744500,749900,758100,767100,776000,774000,761400,751900,749500,743000,735900,736600,737900,736100,741200,752800,768200,787900,806700
"Potrero Hill",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,232200,232600,232300,233200,235100,237800,236400,234000,235700,239700,242400,245100,250800,255900,258300,259900,263100,265600,272100,280600,287700,293500,299500,304000,306500,305100,300800,299500,299700,301400,305600,313500,323800,336200,345700,355300,365800,376800,390000,409200,430600,451100,465400,471700,474500,474900,474200,472900,472400,473900,476900,474600,469500,463500,455200,444300,436400,432000,428800,425700,424000,421400,416900,417000,425400,435000,441500,446500,450800,451200,449900,450000,452000,454400,456600,460000,457000,449900,450000,457300,462900,467600,474600,482700,491500,499700,508900,512200,510000,510600,515100,520700,530600,543400,554500,563200,573100,583500,589500,593800,601400,609000,613900,617300,616000,612000,611800,616100,618400,618800,620200,621800,624700,626800,623400,614400,604500,598300,595000,594000,592400,592300,594200,599600,604900,611100,617300,626100,636700,645500,649500,650700,652600,652900,652800,650000,643600,635400,626600,613700,602700,598200,591300,578400,565100,555400,544800,536300,532500,532000,534200,538400,542700,546400,550500,555600,559700,558900,553600,547900,543300,538000,534300,534600,534800,531400,528900,527200,521400,513200,509600,510800,511200,511500,512100,512600,512400,513300,515900,519000,521900,527100,532700,536100,540700,546500,551400,557500,567900,578100,585100,590300,596300,603400,611200,620500,633700,645400,652800,658700,662800,667100,675100,686800,699900,714400,736500,758800,774600,788500,805900,818600,826200,826900,825700,830400,845000,867500,887600
"Outer Mission",206900,204200,205000,205300,202700,199300,197500,197200,198900,201500,202500,204800,208100,210400,211000,213300,217200,221500,225600,228500,229700,231000,233000,234100,234700,235800,236800,238200,239900,241100,241500,243700,246900,249900,251700,252900,254200,257000,261100,265300,268800,273000,278600,286500,296200,305000,311400,318500,327500,336300,342700,347800,352400,355000,356200,357800,358400,357400,358900,362800,362100,355400,352600,356000,360400,366900,375300,378700,378800,383800,393400,402000,411500,424900,439400,452300,463000,467800,469200,472800,476200,476200,474800,472600,472300,473800,475300,477100,484400,495200,506300,516400,527700,536200,541300,548400,560300,572500,579600,581800,581000,582900,589400,598900,607600,619300,633300,644500,650200,656400,663100,667300,674300,681500,682000,681400,685200,686900,688400,692800,697200,701400,704600,704400,702000,701700,700200,694500,688800,690500,690700,689400,694200,700100,700700,700900,699000,692500,688700,684400,675600,664800,656500,646200,632600,618200,606300,596300,586100,576200,568100,564300,564000,562900,558500,552700,545700,536900,531700,530900,532500,534200,534900,534400,533300,534500,538400,543000,545200,546200,546200,545900,545300,544900,545400,545700,543600,537900,531400,526100,521700,516700,512400,510800,510200,508300,506600,507800,510800,513000,514800,515500,515700,517100,521000,526200,532000,540200,549300,556800,560800,565500,570100,575800,584900,598500,616200,632200,645000,651800,654500,654200,656700,660400,663300,666900,678400,695300,706000,708200,708900,713100,721200,732500,744400,754800,768000,785700,800700
"North Panhandle",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,250800,246600,244400,245100,246100,246600,249500,254200,255600,256400,258300,260900,265700,274300,283300,293300,303300,309000,307200,302500,303100,307700,312300,320100,333200,350000,360800,357100,352800,358400,366300,376700,390600,403100,413300,422400,428300,431700,439800,448400,455600,458100,457200,454600,461400,463300,458600,456900,461300,463800,464800,465900,464500,463500,464200,453200,432000,420000,422700,428700,435900,443400,447700,450400,451400,452600,455700,465200,473700,490800,514500,526000,514800,500700,497700,506800,518100,523200,524400,528000,534700,534900,525700,518900,521800,525100,525900,529400,538500,548400,558200,568400,577300,582700,587900,595300,599800,603000,608300,610600,607000,604600,608900,615900,618600,619300,617000,609400,598800,595800,595200,592000,587500,585800,587500,590700,591900,589900,588800,588700,590800,590600,583600,574200,569800,569900,568200,561200,554600,550900,547500,548900,557300,565700,573600,583100,583600,572300,553900,539300,532300,526700,522600,522700,524500,523500,524900,527900,530700,533200,540000,546700,548600,549700,549800,548000,544700,541600,537700,535200,535000,535300,532000,526700,525500,529100,531600,531100,531400,530700,527100,520000,516400,517100,520200,524200,533500,541300,548400,556000,565300,572800,579000,583500,591900,602900,614200,622400,627900,635400,648900,661300,668800,678600,689400,700600,712500,728500,738100,745900,752600,757500,754000,749100,744300,743900,744100,743500,742800,741800,747900,762400,775500
"Haight-Ashbury",185400,187400,189200,191100,192300,192500,193100,192700,193400,197100,201800,205000,206900,208300,209200,210400,213200,217800,221000,224200,226700,227900,228900,232100,235400,235900,233400,232800,235100,237900,241400,246000,251000,256200,260800,264800,269700,276600,283800,291500,301000,311200,317300,321800,327400,334300,339300,343400,347900,353700,365800,384700,398500,401600,402000,406600,412700,414400,415300,419400,421400,417400,412300,408900,410100,424000,437900,436300,429600,432400,428200,421200,425500,436000,438400,442200,451900,456000,459100,468900,477700,487400,511400,532300,539200,555100,583700,590800,572800,545700,532200,538500,555600,559400,555300,548900,545000,538500,528700,521000,521500,528200,538600,544400,539000,535300,541800,555000,562500,566300,571500,580900,587500,593800,597500,597100,598000,600400,599500,596400,594700,591100,585300,579500,577400,579700,579100,574700,573500,575500,579000,584500,590600,593800,592600,590800,592000,593400,587300,577900,571600,569000,561800,555400,555100,556900,557700,564400,573600,582000,589800,596200,595200,587500,579800,572700,564600,558300,557600,557300,554300,549900,549100,551900,556900,563400,568000,567700,563800,559500,556100,550300,544800,539500,536800,536600,539700,538400,534100,529500,527500,526000,523800,520900,519100,518000,514000,507600,501500,500700,506500,514500,523400,531700,541100,550200,559100,564700,571000,582000,594400,606100,613800,620100,631100,648400,663100,678200,691100,705300,717700,726900,736300,748100,752800,754600,754000,752800,751200,746000,738300,735400,737700,736300,730400,727400,733200,744700,756000
"Mission Terrace",209600,209500,209500,210800,212500,214000,215400,217000,218400,219800,221000,222100,222900,224300,226400,229000,231700,235100,239000,243300,247700,251700,254900,257600,259500,260200,260500,261500,263800,266300,268900,271800,274700,276300,277000,278000,280100,284000,289500,295400,301100,306100,312200,319800,328100,338600,351100,362800,372400,382200,390200,394200,394700,394200,393200,392000,390800,388800,389100,389900,388600,384800,382700,382500,384000,387100,390500,391900,393800,399800,407100,412700,419600,431600,445800,459200,469900,478400,484400,490100,494800,497500,496000,495000,496300,496800,494200,493200,496300,500800,506500,513700,520400,525200,530000,537300,547500,555400,562000,570100,577800,584200,591800,601800,613300,626200,639900,652400,660200,667600,675600,682100,688600,697700,703700,704300,703600,704000,705200,706600,709900,714900,718300,718100,717400,716400,716500,718400,720800,722500,726200,730800,734700,736100,738000,740300,740500,739600,737800,730800,721200,712900,703900,693700,684200,675800,665600,654400,644900,633800,621800,614500,609100,602500,597000,591300,582100,571400,564400,563700,565600,565600,565500,569000,575200,581000,584800,587000,588900,592100,595000,592300,584100,577800,575000,571700,567800,563400,556400,549500,547100,547500,546400,544700,544700,545600,545900,546800,550100,555300,559300,562000,566400,570600,573400,577800,585500,597600,612500,622600,625700,627800,633600,640300,646400,654500,668000,682600,694900,703000,710900,718500,724100,728300,731900,736700,746600,759800,769600,775000,781800,790000,795100,801000,810800,821600,837300,859600,878600
"Ingleside",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,211300,217800,223300,228000,230800,232300,233400,233300,232000,230600,231600,234300,234800,234400,235400,238000,240800,244700,247400,250700,256100,263100,268600,271800,273900,278400,285300,292500,298200,303000,307500,313800,321200,326800,332400,341900,353300,360400,361700,360500,362200,363700,363400,363000,362400,358400,355500,359200,365800,373000,380400,386200,390400,397400,407800,418500,429900,445900,464100,478600,492600,504100,511000,516200,518700,516700,511900,504100,498400,494900,491400,489000,491000,498200,509200,521400,531600,541600,554300,569100,586100,601700,608600,606600,603200,604900,613400,625200,638400,653800,668000,678400,681300,681500,685000,690000,696900,688700,658200,629800,617900,609000,603000,607400,614100,622200,631500,636500,632200,637900,653800,665500,669900,677700,687000,693300,699300,698800,692300,687700,687200,685800,686400,679400,665000,651200,638100,620800,606500,597400,591000,584500,573000,557600,547300,547800,551000,550400,545000,536600,526000,514300,505400,501300,500900,501000,501300,503100,506500,509400,511400,514400,516400,518400,520600,521800,521600,522800,524700,526300,524200,518300,511100,505200,501000,497400,493800,492100,491900,490000,487800,485100,481300,478400,481000,485100,486200,489700,498000,507000,518000,535200,552100,565400,576900,589100,596600,598200,601200,606500,609000,611600,620600,629000,631700,631600,635100,639100,643500,654300,674000,694000,708300,715800,717500,716700,718400,722700,727500,734700,747700,764500,778600
"Silver Terrace",172000,172200,174000,176200,178100,179400,180500,181400,182300,183400,185100,186600,187600,188400,189300,189700,189300,189500,190700,192700,194300,196300,199100,202100,204600,207300,209900,211800,212800,213500,214400,216600,220400,224400,227400,230100,233800,239300,245400,251000,256500,263400,271700,280700,289100,296700,303400,309700,316200,321300,324500,327300,330100,331800,332200,332400,331900,330200,329600,331300,331500,329000,329800,337100,347000,353700,356600,358700,362100,366700,370600,372500,377100,385200,393400,399200,404600,410700,417000,420600,422500,425600,429300,432100,434800,437200,438800,439600,441200,445100,451300,459300,468700,477800,486300,497400,508900,516900,519800,520200,519600,521400,528100,537300,546200,556400,569400,579000,582700,585800,591900,600200,609300,617300,622200,625000,627700,628700,627500,628200,634600,642100,646000,646800,650000,652700,650500,644400,639700,638900,639800,640400,643000,647200,649700,650700,648700,644700,636400,622400,608700,601200,595800,586000,572100,558500,547600,538400,531100,525000,522300,524600,521800,508700,494600,486400,481700,479100,478400,478300,475200,469600,467000,468400,471900,475700,479400,480800,477700,473300,471600,470100,468600,468900,469200,468500,468600,468400,464400,460300,459100,457000,452500,448000,443400,437600,432000,428300,427400,427700,428200,429300,432800,439400,445100,449600,457300,468000,480900,494700,504500,511800,520200,528200,538900,556100,574700,589300,598400,603600,606400,606000,606600,609500,611400,610200,609800,608100,605500,604600,606300,608000,610700,615400,622200,631900,646900,667500,685500
"Cow Hollow",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,441800,439200,435500,432600,436800,441200,446000,444500,432600,420500,426800,439300,446500,448900,448400,445800,447700,448600,441300,437400,445600,458100,463900,464900,464800,466600,470700,468300,457300,455100,468600,482700,489900,500200,512000,521900,523800,520000,512900,516400,526600,532000,525800,527700,542900,557300,561400,564300,573200,581900,590900,600200,607600,613400,619000,621500,625700,630200,627900,622700,620100,617200,616700,620000,619700,611200,609600,613600,616300,616500,614800,609900,606800,611100,618100,619300,616500,615900,612300,606700,597500,581000,566800,562900,561400,558000,556500,557100,556100,555900,556900,557000,556700,558600,559200,554600,548500,547900,544800,535200,528200,526100,521000,511000,503200,501300,505400,510900,517700,517300,514100,516000,518900,517100,514600,510300,502600,499200,499500,498200,492100,486300,481600,478200,474400,473000,474800,475000,468500,460700,457800,459300,460100,460800,467200,478300,484600,485200,490800,509400,530100,546100,559500,571300,576300,575700,579100,590500,602100,611000,623400,635000,650100,669500,684800,692600,705500,715300,714100,699700,698300,715000,731200,731800,728700,719900,705800,691500,686300,699800,719100
"Telegraph Hill",245100,236800,235300,239100,243600,245900,244300,245000,247600,249800,252900,261500,270000,273500,274800,275500,274400,271800,269400,273500,283200,287500,284500,283200,288300,292400,293400,293400,296800,300400,305700,308400,309100,306900,305300,302900,302200,303500,306400,312900,322600,330000,337700,346300,353600,361400,369900,381600,397500,414500,431600,448200,457700,462100,464800,468900,473200,472900,470000,468600,467900,464500,461800,454400,443100,440900,445200,440100,436400,442600,450900,451800,446300,437900,438500,444100,446700,439100,433300,434700,439800,441500,447700,461600,477600,496100,504000,503900,510400,526200,531000,531500,529800,532900,533800,532700,532700,535300,535300,535500,538100,543900,549600,555600,564900,576600,587700,596600,598500,597100,600000,607400,611700,615300,621000,624400,623700,621500,611900,595200,584800,583700,585100,584600,584300,584800,591100,596000,594900,591100,599300,620700,647400,663100,666300,661400,655200,648400,642200,644700,643200,634800,625500,615500,601600,593900,587700,582900,579900,575300,574500,572100,562600,549600,541600,538400,538100,532900,531900,541800,555800,564000,565200,566200,578800,597600,604400,599600,596700,590600,579200,566900,558800,550100,539000,529500,525700,523700,523500,524100,525900,531300,537500,539900,543900,550100,556100,561500,565500,567400,567000,567200,560600,556100,562700,573500,580000,591200,601000,601600,600200,601400,607300,613600,621800,636100,657300,674300,682100,687600,700300,716600,736600,753200,760700,763800,771100,783400,790600,786500,776800,773100,767000,762500,763000,775500,789500,805000,818900
"Oceanview",209500,205000,204600,202000,195200,188300,185000,183500,183500,184600,185300,187400,192600,199000,202000,204400,208300,213800,219100,223300,225000,226100,227300,226100,224200,224600,226100,227600,229100,229700,230200,233700,239500,245900,249800,252300,256200,262200,268100,271000,270800,273900,281000,288700,294500,296700,297600,303900,312400,317600,322100,332300,346500,356200,359600,359500,360000,360600,361000,358000,351900,344900,342800,348100,353700,358400,364700,371500,378000,387000,396500,408800,424400,441400,455900,467900,481000,490600,490900,488300,486500,484000,483400,480300,475200,471400,472100,474800,481900,492400,505300,518100,529500,541100,554800,572700,593800,611700,617200,611800,603400,599800,602700,610300,622300,634900,646500,657500,665300,672700,682700,691100,697400,695300,684500,676600,675400,674300,675400,675600,670500,668600,672400,675900,672900,672900,674200,672100,670400,677200,684000,688800,698500,700300,692900,688200,691200,692400,696300,688100,669400,650900,634600,616500,601900,590900,578200,563500,546900,535900,531800,535800,536200,527400,513800,501900,489400,478900,472900,471300,471800,472500,472300,473400,474500,475800,479100,482400,483400,485800,489700,492300,494100,495600,495100,493300,491800,488900,483100,476800,471300,464400,455600,448900,444600,439400,433800,431500,431600,433000,435300,436300,434400,436500,443700,451200,457000,465600,476300,485700,491600,497800,508500,522800,537700,548500,561200,573500,585500,592100,592300,587600,591400,601400,610700,617500,626400,639200,651100,658900,664000,666200,667800,672400,680300,686600,691200,702300,716500
"North Beach",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,522400,524900,531100,539100,547800,563300,576900,576100,571400,576900,581200,587600,607000,628600,638900,633600,626700,625400,625900,621500,620700,618600,614100,612100,606500,596600,592800,593400,584800,570200,562800,570900,584100,592500,593600,594800,593700,589700,582600,578800,575900,572900,571300,567300,560100,552500,547900,539500,531800,525400,524000,523200,520600,515200,514400,512900,503900,498400,503300,511200,516200,522900,527600,531800,538500,545500,549600,551200,550900,545700,539600,535900,535500,532800,527200,520900,515200,508700,501100,493800,488500,486100,485200,484100,483200,484300,485800,488600,494600,499600,500100,500500,507500,521400,534600,539000,543400,557800,577500,589100,593700,601000,609000,610900,613500,620300,626100,633100,643900,651100,655700,659000,666800,681200,700000,708700,713100,721100,732300,738200,734600,725800,719200,718000,717300,719000,724800,740700,757600
"Ingleside Heights",222500,221100,217500,215600,214700,213600,212600,210900,208300,207100,208000,210300,212900,216800,220700,224400,226600,229100,232500,233100,229800,227500,227000,223800,219800,217500,218500,220900,223400,227000,231500,237600,248400,263300,275400,282800,287800,295100,302500,301900,297600,297900,301400,307000,313900,319900,323800,330400,340900,352400,356900,362200,371200,375900,376900,380800,386800,388600,388300,384600,379900,377600,380000,385400,389600,390000,387900,389700,394000,398800,406800,420600,434300,444400,452200,459200,469300,478800,481300,476600,468400,460800,456800,453200,448300,444100,445000,448200,452800,457800,466900,479900,494300,505500,516100,532000,549400,560300,566500,569700,566200,564100,568500,577100,590400,606000,620500,631500,639900,649700,663700,676100,686000,694100,697800,692200,680700,672000,665200,655300,643400,644800,654600,664300,667700,673000,677000,676600,678000,689700,703300,713100,727900,724200,699200,680700,684700,691400,697800,695500,686600,681300,675700,662300,647400,635200,623100,611600,597000,582700,573800,579000,579700,560500,535200,519000,505300,495700,490600,487300,483900,481600,480800,481900,484300,488100,493400,498700,501200,502300,503500,503100,502200,501600,497300,488400,479600,473000,467300,462700,460300,460300,459500,456800,454600,452300,450600,451400,454600,457200,459500,461200,463600,467900,475000,483400,490500,496900,503900,510000,514700,522100,533000,544000,552500,561200,578900,600300,615600,625700,630000,629000,634400,646500,657600,667800,679600,693500,706400,710200,706100,699700,694800,691500,691600,693500,697100,704200,712100
"Sunnyside",214700,214900,214700,215400,216600,217700,219500,222400,225100,228000,231300,233200,233500,234200,236000,238500,240700,242500,243700,245300,247000,248100,248800,249900,251900,254000,255100,255600,256600,258000,260300,263900,267200,268900,271900,276700,280600,283900,289700,298300,306700,313600,320500,327200,334700,344900,353200,357700,365100,378500,390900,398300,402100,405300,408400,411200,413400,415600,420000,426500,428200,420800,412600,409100,410300,413600,417300,418700,421200,426400,432100,434000,434800,441900,454400,464900,472800,478900,481600,483100,483700,481400,478500,480600,488900,498900,505800,510700,514700,518500,523700,531700,541200,551300,559600,566500,574500,580700,582800,586600,593600,600800,609300,620400,632000,644300,658500,672600,679900,683100,687100,691800,695300,701000,707000,710200,711000,710500,709600,708200,707200,707200,708500,709400,710900,712200,712500,710600,709100,710000,713400,719100,724200,725600,727400,731800,734700,737100,738000,733700,726800,720400,712600,702700,696100,693200,686200,672600,658300,643900,632300,628900,628600,623100,615000,607300,600500,594200,590000,589200,591200,593200,595400,596800,596100,595700,597200,597200,596900,598700,600700,601400,601600,601200,594300,583900,576600,573500,568700,564000,558700,552100,546100,541700,538600,536000,535300,537800,543500,550000,554000,555000,558300,563900,567100,568300,571000,576200,587500,599700,608300,616700,631000,647600,662200,679000,703300,729200,748600,763600,776900,787600,793000,792700,789800,791400,800600,810700,816900,820400,821100,820300,821500,825000,829700,838800,854300,872400,886600
"Lakeshore",241300,241000,238500,236400,238200,236300,232100,227700,226300,224900,227200,232200,235900,237000,241300,247100,251300,256700,264700,265800,258700,252300,250400,250900,250500,246100,241800,240600,239900,242400,250600,263900,277300,291600,301400,305400,308400,319300,327200,326100,323400,324900,327600,335000,344300,352000,355300,361700,373600,385100,391300,393500,397300,402200,404800,403200,404600,402000,397500,393800,389400,385100,385800,393100,399700,399800,396600,399600,407200,418200,433900,448800,455700,461400,473600,488700,498900,503000,505000,507600,505000,498200,489700,483900,480600,475500,471000,470400,472400,475400,478900,480800,485300,494000,500800,503600,510000,524900,544400,556600,557900,558500,570800,584000,593000,602400,616000,629800,643300,652900,655600,657000,666000,681600,683900,676500,674500,677800,681400,686600,689600,694500,704000,710200,714600,719000,712800,696400,689900,697400,710300,720600,727100,720000,693700,670300,669000,678700,697000,720700,729000,721700,714500,710100,708400,705400,696900,689600,673900,650300,630800,626100,616600,594200,567600,546800,529000,516500,512200,514700,514700,511900,514300,520000,524800,529400,529300,526200,523200,519900,519700,523300,525300,523300,518400,513000,508200,503200,499200,497200,499800,506400,509300,504900,500500,493700,481400,468500,463100,463700,469200,473700,477800,478600,479800,483800,492400,501700,513700,523800,530600,536600,543200,549700,556500,568800,585700,600700,611900,633800,657000,671000,686000,707700,726400,735100,735900,744000,766800,778400,778700,779200,778700,774000,777800,790400,804600,818200,830600
"Yerba Buena",194400,198200,198200,197200,197900,199100,201600,204200,207000,212200,217100,217900,217100,219600,223700,226700,229200,233100,237700,241700,245200,249400,255200,259300,258500,256400,256900,258300,259100,258900,259800,260300,260200,260700,261500,261900,266300,273100,278200,285500,294400,302800,311800,323700,336100,349500,364600,378500,391100,405000,417800,422200,425900,432800,438200,439600,441300,438800,436900,442200,446800,445000,441100,440600,440700,438900,430000,419200,410700,406500,402400,397000,392600,393500,399100,406600,413100,413800,413900,415900,417300,418500,422200,428100,432900,432200,432000,438600,446500,452900,457000,461300,469300,478900,483300,483200,483500,487200,490000,488200,488600,496700,507100,515300,521800,529500,537400,544000,548800,555400,561900,566500,567500,568000,574600,583700,586300,583100,581900,581400,583200,587600,589200,586100,585300,587200,588600,588900,590100,593400,597100,602600,610800,617900,624600,629300,626100,620600,619100,617600,615600,614600,611800,604800,592200,579900,569500,564700,563300,559900,552000,549300,548700,544000,537900,535500,531900,522800,514100,508100,503000,499600,498700,496600,493100,490000,489900,493600,499600,503800,506000,505200,502200,499000,495900,493000,493000,493000,489700,484000,480300,478500,479000,480200,484400,488500,490300,489200,489700,494300,502900,511200,517500,524100,533700,547900,561200,571100,579800,589100,595600,604300,612500,617600,622200,633900,646700,658100,669100,678200,688500,704000,719300,731300,742300,752000,765000,776100,779300,778700,781200,784000,783700,781200,782800,786000,788100,792700,798100
"Mission Bay",244400,237500,232400,231100,233600,234700,236300,242900,250600,254400,258200,265100,275200,285800,295300,301700,305200,310700,314100,311400,312000,323500,334200,342000,347800,353300,355000,356100,360700,365100,377100,393000,398500,394000,390400,380200,372500,372600,381500,397200,414200,421700,422400,421400,430100,442600,451400,454300,464600,482200,498700,501800,496900,502800,516800,526200,528800,526500,523300,529400,540400,537800,531800,527800,531700,536900,538400,534500,533900,536100,534700,535800,536000,539100,547600,562900,570300,574600,580800,585200,584500,578100,573900,571000,567500,569700,572200,571700,567200,557300,544800,547100,555200,573500,604900,631200,651200,668800,677200,672700,677300,690000,707300,724200,737000,739300,745600,779400,802200,797300,790500,805100,815200,816700,814400,825000,843800,855600,845900,831800,830400,838600,847000,854800,862900,868300,863500,842800,822800,817700,823900,822700,816400,804800,793700,782000,781300,797400,821600,825800,813100,805300,802400,789700,777500,778500,792900,811000,824900,827800,825300,825700,832600,831400,821500,805600,791100,783800,773300,748900,719100,696000,687300,692300,699900,699900,696800,694400,694700,697200,698100,697100,691100,676600,656300,644200,640600,641200,630900,621100,619700,620100,617700,620700,617800,614500,625500,645400,659500,675000,691100,701600,710000,719600,726500,739300,761000,781200,767800,733000,710000,707700,707800,714000,734800,760900,785400,808200,843100,879600,923300,972400,1012800,1028500,1062500,1110700,1134600,1139900,1152600,1153000,1165400,1200600,1237700,1255700,1260600,1264600,1283200,1312900,1340000
