"","1996-04-01","1996-05-01","1996-06-01","1996-07-01","1996-08-01","1996-09-01","1996-10-01","1996-11-01","1996-12-01","1997-01-01","1997-02-01","1997-03-01","1997-04-01","1997-05-01","1997-06-01","1997-07-01","1997-08-01","1997-09-01","1997-10-01","1997-11-01","1997-12-01","1998-01-01","1998-02-01","1998-03-01","1998-04-01","1998-05-01","1998-06-01","1998-07-01","1998-08-01","1998-09-01","1998-10-01","1998-11-01","1998-12-01","1999-01-01","1999-02-01","1999-03-01","1999-04-01","1999-05-01","1999-06-01","1999-07-01","1999-08-01","1999-09-01","1999-10-01","1999-11-01","1999-12-01","2000-01-01","2000-02-01","2000-03-01","2000-04-01","2000-05-01","2000-06-01","2000-07-01","2000-08-01","2000-09-01","2000-10-01","2000-11-01","2000-12-01","2001-01-01","2001-02-01","2001-03-01","2001-04-01","2001-05-01","2001-06-01","2001-07-01","2001-08-01","2001-09-01","2001-10-01","2001-11-01","2001-12-01","2002-01-01","2002-02-01","2002-03-01","2002-04-01","2002-05-01","2002-06-01","2002-07-01","2002-08-01","2002-09-01","2002-10-01","2002-11-01","2002-12-01","2003-01-01","2003-02-01","2003-03-01","2003-04-01","2003-05-01","2003-06-01","2003-07-01","2003-08-01","2003-09-01","2003-10-01","2003-11-01","2003-12-01","2004-01-01","2004-02-01","2004-03-01","2004-04-01","2004-05-01","2004-06-01","2004-07-01","2004-08-01","2004-09-01","2004-10-01","2004-11-01","2004-12-01","2005-01-01","2005-02-01","2005-03-01","2005-04-01","2005-05-01","2005-06-01","2005-07-01","2005-08-01","2005-09-01","2005-10-01","2005-11-01","2005-12-01","2006-01-01","2006-02-01","2006-03-01","2006-04-01","2006-05-01","2006-06-01","2006-07-01","2006-08-01","2006-09-01","2006-10-01","2006-11-01","2006-12-01","2007-01-01","2007-02-01","2007-03-01","2007-04-01","2007-05-01","2007-06-01","2007-07-01","2007-08-01","2007-09-01","2007-10-01","2007-11-01","2007-12-01","2008-01-01","2008-02-01","2008-03-01","2008-04-01","2008-05-01","2008-06-01","2008-07-01","2008-08-01","2008-09-01","2008-10-01","2008-11-01","2008-12-01","2009-01-01","2009-02-01","2009-03-01","2009-04-01","2009-05-01","2009-06-01","2009-07-01","2009-08-01","2009-09-01","2009-10-01","2009-11-01","2009-12-01","2010-01-01","2010-02-01","2010-03-01","2010-04-01","2010-05-01","2010-06-01","2010-07-01","2010-08-01","2010-09-01","2010-10-01","2010-11-01","2010-12-01","2011-01-01","2011-02-01","2011-03-01","2011-04-01","2011-05-01","2011-06-01","2011-07-01","2011-08-01","2011-09-01","2011-10-01","2011-11-01","2011-12-01","2012-01-01","2012-02-01","2012-03-01","2012-04-01","2012-05-01","2012-06-01","2012-07-01","2012-08-01","2012-09-01","2012-10-01","2012-11-01","2012-12-01","2013-01-01","2013-02-01","2013-03-01","2013-04-01","2013-05-01","2013-06-01","2013-07-01","2013-08-01","2013-09-01","2013-10-01","2013-11-01","2013-12-01","2014-01-01","2014-02-01","2014-03-01","2014-04-01","2014-05-01","2014-06-01","2014-07-01","2014-08-01","2014-09-01","2014-10-01","2014-11-01","2014-12-01","2015-01-01","2015-02-01","2015-03-01","2015-04-01"
"Pacific Heights",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,858200,851400,853400,861900,862400,854500,856400,871500,878900,872000,864100,851900,840200,834600,839000,844900,852500,861500,865000,852400,835200,831100,844900,879900,917100,944200,953500,941600,907500,883300,870800,867600,867400,866700,865500,870300,877100,884900,892900,904300,917200,929500,940700,951600,953900,949000,946400,949700,948200,941500,938000,944300,955900,959100,956600,953100,952300,959900,974700,979400,980400,987900,994300,993200,1008500,1040200,1065800,1080400,1089200,1076800,1062000,1063100,1069900,1071900,1069100,1063000,1058700,1051300,1035500,1020100,1016600,1026700,1019800,983300,949300,924000,902000,894100,898600,901900,903400,910300,915300,912300,904000,905300,912800,922100,926700,928000,920600,908400,901400,897600,887000,875600,875200,880800,877100,868700,870700,877300,874900,865500,859200,856000,859200,865800,873000,876000,880900,886200,894800,909000,929900,949600,969700,990500,1004700,1009300,1010400,1021200,1042100,1061900,1077500,1094100,1105300,1122100,1145600,1159200,1174100,1204600,1234200,1249800,1260900,1263800,1267400,1273300,1272200,1265300,1265800,1264600,1257800,1260600,1285200,1315800,1333500,1358300,1392600
"Nob Hill",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,481100,485600,492600,497700,503800,512900,520000,517800,520100,529600,535900,534800,537000,547800,562200,578700,593900,605500,615100,632800,649800,660800,668300,682000,693500,697100,696900,699400,693200,687100,685600,687900,692200,702400,707800,702000,683500,673400,673000,667600,658000,654100,654900,659200,664900,667100,675100,691500,709100,716800,719300,721700,726900,732300,734100,732200,727700,730000,737200,745500,753800,756900,757200,769800,793500,814000,829800,836000,836900,834000,826900,818200,818000,829000,844000,854100,861000,870500,881800,893600,908400,919900,926500,934600,952700,968800,976400,970700,963700,961600,957300,938500,927300,927300,930100,928900,925300,921100,922800,921300,913000,914100,927000,947000,953200,947100,938400,936700,936300,939600,938000,932300,931800,934600,935200,936900,942100,950700,958900,956800,948100,943800,942700,938100,926000,902000,878300,859500,839700,823400,817700,818100,816400,812000,809800,821800,842000,853300,851100,851300,859000,861400,857100,852800,847400,839400,834300,828500,818600,810200,805000,799500,796200,797600,797200,797800,800300,799100,794500,799800,810500,819200,822700,828300,838500,858300,884200,906300,918100,927100,937900,944900,948000,950800,961900,978800,998600,1017100,1035600,1047500,1061900,1079000,1093300,1100300,1109700,1123900,1141100,1147300,1153200,1168900,1175400,1171100,1177100,1188700,1196000,1209000,1227200,1250500,1279700,1314800,1345300
"Inner Richmond",273800,273800,272300,271300,273000,276600,277300,276000,275800,278800,285000,290200,295600,301800,306800,310800,314500,316000,317200,318300,324400,333200,338200,337500,339200,344000,349800,353200,356700,356200,352700,359900,377500,393200,400500,405700,405800,406600,411700,423900,435400,451900,473200,497700,519600,534900,536500,542200,557900,572400,579400,584700,587600,583700,578700,572200,564200,551600,552000,560100,566200,560900,552200,544700,548300,559700,568900,562400,550200,546800,548100,546400,550800,560300,567400,575900,588000,594500,592200,590800,594500,601000,605200,601300,594700,598100,612000,624300,628200,629800,638000,652700,667600,679900,694600,712200,723300,732700,751100,768400,773400,779700,790900,800000,799100,800100,811200,832800,843400,831000,812600,803400,794600,783800,780100,784400,789800,788900,780100,768800,764100,774100,778300,770400,768800,775800,783100,791100,798600,805400,812700,821700,837800,849400,855100,854600,848400,840500,833600,819900,806700,800300,793800,786500,779800,775100,770300,770100,776000,783100,784200,782200,776300,762800,751400,744300,733900,721000,712900,711300,710500,707000,704000,702500,699600,701100,705000,701800,693500,689300,686900,683700,682100,683700,682200,682400,689300,696300,693400,687000,682400,679300,675500,674500,678100,680900,678600,675000,678000,683900,688200,690800,691000,686800,688500,699700,712500,722900,735700,747200,756700,765400,774500,784400,805300,832100,855800,869100,878500,884100,886000,887200,890100,892800,899900,922300,953600,983200,1002800,1011700,1007500,1000300,1000400,1006300,1010000,1015200,1029100,1035700,1033700
"Noe Valley",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,341400,338400,336000,339800,346400,353800,361400,369500,376500,384400,393100,405000,416800,424100,425900,428200,431800,435100,436100,437500,441300,444900,446600,450600,453200,451400,448700,452600,465400,484400,503300,521900,540300,561000,582800,605300,629300,652800,670300,689000,709800,729900,745300,756800,763600,767700,768100,765700,764000,764900,759300,741800,719000,698600,683700,674700,667900,657800,649600,652000,659900,662700,665700,678700,699800,724700,750800,770400,781900,790600,798200,802200,801300,796300,792400,792200,792600,789900,786800,786700,792800,805500,823100,839200,855900,879700,907700,926700,931000,928300,927200,931100,938000,948100,961100,976300,994200,1015000,1029800,1033900,1034100,1041200,1055400,1067700,1073400,1075200,1072200,1066500,1058500,1050200,1049800,1053900,1057500,1059800,1053400,1041400,1035200,1028800,1023300,1025600,1032900,1041400,1049800,1059500,1070500,1082700,1088900,1092000,1092800,1090800,1078800,1062200,1041200,1013700,991300,984400,982200,972300,967900,972200,977900,979800,974000,958800,948400,943700,931300,911900,897100,885700,872900,860800,854500,853700,858500,864300,868100,869000,868600,868100,867700,866600,864800,862700,861000,864300,874400,885600,888900,888200,889300,890200,887000,884300,886200,890000,889600,887700,889200,893200,898700,910700,929500,948900,965400,983400,1002900,1024000,1041700,1055500,1071100,1088800,1107700,1126700,1139800,1150100,1172800,1202800,1228200,1249000,1264900,1271900,1277100,1292200,1312500,1323900,1337400,1356300,1371100,1381200,1395900,1402000,1410400,1425000,1432600,1436000,1454300,1481000,1501800
"Outer Sunset",231700,230400,230400,231300,232800,233300,233700,234300,235300,236800,238300,239800,241500,243900,246700,250700,254700,258100,261800,265100,267400,270100,274200,278600,282300,285000,286100,286500,286900,288500,290300,293100,296100,299300,301900,304000,306500,310200,314500,319700,325700,331800,338200,345200,353100,361800,370400,378700,386900,393700,398300,399800,399200,401600,405800,409000,411300,412000,411400,412300,411400,409400,411600,415900,419000,419500,418000,416700,417500,419000,420300,420700,423600,431000,439700,447900,456800,464000,468600,473300,478700,481300,480900,481400,484100,487600,490500,495200,502200,509700,517800,526500,536200,547200,561400,576800,591400,601100,605800,609000,613400,619100,626800,636200,645200,656300,669100,681000,687300,691300,694900,698500,701200,706800,714100,715900,711800,707100,704200,701800,701900,703000,703900,703800,702600,699500,694800,689100,686600,689100,693400,698300,704700,710000,715100,719600,719800,719100,719100,718100,715800,712900,708300,700100,689400,680900,673300,664100,655900,647600,639500,637800,635500,625800,613500,604300,599300,598300,598700,602500,609800,615700,621600,628700,636300,644400,651900,654300,651300,647100,645000,642400,636300,628300,618600,608100,600400,596400,590400,584500,581800,580500,575000,568900,565200,562800,562300,564200,565400,563900,563100,563200,566200,570500,575200,580800,590000,602000,614400,625200,636900,649300,664000,679800,694800,708900,726900,744400,759600,772900,782500,784300,784100,786700,790400,796000,805400,815900,822800,825800,827400,830000,834100,839700,846400,854700,866900,884300,900100
"Portola",180300,182500,184100,185300,185700,185700,186300,187500,188500,190300,194000,197300,198900,200700,203800,206800,209600,212100,215400,219100,222300,224800,227200,229400,230800,231500,232500,233600,234300,234600,235000,236100,238200,240400,242400,244400,247400,251300,254700,257800,262900,270500,279100,287400,295300,302700,309400,315900,322500,330600,337600,342200,345000,347400,347600,347800,348700,349100,349500,351400,352600,350800,351000,357100,365700,371500,374300,375800,377800,382300,386800,388500,390900,397800,406500,412500,417400,422000,426100,428800,430700,431900,434600,438200,442000,444600,446500,450900,456800,461100,466500,475700,487500,498700,507200,515800,524600,530400,532000,531600,532400,537600,545800,553900,561600,572100,585300,597500,606300,614100,621900,629400,634900,639900,643700,644400,643300,642500,641600,641300,645100,651200,654800,656100,658100,660900,661000,658200,657800,661400,664400,666200,667000,666800,668100,670300,669600,663100,654400,645700,634100,620200,609800,600400,589400,580900,575000,567300,557700,551100,550100,553800,554900,548600,539100,531200,525200,520200,517200,516500,516000,514700,514800,516500,518800,523000,527800,529900,529600,527900,524400,519600,517000,515200,512000,508300,508000,508400,505600,501500,496800,491800,487600,484800,481700,479000,476800,475000,472000,468100,465100,463800,465300,469300,473100,477900,485500,495000,503600,511000,517300,525500,537100,548300,556800,564800,578100,592900,605300,614200,619800,622100,625200,631100,638000,647600,662900,676200,680400,679200,677800,678000,681000,685500,690300,695600,702000,712300,722300
"Outer Richmond",280200,279800,281600,282100,282000,283000,284700,287200,290100,292400,294600,297400,299000,299900,301600,304000,305400,305000,303900,303600,304400,306000,307200,309200,312700,315700,318100,321500,324300,326000,328900,332300,335600,338400,340700,343700,348100,352400,356800,360500,365500,374300,385500,395500,405500,417200,430300,442700,452200,459200,463500,470100,479100,487000,490000,492300,494800,495900,496800,499400,504200,510700,518700,523900,527600,531200,536100,541500,545100,549500,550800,547100,543600,543400,542700,543800,548000,554400,560000,561900,558900,554900,555100,559600,566400,575700,587200,599400,608700,607400,603100,605100,614500,623700,633500,646000,659300,665200,664300,665300,674600,688500,701400,711200,723400,741000,760500,773600,774500,769500,767400,766700,760400,758000,761200,766500,768000,762300,748500,737700,742500,759700,775900,780800,779200,778900,780600,779500,776700,778900,784600,792200,793900,791300,788400,787200,785400,784700,783500,781500,778400,771700,764900,754000,740800,728700,722000,719000,717500,714100,714200,715700,715100,714700,716800,718600,717100,711900,703500,694700,688200,683800,678100,674400,674500,676300,676100,673600,669800,667900,667500,668000,670300,671800,668000,661000,655900,652000,645100,637000,632900,631600,629700,628200,626900,624500,621500,619700,619900,620500,624300,632400,642200,652300,666100,682600,696100,703700,710300,715800,718200,719500,724200,727600,736700,754100,770900,783400,797500,812600,825400,842700,863000,886800,911300,935500,949000,951100,953600,958200,961100,963000,970500,977200,979300,977500,976700,986500,1001200
"Inner Sunset",266300,269600,271700,272300,273200,276300,281200,286500,292200,297700,303300,307600,310200,310900,310300,309500,310400,312000,313600,316000,319400,323900,328500,331100,331300,332500,335700,342200,350700,357900,362200,366000,371500,378100,382400,385500,388900,392000,396400,403200,409000,418000,429000,436600,443100,453300,464300,474900,488700,506100,519900,527400,533800,537100,534800,531400,529800,526200,521700,521500,524200,523900,522800,525400,527400,526200,526900,533000,539200,542200,545500,548500,550800,559500,572600,585400,598200,608400,610900,608900,608800,610100,609000,604000,599300,593500,590000,587800,585300,584600,591600,605600,619900,631100,643800,660400,677000,697800,721800,739900,748800,759600,774700,788300,800300,816100,834300,850600,860800,855300,844200,842100,845600,848400,851700,849300,843400,840300,835800,826300,817100,810800,798800,783300,776500,775000,770500,764200,758100,755200,760400,773600,790700,807500,821200,830700,832700,831600,830000,828300,824500,823000,818800,807800,796700,790900,784800,777000,773900,773500,772600,774000,771200,757300,744800,740300,734300,727700,727300,733800,740600,743600,746400,750600,756600,763900,771100,774500,774100,771000,768500,762700,755700,750600,745400,742000,743200,743300,735300,724700,718400,715300,710200,705900,701400,695600,692400,693700,696700,701400,707600,712400,718500,727400,739600,752800,768600,784500,797600,807000,817300,831700,847000,856200,866600,884500,907000,925700,938900,946500,950700,951500,953900,953000,947900,950900,962600,972300,981000,991300,1000100,1006500,1012400,1018900,1026300,1038300,1057800,1084000,1107400
"Outer Parkside",226300,227300,227800,229400,232000,233200,233500,234400,236200,237900,239500,241600,243900,245800,248700,252400,255000,256400,258400,260500,262500,265100,268300,270900,272100,272700,273600,274300,274900,276400,278700,280800,282600,284400,287200,290000,292500,296600,303500,310600,316300,321300,328000,337500,347600,357700,367400,377000,386000,394000,399100,402600,407000,412100,415500,418000,420700,420800,420200,421400,422100,420500,420100,420000,420100,421500,422600,422200,420500,418500,417600,419500,425700,434900,444600,453800,462100,467500,471500,475200,480200,485900,488700,488800,489600,491600,494100,499300,507200,514100,519800,528100,540100,554300,569600,583900,596000,604900,610600,614300,617500,622600,630900,640000,647700,656600,668000,679200,684300,687900,688600,687600,689200,697600,703800,703500,698700,693500,689500,688100,691700,695900,699400,699800,697000,691600,687800,684500,682800,682500,683600,685500,686500,687300,690700,696100,699600,703700,707300,706100,702400,701000,698300,691100,683500,676100,666500,655500,645800,636700,630300,629800,628100,620500,612200,606400,601000,597200,597100,602700,610600,613800,614200,616000,620100,625800,630600,631000,627800,624700,623600,620000,612600,605400,599200,594000,590500,586400,580200,575200,571100,567500,564200,562500,561100,558900,558200,559600,560800,560900,562600,565700,571500,578000,584300,592000,603200,614700,624300,633400,644300,655400,663500,668400,674700,684200,697400,710200,720500,727300,733100,737200,740800,745200,750800,760000,774700,789100,795500,794500,794800,799400,804000,805200,806400,810500,818900,833500,848100
"Russian Hill",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,430500,436700,434700,436200,444700,452100,455400,457700,460200,466800,478800,494700,507800,514400,510900,505500,506600,509200,507500,508600,517700,526200,535800,548400,561800,567900,569800,574000,584300,600200,615700,633500,653900,677600,694400,707400,713900,725300,745300,765600,777500,810000,851800,855800,835500,827900,820200,799900,783900,776400,772200,769800,763400,739600,706700,683100,668500,654200,648600,652400,658200,673400,696000,701200,693400,690200,704500,733000,752600,756100,752600,745400,742400,740700,738300,745100,750100,746000,740300,737400,739500,752200,770000,790000,806500,813600,815100,818100,827200,844200,868600,894500,926800,951300,964600,979400,995000,1003600,1014900,1028000,1043600,1060500,1069900,1074700,1079000,1078600,1078500,1074300,1065800,1056200,1050700,1050200,1051900,1041500,1022900,1004900,993200,990100,987200,990900,1007400,1029000,1042800,1047600,1040900,1040100,1053200,1070100,1077200,1072900,1068300,1067100,1065600,1062700,1057400,1058500,1069700,1072200,1057500,1040200,1028500,1019300,1014200,1008900,993700,973300,960100,955100,957200,967100,977800,988400,994600,999600,1002100,1001900,1001200,1001100,989900,973800,963000,954800,943600,935500,930300,932000,937100,937000,931600,929700,930500,932800,935700,939000,937500,928000,920300,925100,938300,947000,948300,949500,962600,983200,1001300,1015400,1040900,1068400,1079900,1078800,1074200,1077200,1098700,1127000,1151800,1167100,1167600,1168800,1188700,1205900,1220300,1233500,1251400,1270600,1287500,1287400,1290400,1302200,1314400,1316100,1306100,1295100,1304900,1328400,1341500,1349900,1367000,1400500,1434800
"Hayes Valley",250600,246500,245600,244900,244300,244800,245400,245100,246700,249600,252400,257900,267400,274700,278800,282700,286100,286400,285400,286100,290000,296000,300500,302100,306500,313200,317000,319300,323800,330200,337600,347800,358800,366700,369000,368500,368400,371200,376700,382500,389500,400300,416200,426300,431000,439900,457000,476400,498300,520300,539200,552400,563600,578400,592600,605200,612900,614400,614700,614600,604200,587700,574200,570700,570100,563800,547800,532100,521600,522800,531400,542400,545100,546800,551700,563000,574000,583500,590300,595300,595400,589200,581700,571600,569600,578800,596300,601500,595900,589100,594900,605200,616000,625500,633700,641100,649700,655500,660200,669200,678700,684400,687200,693500,707600,725500,740300,753500,762900,766000,763100,764000,769400,775800,779500,786300,791200,788200,776600,767100,766800,770500,767600,763100,763200,759800,751500,742800,736600,737500,747600,763100,775500,781900,784000,785000,786800,796400,805800,804300,795400,790000,788700,784500,780800,780100,778500,773700,770200,767500,768000,770300,767900,755700,738800,721600,704800,691400,685700,682200,676400,671100,669800,671500,677800,686800,692100,690500,686800,687000,687800,683900,680800,681800,683600,687900,694100,698000,697400,697100,697400,698200,697600,697900,697900,694900,691200,689300,688500,688400,694100,703400,715900,727000,736500,747900,763600,779400,788800,792500,799700,809300,814800,816600,819400,824300,835900,849300,858600,870900,889000,904800,914100,923900,937000,956100,980600,1004100,1021900,1035800,1044100,1045600,1047600,1053400,1059600,1069200,1085700,1113000,1139700
"Marina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1041400,1045500,1038400,1026100,1030300,1041400,1044000,1057900,1069400,1068100,1058800,1045000,1017700,979300,948900,930900,910000,915400,947600,966600,954000,943600,951000,975200,1000900,1037400,1089600,1125300,1134000,1133200,1135900,1152900,1173100,1186900,1205100,1234100,1254400,1265600,1273300,1284100,1285300,1285200,1279200,1270600,1266800,1252900,1229600,1216000,1215200,1207700,1188900,1176700,1183200,1185600,1177100,1175500,1180500,1181700,1178700,1180600,1191100,1203100,1233700,1272800,1297300,1314500,1336900,1350800,1359800,1360100,1352000,1347300,1349000,1346500,1327100,1302300,1283600,1273300,1266500,1245300,1210300,1197400,1182300,1141800,1096200,1062300,1031400,1011800,1007100,1004400,1003600,1010200,1021800,1028700,1036100,1047800,1063800,1071300,1071000,1072000,1070900,1055800,1040600,1034100,1027100,1018400,1021300,1025000,1016000,1006900,1007900,1010800,1014200,1022800,1032900,1032700,1029100,1035200,1051700,1063200,1072300,1083600,1104900,1134000,1170200,1204300,1229500,1246900,1260500,1261000,1259100,1263800,1280000,1300800,1326900,1340400,1340800,1337600,1342900,1345100,1359400,1386900,1414600,1441100,1471200,1490000,1497900,1500500,1496100,1493600,1488900,1507500,1542100,1567300,1573800,1589500,1608700,1654800,1707500
"Van Ness - Civic Center",260800,254700,247700,244500,242800,240300,241100,242800,244300,245600,247800,251500,255800,259400,264400,271800,276800,279300,280400,281400,284400,289000,295000,302400,312100,321400,328500,332800,338100,344000,346600,348000,350400,351300,351100,351300,351800,356100,364400,370600,375900,384400,394000,402900,415400,428400,440300,456800,478500,497200,509600,515500,518600,523500,535900,549200,549000,538700,532000,527000,520800,509900,497300,491200,494200,496900,490500,478900,476600,490100,505500,513000,512300,511200,513500,519500,522400,521300,519300,517300,518500,517300,509300,499200,492400,493500,503000,511600,516300,522200,527500,534400,539400,543800,551000,560500,570400,584500,598900,606600,608000,606600,608800,614300,620000,628200,640200,652600,663300,670500,669300,669100,675100,684600,697500,719700,741400,747700,747200,745700,743600,737200,729600,723700,722900,721100,718000,709800,700100,697500,701300,708300,716700,721500,723200,725400,726900,731000,733500,729800,725200,720600,712400,705000,701700,700400,698500,695700,691600,687100,685200,687100,682600,668200,653500,645900,639300,631000,626500,626400,627100,627600,627100,625600,627900,637000,645500,647300,644900,645100,645600,642300,636900,632300,628600,622500,618000,617000,616000,612700,613200,616900,618200,619200,620900,621000,618300,616500,616900,619000,622300,627100,634400,640900,647100,656800,671400,685900,697100,704100,708200,713400,722200,730200,736400,746800,762800,777800,786800,793300,802500,816800,835700,852900,864600,870100,873600,879800,891000,899200,904500,909100,915800,924900,933200,940800,952900,974800,995800
"Crocker Amazon",199300,198600,198500,198600,198600,198800,199800,201300,202400,203600,204500,205000,206000,208200,210800,213200,215400,218000,221100,224300,227900,231000,233000,234200,236100,237800,238200,239200,241000,241000,239400,238400,238300,239700,242600,244700,244600,245800,248900,252800,255500,259300,265300,272700,280900,290400,298900,307200,314600,319900,323500,327100,330200,334700,339000,342900,345200,344100,342900,343800,343200,340200,341200,344400,348100,352100,358000,362400,365900,370800,375900,379500,386500,398200,410200,420000,427800,430000,429800,431400,432900,431900,433500,437500,440900,444000,448400,453900,462800,473400,484000,493900,504700,513500,519200,525900,534900,542300,545600,546000,546300,550400,557800,565100,571700,582000,594200,604700,614100,624200,630500,637100,646400,656300,660000,661300,665100,670000,674400,678000,679800,679200,679100,678900,679700,679500,676200,671000,669300,672100,675000,677000,682600,689500,695200,698500,696000,687800,681100,673700,662600,652600,644300,635200,624200,613200,600700,586300,570200,558000,551300,548800,545200,538000,529700,522600,514900,505900,499300,498100,499500,500500,501400,504300,505900,507000,507700,506500,502500,500400,499800,499900,499500,499400,498900,498400,499500,498900,494200,489900,488700,487100,483700,480600,480600,481700,480600,476400,473700,474200,478900,483300,486400,490700,497200,500800,504400,511400,520400,529500,539100,547700,554600,559900,564900,570800,580200,594500,606500,610500,610800,609200,605600,606100,608700,611600,619600,635500,652600,663700,669800,673900,680400,690700,700000,703600,709100,725400,744100
"South Beach",290700,292000,289300,292100,298400,304700,310500,318900,326600,332400,335500,336200,336600,336900,335200,333000,330500,331600,334100,335900,341100,353100,364300,372100,374800,378400,386100,396200,404200,407800,409400,415100,422000,425900,428500,432900,440900,450900,466200,486900,507100,523000,541300,561100,582700,599100,611700,621500,634600,648900,665400,676800,693000,713700,729500,736900,742700,737700,736500,749800,763200,766500,771400,775500,771900,757800,739000,713600,685500,672600,672600,661500,645500,644400,648300,652900,659200,663600,665300,668600,669700,673800,679500,679500,674800,676300,676900,673100,672600,682200,692500,708000,728800,748100,762600,782900,810300,824600,824400,825100,835600,850300,862800,865400,865400,865500,868100,876300,883900,885100,890500,904300,911500,905300,902200,912300,928900,947000,957800,960500,964000,979800,1006300,1024800,1028500,1031900,1034200,1032800,1033800,1029600,1027700,1054100,1095400,1109800,1088900,1059300,1037000,1026600,1033000,1041300,1046800,1054800,1064100,1054200,1030400,1016900,1021500,1027900,1030300,1033500,1035900,1034300,1027100,1015900,1005000,994900,984200,975700,969300,965000,960800,958000,955900,956700,955300,962000,968900,963600,959700,960600,955400,954100,958900,961500,964300,968600,973600,975300,968900,965700,966800,966900,966300,969000,982200,998300,1006700,1011800,1013100,1005600,1003300,1008000,1014900,1025200,1038400,1054800,1074300,1092300,1107500,1121800,1136100,1152500,1172600,1180100,1174200,1183600,1221200,1256600,1275500,1287700,1300000,1310500,1322900,1340100,1359500,1378900,1402500,1432600,1457800,1468800,1473900,1476900,1478500,1485200,1497500,1509700,1523200,1550100,1579800
"Lower Pacific Heights",291400,286400,285100,286300,287600,287200,286000,286200,289700,291900,293000,294600,297500,298300,299400,304400,313500,322200,328600,333600,340100,346100,350800,356100,363300,369100,376500,384500,389900,393000,398000,403800,408100,408300,411600,422800,431200,431700,431300,434000,437900,449700,462400,468800,477100,493900,507100,514500,527400,543400,558900,576000,596200,609100,614000,616100,619000,617000,620000,635100,651400,651900,646800,653800,670100,674800,672800,670900,661300,658600,667300,668300,661100,665400,669100,661800,651100,655700,665300,671800,671700,672800,668900,668400,667700,675400,687300,686600,669000,653300,645300,649500,666700,684400,690600,682000,679100,687400,693400,696900,708400,716700,725600,734200,740100,745100,757000,771500,780900,782600,786000,797900,808300,812100,812200,814200,817600,815300,811400,812600,816400,814300,810200,803600,799300,798500,799400,796400,796000,799000,804800,815300,827300,833100,833000,831200,828100,832300,839100,838000,830100,822900,815600,808300,808200,811700,810800,802700,795000,787300,779200,776000,769100,752400,734800,720000,700100,682000,677100,681400,682600,680000,681200,686400,692900,700000,706500,711500,714200,713500,711600,712600,717200,720300,719600,719100,722400,726200,725300,719600,714500,712000,711700,712300,713700,716300,719900,720900,721100,725600,733400,740300,749300,758800,765800,774900,791100,808900,822700,832000,840100,849100,860600,872600,880500,886500,897500,912000,919600,917700,912700,913500,921200,934600,945400,958200,980100,1013700,1039800,1055400,1072000,1092600,1104900,1113800,1120500,1128800,1147900,1175200,1196900
"Eureka Valley - Dolores Heights - Castro",323000,328000,329500,328200,329300,330900,330400,331500,337100,344100,349200,351400,351700,356600,365400,375200,382400,389500,396700,406800,418800,430300,438700,444200,447700,452500,458300,461000,460600,460000,461400,464300,465200,466600,466600,464100,463800,467500,475200,492000,513700,533200,548500,567000,590900,616400,638300,659000,676300,690700,703200,714200,722300,729700,743100,757300,765000,765500,766700,768300,760100,745300,734600,728500,721700,715600,705500,688600,673600,671400,674600,673100,680500,699900,722600,745800,770900,786700,794300,798200,797900,792700,792400,797600,798300,795100,793100,786000,774700,771100,777200,787900,801700,816700,831600,846100,868300,889700,903500,913800,923900,926900,928400,934000,941500,953200,967300,983200,992700,997400,997200,997100,1002900,1016100,1026400,1028200,1024800,1017400,1005900,997000,994200,988400,981100,977700,977800,980900,986200,985900,986400,995300,1009100,1022100,1034200,1044200,1044200,1041700,1039300,1041200,1041700,1039100,1031200,1027500,1025100,1020200,1012300,1009200,1008700,1005900,1004400,999500,991900,993500,993300,973800,950300,928900,904400,881800,870300,862300,850700,839000,833900,833200,838000,845200,852000,854900,854900,855400,858900,858400,852800,849000,847700,848800,853800,861700,859900,850800,844600,843800,842700,844700,848400,851500,854600,862000,870600,876700,881800,893300,915200,939900,962500,982200,1002500,1024400,1043700,1052600,1057200,1064300,1074300,1086000,1097000,1106300,1121800,1141100,1158600,1170300,1183200,1198000,1214500,1231200,1252500,1272700,1290300,1305600,1319400,1333600,1348600,1354900,1355900,1358300,1356500,1355800,1370900,1399700,1424700
