"RegionType","RegionName","State","CBSA Title","SizeRankCity","SizeRankMetro","SaleToListPrice","PctPriceCut","DaysOnMarket","BuyerSellerIndex","BuyerSellerIndexMetro"
"Neighborhood","Bayville","NJ","New York-Northern New Jersey-Long Island, NY-NJ-PA",1819,1,0.9595,11.8497,180,10,6.51612903225806
"Neighborhood","Tudor City","NY","New York-Northern New Jersey-Long Island, NY-NJ-PA",2053,1,0.9887,5.8228,140,5.21739130434783,6.51612903225806
"Neighborhood","Chelsea","NY","New York-Northern New Jersey-Long Island, NY-NJ-PA",569,1,0.9821,3.1062,136.5,3.91304347826087,6.51612903225806
"Neighborhood","Harlem","NY","New York-Northern New Jersey-Long Island, NY-NJ-PA",155,1,1,3.5663,126,0.434782608695652,6.51612903225806
"Neighborhood","West Village","NY","New York-Northern New Jersey-Long Island, NY-NJ-PA",1126,1,0.987878787878788,4.3243,148,4.78260869565217,6.51612903225806
"Neighborhood","Jamaica","NY","New York-Northern New Jersey-Long Island, NY-NJ-PA",135,1,0.952,4.6065,195,9.56521739130435,6.51612903225806
"Neighborhood","Flatbush","NY","New York-Northern New Jersey-Long Island, NY-NJ-PA",122,1,0.9836,4.9587,143,5.65217391304348,6.51612903225806
"Neighborhood","Tribeca","NY","New York-Northern New Jersey-Long Island, NY-NJ-PA",1951,1,0.991869918699187,2.0356,131,0.869565217391304,6.51612903225806
"Neighborhood","Gramercy","NY","New York-Northern New Jersey-Long Island, NY-NJ-PA",453,1,0.9851,3.5533,127,2.60869565217391,6.51612903225806
"Neighborhood","Eastwick","PA","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2204,5,0.854075158613958,12.5874,132,8.96551724137931,9.35483870967742
"Neighborhood","Grays Ferry","PA","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",1918,5,0.8934,12.8342,106.5,6.20689655172414,9.35483870967742
"Neighborhood","Ogontz","PA","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",1061,5,0.915915915915916,12.426,109,4.48275862068965,9.35483870967742
"Neighborhood","Olney","PA","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",778,5,0.9153,8.1169,87.5,0.689655172413793,9.35483870967742
"Neighborhood","Fishtown","PA","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",1969,5,0.9592,12.3656,107,1.03448275862069,9.35483870967742
"Neighborhood","Wissinoming","PA","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2277,5,0.9231,11.5578,125,6.55172413793103,9.35483870967742
"Neighborhood","Elmwood","PA","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",938,5,0.7428,10.2649,95,3.10344827586207,9.35483870967742
"Neighborhood","Haddington-Carroll Park","PA","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",943,5,0.8928,11.3971,96,2.41379310344828,9.35483870967742
"Neighborhood","Pennsport-Whitman-Queen","PA","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",944,5,0.9588,17.7928,130.5,8.62068965517241,9.35483870967742
"Neighborhood","Schuylkill Southwest","PA","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2812,5,0.9569,14.0777,98,2.06896551724138,9.35483870967742
"Neighborhood","Roxborough","PA","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",895,5,0.9602,17.8218,122,7.24137931034483,9.35483870967742
"Neighborhood","Lawncrest","PA","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",670,5,0.9683,9.5541,118,0.344827586206897,9.35483870967742
"Neighborhood","Point Breeze","PA","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",1119,5,0.9167,18.7817,107.5,7.93103448275862,9.35483870967742
"Neighborhood","Oxford Circle","PA","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",427,5,0.9399,14.023,105,2.75862068965517,9.35483870967742
"Neighborhood","Rhawnhurst","PA","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",946,5,0.9671,13.4615,111,1.72413793103448,9.35483870967742
"Neighborhood","Center City West","PA","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",863,5,0.9531,7.8091,125,3.44827586206897,9.35483870967742
"Neighborhood","Richmond","PA","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",617,5,0.9307,12.2661,118,5.17241379310345,9.35483870967742
"Neighborhood","Kensington","PA","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2311,5,0.924,23.6,98,7.58620689655172,9.35483870967742
"Neighborhood","Torresdale","PA","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",845,5,0.9622,20.3187,123,8.27586206896552,9.35483870967742
"Neighborhood","Bustleton","PA","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",809,5,0.9451,17.4888,115.5,6.89655172413793,9.35483870967742
"Neighborhood","Wharton-Hawthorne-Bella Vista","PA","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",959,5,0.9377,15.1163,109,5.51724137931035,9.35483870967742
"Neighborhood","Mayfair","PA","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",796,5,0.9375,13.467,106,3.79310344827586,9.35483870967742
"Neighborhood","Frankford","PA","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",655,5,0.8963,17.2805,118,9.6551724137931,9.35483870967742
"Neighborhood","South Philadelphia","PA","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",1139,5,0.9555,13.8983,112.5,4.13793103448276,9.35483870967742
"Neighborhood","Fairmount-Spring Garden","PA","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",1257,5,0.9646,15.4098,122,5.86206896551724,9.35483870967742
"Neighborhood","Fox Chase","PA","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",1199,5,0.9779,16.5714,120.5,4.82758620689655,9.35483870967742
"Neighborhood","West Oak Lane","PA","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",844,5,0.9787,15.3846,107,1.37931034482759,9.35483870967742
"Neighborhood","Kingsessing","PA","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",833,5,0.805,12.8205,124,9.31034482758621,9.35483870967742
"Neighborhood","Tacony","PA","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2503,5,0.8868,23.8318,120,10,9.35483870967742
"Neighborhood","North Scottsdale","AZ","Phoenix-Mesa-Scottsdale, AZ",138,13,0.9661,21.0248,111,10,4.51612903225806
"Neighborhood","The Islands","AZ","Phoenix-Mesa-Scottsdale, AZ",3613,13,0.9747,23.0769,61,3.87096774193548,4.51612903225806
"Neighborhood","Ahwatukee Foothills","AZ","Phoenix-Mesa-Scottsdale, AZ",294,13,0.9771,20.2809,83,5.48387096774194,4.51612903225806
"Neighborhood","Cooper Commons","AZ","Phoenix-Mesa-Scottsdale, AZ",3839,13,0.98252427184466,17.2414,77,2.25806451612903,4.51612903225806
"Neighborhood","Encanto","AZ","Phoenix-Mesa-Scottsdale, AZ",478,13,0.9725,18.9781,80,4.83870967741935,4.51612903225806
"Neighborhood","Lyon's Gate","AZ","Phoenix-Mesa-Scottsdale, AZ",3851,13,0.975425330812854,12.766,81,3.54838709677419,4.51612903225806
"Neighborhood","Alta Mesa","AZ","Phoenix-Mesa-Scottsdale, AZ",3730,13,0.970970970970971,18.2432,94,9.03225806451613,4.51612903225806
"Neighborhood","Power Ranch","AZ","Phoenix-Mesa-Scottsdale, AZ",3002,13,0.9796,16.5217,67,1.29032258064516,4.51612903225806
"Neighborhood","Estrella","AZ","Phoenix-Mesa-Scottsdale, AZ",276,13,0.9838,12.9268,81.5,1.93548387096774,4.51612903225806
"Neighborhood","North Mountain","AZ","Phoenix-Mesa-Scottsdale, AZ",92,13,0.9815,15.0483,76,1.61290322580645,4.51612903225806
"Neighborhood","Central City","AZ","Phoenix-Mesa-Scottsdale, AZ",451,13,0.9618,14.8387,71,4.51612903225806,4.51612903225806
"Neighborhood","Superstition Springs","AZ","Phoenix-Mesa-Scottsdale, AZ",3342,13,0.975,23.9316,80,5.80645161290323,4.51612903225806
"Neighborhood","Dobson Ranch","AZ","Phoenix-Mesa-Scottsdale, AZ",2533,13,0.9783,19.4118,102,6.7741935483871,4.51612903225806
"Neighborhood","Seville","AZ","Phoenix-Mesa-Scottsdale, AZ",3776,13,0.9772,19.5266,95.5,6.12903225806452,4.51612903225806
"Neighborhood","Reed Park","AZ","Phoenix-Mesa-Scottsdale, AZ",2865,13,0.989259468626343,18.0556,80,2.58064516129032,4.51612903225806
"Neighborhood","Pinnacle Peak","AZ","Phoenix-Mesa-Scottsdale, AZ",2586,13,0.9629,16.5272,126,9.67741935483871,4.51612903225806
"Neighborhood","North Gateway","AZ","Phoenix-Mesa-Scottsdale, AZ",2297,13,0.9743,19.2698,97,8.38709677419355,4.51612903225806
"Neighborhood","Leisure World","AZ","Phoenix-Mesa-Scottsdale, AZ",3849,13,0.9652,15.1316,106,9.35483870967742,4.51612903225806
"Neighborhood","Sunland Village","AZ","Phoenix-Mesa-Scottsdale, AZ",3835,13,0.971,22.5225,61,4.19354838709677,4.51612903225806
"Neighborhood","Maryvale","AZ","Phoenix-Mesa-Scottsdale, AZ",61,13,0.9904,11.4305,70,0.32258064516129,4.51612903225806
"Neighborhood","South Scottsdale","AZ","Phoenix-Mesa-Scottsdale, AZ",250,13,0.968,20.031,80,8.06451612903226,4.51612903225806
"Neighborhood","Alahambra","AZ","Phoenix-Mesa-Scottsdale, AZ",126,13,0.9702,18.2685,81,7.41935483870968,4.51612903225806
"Neighborhood","Laveen","AZ","Phoenix-Mesa-Scottsdale, AZ",686,13,0.9859,13.8298,85,2.90322580645161,4.51612903225806
"Neighborhood","South Mountain","AZ","Phoenix-Mesa-Scottsdale, AZ",159,13,0.9923,12.5468,78,0.645161290322581,4.51612903225806
"Neighborhood","Camelback East","AZ","Phoenix-Mesa-Scottsdale, AZ",115,13,0.9635,18.0576,83,8.70967741935484,4.51612903225806
"Neighborhood","Paradise Valley","AZ","Phoenix-Mesa-Scottsdale, AZ",85,13,0.9716,18.9157,79,5.16129032258065,4.51612903225806
"Neighborhood","Sun Lakes","AZ","Phoenix-Mesa-Scottsdale, AZ",2134,13,0.9684,23.7363,73,7.09677419354839,4.51612903225806
"Neighborhood","Desert View","AZ","Phoenix-Mesa-Scottsdale, AZ",608,13,0.9762,21.5596,91,7.74193548387097,4.51612903225806
"Neighborhood","Sun Groves","AZ","Phoenix-Mesa-Scottsdale, AZ",3742,13,0.9726,12.6437,72,3.2258064516129,4.51612903225806
"Neighborhood","Deer Valley","AZ","Phoenix-Mesa-Scottsdale, AZ",84,13,0.9837,16.0417,71,0.967741935483871,4.51612903225806
"Neighborhood","New Village","AZ","Phoenix-Mesa-Scottsdale, AZ",3845,13,0.979170746544777,17.284,144,6.45161290322581,4.51612903225806
"Neighborhood","Talmadge","CA","San Diego-Carlsbad-San Marcos, CA",3374,16,0.9812,16.4179,83,6.66666666666667,3.29032258064516
"Neighborhood","Serra Mesa","CA","San Diego-Carlsbad-San Marcos, CA",1287,16,0.9837,10.7143,70.5,2.22222222222222,3.29032258064516
"Neighborhood","Mission Valley East","CA","San Diego-Carlsbad-San Marcos, CA",3171,16,0.9734,14.0625,85.5,9.62962962962963,3.29032258064516
"Neighborhood","Otay Ranch","CA","San Diego-Carlsbad-San Marcos, CA",1155,16,0.9903,10.8911,70,1.11111111111111,3.29032258064516
"Neighborhood","Carmel Valley","CA","San Diego-Carlsbad-San Marcos, CA",623,16,0.9801,11.8519,73.5,4.81481481481481,3.29032258064516
"Neighborhood","La Jolla","CA","San Diego-Carlsbad-San Marcos, CA",858,16,0.9497,11.4875,106.5,10,3.29032258064516
"Neighborhood","Northwest","CA","San Diego-Carlsbad-San Marcos, CA",481,16,0.9809,11.8644,72,4.07407407407407,3.29032258064516
"Neighborhood","University City","CA","San Diego-Carlsbad-San Marcos, CA",557,16,0.9755,13.1498,77,7.03703703703704,3.29032258064516
"Neighborhood","Rancho Bernardo","CA","San Diego-Carlsbad-San Marcos, CA",634,16,0.9687,14.3689,73,8.51851851851852,3.29032258064516
"Neighborhood","Black Mountain Ranch","CA","San Diego-Carlsbad-San Marcos, CA",3665,16,0.9757,12.5,103,7.40740740740741,3.29032258064516
"Neighborhood","Point Loma Heights","CA","San Diego-Carlsbad-San Marcos, CA",1693,16,0.9726,14.5946,76,9.25925925925926,3.29032258064516
"Neighborhood","Rancho Penasquitos","CA","San Diego-Carlsbad-San Marcos, CA",561,16,0.9783,13.5889,72,5.55555555555556,3.29032258064516
"Neighborhood","Tierrasanta","CA","San Diego-Carlsbad-San Marcos, CA",931,16,0.9808,7.9137,71,1.85185185185185,3.29032258064516
"Neighborhood","Hillcrest","CA","San Diego-Carlsbad-San Marcos, CA",2338,16,0.9765,13.8365,75.5,6.2962962962963,3.29032258064516
"Neighborhood","Pacific Beach","CA","San Diego-Carlsbad-San Marcos, CA",881,16,0.9772,10.6195,91,5.92592592592593,3.29032258064516
"Neighborhood","North Park","CA","San Diego-Carlsbad-San Marcos, CA",696,16,0.9852,13.0435,65,2.59259259259259,3.29032258064516
"Neighborhood","San Carlos","CA","San Diego-Carlsbad-San Marcos, CA",2641,16,0.9738,17.4603,74,8.14814814814815,3.29032258064516
"Neighborhood","Linda Vista","CA","San Diego-Carlsbad-San Marcos, CA",1163,16,0.9763,9.6,77,5.18518518518519,3.29032258064516
"Neighborhood","Mira Mesa","CA","San Diego-Carlsbad-San Marcos, CA",361,16,0.9811,6.9705,62.5,0.37037037037037,3.29032258064516
"Neighborhood","Marina","CA","San Diego-Carlsbad-San Marcos, CA",3789,16,0.9608,10.4294,98,7.77777777777778,3.29032258064516
"Neighborhood","Lake Murray","CA","San Diego-Carlsbad-San Marcos, CA",1824,16,0.9924,18.1818,57,2.96296296296296,3.29032258064516
"Neighborhood","East Village","CA","San Diego-Carlsbad-San Marcos, CA",3520,16,0.9697,11.3924,105,8.88888888888889,3.29032258064516
"Neighborhood","Skyline","CA","San Diego-Carlsbad-San Marcos, CA",3464,16,1,11.9403,63.5,0.740740740740741,3.29032258064516
"Neighborhood","Southwest","CA","San Diego-Carlsbad-San Marcos, CA",330,16,0.983,12.3418,68,3.7037037037037,3.29032258064516
"Neighborhood","Bay Terraces","CA","San Diego-Carlsbad-San Marcos, CA",855,16,0.9885,12.8834,70,3.33333333333333,3.29032258064516
"Neighborhood","Clairemont Mesa East","CA","San Diego-Carlsbad-San Marcos, CA",1013,16,0.9858,13.9535,62,1.48148148148148,3.29032258064516
"Neighborhood","Bay Park","CA","San Diego-Carlsbad-San Marcos, CA",2027,16,0.974,11.8182,68,4.44444444444444,3.29032258064516
"Neighborhood","Edenvale - Seven Trees","CA","San Jose-Sunnyvale-Santa Clara, CA",697,28,1.0009,5.9322,67,10,0.0645161290322581
"Neighborhood","Almaden Valley","CA","San Jose-Sunnyvale-Santa Clara, CA",607,28,1.02,3.4314,42,1.66666666666667,0.0645161290322581
"Neighborhood","Blossom Valley","CA","San Jose-Sunnyvale-Santa Clara, CA",342,28,1.0018,3.6364,50,5,0.0645161290322581
"Neighborhood","West San Jose","CA","San Jose-Sunnyvale-Santa Clara, CA",201,28,1.0604,1.9512,40,0.833333333333333,0.0645161290322581
"Neighborhood","Cambrian Park","CA","San Jose-Sunnyvale-Santa Clara, CA",364,28,1.0475,4.3956,41,2.5,0.0645161290322581
"Neighborhood","East San Jose","CA","San Jose-Sunnyvale-Santa Clara, CA",152,28,1.002,7.2555,61,8.33333333333333,0.0645161290322581
"Neighborhood","Santa Teresa","CA","San Jose-Sunnyvale-Santa Clara, CA",535,28,1.0155,4.6205,50,5.83333333333333,0.0645161290322581
"Neighborhood","Downtown","CA","San Jose-Sunnyvale-Santa Clara, CA",291,28,0.9966,5.163,52,9.16666666666667,0.0645161290322581
"Neighborhood","North Valley","CA","San Jose-Sunnyvale-Santa Clara, CA",307,28,1.0043,4.0909,50,3.33333333333333,0.0645161290322581
"Neighborhood","Fairgrounds","CA","San Jose-Sunnyvale-Santa Clara, CA",523,28,1.0007,4.2553,63,7.5,0.0645161290322581
"Neighborhood","Willow Glen","CA","San Jose-Sunnyvale-Santa Clara, CA",312,28,1.0173,4.5946,48,4.16666666666667,0.0645161290322581
"Neighborhood","Evergreen","CA","San Jose-Sunnyvale-Santa Clara, CA",304,28,0.9962,3.599,53.5,6.66666666666667,0.0645161290322581
"Neighborhood","Maple Leaf","WA","Seattle-Tacoma-Bellevue, WA",2996,14,1.035,7.0588,43,1.25,0.451612903225806
"Neighborhood","Martha Lake","WA","Seattle-Tacoma-Bellevue, WA",1985,14,0.9931,10.8808,68,7.5,0.451612903225806
"Neighborhood","Magnolia","WA","Seattle-Tacoma-Bellevue, WA",1718,14,0.9992,5.1724,50,3.125,0.451612903225806
"Neighborhood","North Queen Anne","WA","Seattle-Tacoma-Bellevue, WA",3197,14,1.003861003861,2.8986,51,0.625,0.451612903225806
"Neighborhood","North End","WA","Seattle-Tacoma-Bellevue, WA",1094,14,0.9901,11.9883,89,8.75,0.451612903225806
"Neighborhood","Somerset","WA","Seattle-Tacoma-Bellevue, WA",2448,14,1.02758620689655,6.8966,51.5,2.5,0.451612903225806
"Neighborhood","Capitol Hill","WA","Seattle-Tacoma-Bellevue, WA",887,14,0.998,7.0707,47,3.75,0.451612903225806
"Neighborhood","South End","WA","Seattle-Tacoma-Bellevue, WA",665,14,1,10.8247,82,6.25,0.451612903225806
"Neighborhood","Finn Hill","WA","Seattle-Tacoma-Bellevue, WA",2299,14,0.9881,5.4054,62,5,0.451612903225806
"Neighborhood","Bitter Lake","WA","Seattle-Tacoma-Bellevue, WA",3484,14,0.9938,4.6512,64,4.375,0.451612903225806
"Neighborhood","Eastside-ENACT","WA","Seattle-Tacoma-Bellevue, WA",913,14,1,10.6818,84.5,6.875,0.451612903225806
"Neighborhood","Northeast Tacoma","WA","Seattle-Tacoma-Bellevue, WA",1887,14,0.9703,17.2414,75,10,0.451612903225806
"Neighborhood","South Tacoma","WA","Seattle-Tacoma-Bellevue, WA",1054,14,0.9935,10.1449,99,8.125,0.451612903225806
"Neighborhood","Greenwood","WA","Seattle-Tacoma-Bellevue, WA",1989,14,1,5.5944,49,1.875,0.451612903225806
"Neighborhood","West End","WA","Seattle-Tacoma-Bellevue, WA",927,14,0.9857,12.1359,93,9.375,0.451612903225806
"Neighborhood","Central","WA","Seattle-Tacoma-Bellevue, WA",1399,14,0.9969,6.8452,109.5,5.625,0.451612903225806
"Neighborhood","North Hyde Park","FL","Tampa-St. Petersburg-Clearwater, FL",2941,18,0.9629,13.986,102,6.66666666666667,6.7741935483871
"Neighborhood","Lowry Park Central","FL","Tampa-St. Petersburg-Clearwater, FL",2771,18,0.9659,14.6853,102,4,6.7741935483871
"Neighborhood","Downtown","FL","Tampa-St. Petersburg-Clearwater, FL",3766,18,0.965,13.0612,88,2,6.7741935483871
"Neighborhood","Central Oak Park","FL","Tampa-St. Petersburg-Clearwater, FL",3529,18,0.9652,11.0497,98,3.33333333333333,6.7741935483871
"Neighborhood","Old Seminole Heights","FL","Tampa-St. Petersburg-Clearwater, FL",3636,18,0.954,17.1429,115,10,6.7741935483871
"Neighborhood","Sulphur Springs","FL","Tampa-St. Petersburg-Clearwater, FL",2913,18,0.9413,19.1304,108,9.33333333333333,6.7741935483871
"Neighborhood","Tampa Palms","FL","Tampa-St. Petersburg-Clearwater, FL",1946,18,0.9671,16.6667,110.5,5.33333333333333,6.7741935483871
"Neighborhood","East Tampa","FL","Tampa-St. Petersburg-Clearwater, FL",1579,18,0.9059,13.7037,95.5,8,6.7741935483871
"Neighborhood","West Meadows","FL","Tampa-St. Petersburg-Clearwater, FL",3214,18,0.9707,14.9254,120,4.66666666666667,6.7741935483871
"Neighborhood","Disston Heights","FL","Tampa-St. Petersburg-Clearwater, FL",1173,18,0.9742,19.3627,92.5,2.66666666666667,6.7741935483871
"Neighborhood","Greater Pinellas Point","FL","Tampa-St. Petersburg-Clearwater, FL",1675,18,0.9567,15.6098,110,8.66666666666667,6.7741935483871
"Neighborhood","Gandy-Sun Bay South","FL","Tampa-St. Petersburg-Clearwater, FL",2163,18,0.9641,17.0635,97,6,6.7741935483871
"Neighborhood","Harbour Island","FL","Tampa-St. Petersburg-Clearwater, FL",3817,18,0.9711,9.7902,108,1.33333333333333,6.7741935483871
"Neighborhood","Forest Hills","FL","Tampa-St. Petersburg-Clearwater, FL",3578,18,0.962893377172381,23.8095,88,7.33333333333333,6.7741935483871
"Neighborhood","Bayside West","FL","Tampa-St. Petersburg-Clearwater, FL",3806,18,0.9847,15.9292,98,0.666666666666667,6.7741935483871
"Neighborhood","Princess Anne Plaza","VA","Virginia Beach-Norfolk-Newport News, VA-NC",NA,31,0.9931,16.8224,83.5,1.81818181818182,4.70967741935484
"Neighborhood","Great Bridge","VA","Virginia Beach-Norfolk-Newport News, VA-NC",1066,31,0.9753,11.7778,113,10,4.70967741935484
"Neighborhood","Kempsville","VA","Virginia Beach-Norfolk-Newport News, VA-NC",476,31,0.9814,12.0066,95,5.45454545454545,4.70967741935484
"Neighborhood","Green Run","VA","Virginia Beach-Norfolk-Newport News, VA-NC",431,31,0.9983,18.5455,95,3.63636363636364,4.70967741935484
"Neighborhood","Bayside","VA","Virginia Beach-Norfolk-Newport News, VA-NC",667,31,0.9968,12.249,108,2.72727272727273,4.70967741935484
"Neighborhood","South Norfolk","VA","Virginia Beach-Norfolk-Newport News, VA-NC",1131,31,0.9938,12.3563,111.5,7.27272727272727,4.70967741935484
"Neighborhood","Indian River","VA","Virginia Beach-Norfolk-Newport News, VA-NC",973,31,1,17.3333,113.5,8.18181818181818,4.70967741935484
"Neighborhood","Greenbrier East","VA","Virginia Beach-Norfolk-Newport News, VA-NC",1209,31,0.9804,7.1429,102,4.54545454545455,4.70967741935484
"Neighborhood","Princess Anne","VA","Virginia Beach-Norfolk-Newport News, VA-NC",383,31,0.9815,13.826,103,9.09090909090909,4.70967741935484
"Neighborhood","Mears Corner","VA","Virginia Beach-Norfolk-Newport News, VA-NC",819,31,0.9837,11.032,86,0.909090909090909,4.70967741935484
"Neighborhood","Salem","VA","Virginia Beach-Norfolk-Newport News, VA-NC",618,31,0.9903,16.5909,90.5,6.36363636363636,4.70967741935484
